17:10:09 [ultranest] [DEBUG] ReactiveNestedSampler: dims=8+0, resume=True, log_dir=/home/ljy/BettiCurveCosmo/Emulator/model-fof/mcmc_result/4/combined, backend=hdf5, vectorized=False, nbootstraps=30, ndraw=128..65536
17:10:10 [ultranest] [INFO] Sampling 400 live points from prior ...
17:10:40 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.01, Lepsilon=0.0010, min_ess=400
17:10:40 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=400, cluster_num_live_points=40
17:10:40 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 400.0), (inf, 400.0)]
17:10:41 [ultranest] [DEBUG] iteration=0, ncalls=401, regioncalls=40, ndraw=40, logz=-inf, remainder_fraction=100.0000%, Lmin=-55626.27, Lmax=-17.09
17:10:41 [ultranest] [DEBUG] iteration=2, ncalls=403, regioncalls=120, ndraw=40, logz=-35282.91, remainder_fraction=100.0000%, Lmin=-28250.61, Lmax=-17.09
17:10:41 [ultranest] [DEBUG] iteration=4, ncalls=405, regioncalls=200, ndraw=40, logz=-25265.74, remainder_fraction=100.0000%, Lmin=-22142.68, Lmax=-17.09
17:10:41 [ultranest] [DEBUG] iteration=6, ncalls=407, regioncalls=280, ndraw=40, logz=-21111.86, remainder_fraction=100.0000%, Lmin=-14962.22, Lmax=-17.09
17:10:41 [ultranest] [DEBUG] iteration=7, ncalls=408, regioncalls=320, ndraw=40, logz=-14968.22, remainder_fraction=100.0000%, Lmin=-14321.75, Lmax=-17.09
17:10:41 [ultranest] [DEBUG] iteration=8, ncalls=409, regioncalls=360, ndraw=40, logz=-14327.76, remainder_fraction=100.0000%, Lmin=-10730.95, Lmax=-17.09
17:10:41 [ultranest] [DEBUG] iteration=10, ncalls=411, regioncalls=440, ndraw=40, logz=-10382.67, remainder_fraction=100.0000%, Lmin=-9569.85, Lmax=-17.09
17:10:42 [ultranest] [DEBUG] iteration=11, ncalls=412, regioncalls=480, ndraw=40, logz=-9575.87, remainder_fraction=100.0000%, Lmin=-9387.39, Lmax=-17.09
17:10:42 [ultranest] [DEBUG] iteration=13, ncalls=414, regioncalls=560, ndraw=40, logz=-8425.18, remainder_fraction=100.0000%, Lmin=-7693.00, Lmax=-17.09
17:10:42 [ultranest] [DEBUG] iteration=14, ncalls=415, regioncalls=600, ndraw=40, logz=-7699.03, remainder_fraction=100.0000%, Lmin=-6594.37, Lmax=-17.09
17:10:42 [ultranest] [DEBUG] iteration=16, ncalls=418, regioncalls=720, ndraw=40, logz=-6230.59, remainder_fraction=100.0000%, Lmin=-5827.17, Lmax=-17.09
17:10:42 [ultranest] [DEBUG] iteration=18, ncalls=420, regioncalls=800, ndraw=40, logz=-5803.10, remainder_fraction=100.0000%, Lmin=-5639.26, Lmax=-17.09
17:10:43 [ultranest] [DEBUG] iteration=20, ncalls=422, regioncalls=880, ndraw=40, logz=-5422.54, remainder_fraction=100.0000%, Lmin=-5346.95, Lmax=-17.09
17:10:43 [ultranest] [DEBUG] iteration=22, ncalls=424, regioncalls=960, ndraw=40, logz=-5128.46, remainder_fraction=100.0000%, Lmin=-4927.70, Lmax=-17.09
17:10:43 [ultranest] [DEBUG] iteration=24, ncalls=426, regioncalls=1040, ndraw=40, logz=-4415.44, remainder_fraction=100.0000%, Lmin=-4379.36, Lmax=-17.09
17:10:43 [ultranest] [DEBUG] iteration=25, ncalls=427, regioncalls=1080, ndraw=40, logz=-4385.42, remainder_fraction=100.0000%, Lmin=-4221.89, Lmax=-17.09
17:10:43 [ultranest] [DEBUG] iteration=27, ncalls=429, regioncalls=1160, ndraw=40, logz=-3923.56, remainder_fraction=100.0000%, Lmin=-3874.53, Lmax=-17.09
17:10:44 [ultranest] [DEBUG] iteration=29, ncalls=431, regioncalls=1240, ndraw=40, logz=-3443.33, remainder_fraction=100.0000%, Lmin=-3369.48, Lmax=-17.09
17:10:44 [ultranest] [DEBUG] iteration=31, ncalls=433, regioncalls=1320, ndraw=40, logz=-3176.66, remainder_fraction=100.0000%, Lmin=-2931.44, Lmax=-17.09
17:10:44 [ultranest] [DEBUG] iteration=32, ncalls=434, regioncalls=1360, ndraw=40, logz=-2937.51, remainder_fraction=100.0000%, Lmin=-2855.67, Lmax=-17.09
17:10:44 [ultranest] [DEBUG] iteration=34, ncalls=436, regioncalls=1440, ndraw=40, logz=-2844.76, remainder_fraction=100.0000%, Lmin=-2819.56, Lmax=-17.09
17:10:44 [ultranest] [DEBUG] iteration=35, ncalls=437, regioncalls=1480, ndraw=40, logz=-2825.64, remainder_fraction=100.0000%, Lmin=-2697.40, Lmax=-17.09
17:10:45 [ultranest] [DEBUG] iteration=37, ncalls=439, regioncalls=1560, ndraw=40, logz=-2649.17, remainder_fraction=100.0000%, Lmin=-2629.40, Lmax=-17.09
17:10:45 [ultranest] [DEBUG] iteration=38, ncalls=440, regioncalls=1600, ndraw=40, logz=-2635.48, remainder_fraction=100.0000%, Lmin=-2561.58, Lmax=-17.09
17:10:45 [ultranest] [DEBUG] iteration=40, ncalls=442, regioncalls=1680, ndraw=40, logz=-2538.98, remainder_fraction=100.0000%, Lmin=-2516.90, Lmax=-17.09
17:10:45 [ultranest] [DEBUG] iteration=41, ncalls=443, regioncalls=1720, ndraw=40, logz=-2522.99, remainder_fraction=100.0000%, Lmin=-2478.44, Lmax=-17.09
17:10:45 [ultranest] [DEBUG] iteration=42, ncalls=444, regioncalls=1760, ndraw=40, logz=-2484.54, remainder_fraction=100.0000%, Lmin=-2462.30, Lmax=-17.09
17:10:45 [ultranest] [DEBUG] iteration=43, ncalls=445, regioncalls=1800, ndraw=40, logz=-2468.40, remainder_fraction=100.0000%, Lmin=-2374.76, Lmax=-17.09
17:10:45 [ultranest] [DEBUG] iteration=44, ncalls=446, regioncalls=1840, ndraw=40, logz=-2380.86, remainder_fraction=100.0000%, Lmin=-2359.78, Lmax=-17.09
17:10:45 [ultranest] [DEBUG] iteration=45, ncalls=447, regioncalls=1880, ndraw=40, logz=-2365.89, remainder_fraction=100.0000%, Lmin=-2265.79, Lmax=-17.09
17:10:46 [ultranest] [DEBUG] iteration=46, ncalls=448, regioncalls=1920, ndraw=40, logz=-2271.89, remainder_fraction=100.0000%, Lmin=-2155.86, Lmax=-17.09
17:10:46 [ultranest] [DEBUG] iteration=47, ncalls=449, regioncalls=1960, ndraw=40, logz=-2161.97, remainder_fraction=100.0000%, Lmin=-2082.31, Lmax=-17.09
17:10:46 [ultranest] [DEBUG] iteration=48, ncalls=450, regioncalls=2000, ndraw=40, logz=-2088.42, remainder_fraction=100.0000%, Lmin=-2027.90, Lmax=-17.09
17:10:46 [ultranest] [DEBUG] iteration=50, ncalls=452, regioncalls=2080, ndraw=40, logz=-2014.43, remainder_fraction=100.0000%, Lmin=-1944.28, Lmax=-17.09
17:10:46 [ultranest] [DEBUG] iteration=52, ncalls=454, regioncalls=2160, ndraw=40, logz=-1814.88, remainder_fraction=100.0000%, Lmin=-1790.17, Lmax=-17.09
17:10:46 [ultranest] [DEBUG] iteration=53, ncalls=456, regioncalls=2240, ndraw=40, logz=-1796.30, remainder_fraction=100.0000%, Lmin=-1769.19, Lmax=-17.09
17:10:47 [ultranest] [DEBUG] iteration=54, ncalls=458, regioncalls=2320, ndraw=40, logz=-1775.31, remainder_fraction=100.0000%, Lmin=-1650.82, Lmax=-17.09
17:10:47 [ultranest] [DEBUG] iteration=55, ncalls=460, regioncalls=2400, ndraw=40, logz=-1656.95, remainder_fraction=100.0000%, Lmin=-1579.09, Lmax=-17.09
17:10:47 [ultranest] [DEBUG] iteration=56, ncalls=461, regioncalls=2440, ndraw=40, logz=-1585.22, remainder_fraction=100.0000%, Lmin=-1559.40, Lmax=-17.09
17:10:47 [ultranest] [DEBUG] iteration=57, ncalls=462, regioncalls=2480, ndraw=40, logz=-1565.53, remainder_fraction=100.0000%, Lmin=-1478.50, Lmax=-17.09
17:10:47 [ultranest] [DEBUG] iteration=59, ncalls=464, regioncalls=2560, ndraw=40, logz=-1454.93, remainder_fraction=100.0000%, Lmin=-1381.14, Lmax=-17.09
