13:04:02 [ultranest] [DEBUG] ReactiveNestedSampler: dims=8+0, resume=True, log_dir=/home/ljy/BettiCurveCosmo/Emulator/model-fof/mcmc_result/nwLH-Recovery/99/combined, backend=hdf5, vectorized=False, nbootstraps=30, ndraw=128..65536
13:04:04 [ultranest] [INFO] Sampling 1600 live points from prior ...
13:04:35 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.10, Lepsilon=0.0010, min_ess=400
13:04:35 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=1600, cluster_num_live_points=40
13:04:35 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 1600.0), (inf, 1600.0)]
13:04:36 [ultranest] [DEBUG] iteration=0, ncalls=1601, regioncalls=40, ndraw=40, logz=-inf, remainder_fraction=100.0000%, Lmin=-60786.55, Lmax=-200.00
13:04:36 [ultranest] [DEBUG] iteration=5, ncalls=1606, regioncalls=240, ndraw=40, logz=-55127.20, remainder_fraction=100.0000%, Lmin=-50901.04, Lmax=-200.00
13:04:36 [ultranest] [DEBUG] iteration=10, ncalls=1611, regioncalls=440, ndraw=40, logz=-44114.39, remainder_fraction=100.0000%, Lmin=-43664.46, Lmax=-200.00
13:04:36 [ultranest] [DEBUG] iteration=15, ncalls=1616, regioncalls=640, ndraw=40, logz=-42948.33, remainder_fraction=100.0000%, Lmin=-42491.46, Lmax=-200.00
13:04:36 [ultranest] [DEBUG] iteration=20, ncalls=1621, regioncalls=840, ndraw=40, logz=-41511.91, remainder_fraction=100.0000%, Lmin=-40850.01, Lmax=-200.00
13:04:37 [ultranest] [DEBUG] iteration=25, ncalls=1626, regioncalls=1040, ndraw=40, logz=-38874.65, remainder_fraction=100.0000%, Lmin=-38816.48, Lmax=-200.00
13:04:37 [ultranest] [DEBUG] iteration=30, ncalls=1631, regioncalls=1240, ndraw=40, logz=-38058.20, remainder_fraction=100.0000%, Lmin=-37632.13, Lmax=-200.00
13:04:37 [ultranest] [DEBUG] iteration=35, ncalls=1636, regioncalls=1440, ndraw=40, logz=-36729.56, remainder_fraction=100.0000%, Lmin=-35960.10, Lmax=-200.00
13:04:37 [ultranest] [DEBUG] iteration=40, ncalls=1641, regioncalls=1640, ndraw=40, logz=-34801.28, remainder_fraction=100.0000%, Lmin=-34684.39, Lmax=-200.00
13:04:37 [ultranest] [DEBUG] iteration=45, ncalls=1646, regioncalls=1840, ndraw=40, logz=-32095.37, remainder_fraction=100.0000%, Lmin=-31750.76, Lmax=-200.00
13:04:37 [ultranest] [DEBUG] iteration=50, ncalls=1651, regioncalls=2040, ndraw=40, logz=-31404.77, remainder_fraction=100.0000%, Lmin=-31396.58, Lmax=-200.00
13:04:37 [ultranest] [DEBUG] iteration=55, ncalls=1656, regioncalls=2240, ndraw=40, logz=-29729.61, remainder_fraction=100.0000%, Lmin=-29485.30, Lmax=-200.00
13:04:37 [ultranest] [DEBUG] iteration=59, ncalls=1661, regioncalls=2440, ndraw=40, logz=-29073.96, remainder_fraction=100.0000%, Lmin=-28957.53, Lmax=-200.00
13:04:37 [ultranest] [DEBUG] iteration=64, ncalls=1666, regioncalls=2640, ndraw=40, logz=-28377.77, remainder_fraction=100.0000%, Lmin=-28057.45, Lmax=-200.00
