Om Ob h ns s8 Mnu w scale_factor
3.266942327746165109e-01 5.458475782610455740e-02 8.832823346479603543e-01 8.846580609244251159e-01 9.479713627651976671e-01 2.276926897232428026e-01 -7.614319386595425065e-01 1.355267633269719774e+01
3.943218167490440962e-01 6.886559756581167591e-02 8.721654616620622136e-01 8.230702542027165114e-01 9.259142944266276487e-01 9.937859219720723836e-01 -8.185437307302789733e-01 1.360138021673824582e+01
3.173329090734955393e-01 3.170775078595193530e-02 5.711785162802341942e-01 1.189506912121871096e+00 8.978267137822869559e-01 7.574195524170208582e-01 -9.740915065313013876e-01 1.151730684000714611e+01
3.585075880383763458e-01 6.305150193036448969e-02 5.370083915852591483e-01 1.032820212476541988e+00 7.128244038309108355e-01 3.879562663236215125e-01 -9.544130740709204641e-01 1.566879079550596643e+01
3.560076274375996164e-01 3.028850867188274607e-02 6.824636771136285418e-01 8.249519468634141095e-01 8.833965508695365010e-01 4.571758270377953570e-01 -1.254205833870202458e+00 1.672390148034779855e+01
3.907217519537828920e-01 6.383625972654556613e-02 5.188182929873004223e-01 1.060872032168369117e+00 9.653009104222818326e-01 2.831119392005887470e-01 -1.204897754470450444e+00 1.211339813649726693e+01
4.084908211864486383e-01 6.460138215348548707e-02 6.433792703106713251e-01 8.238908554409890561e-01 7.399105564247833167e-01 5.623269170267279904e-01 -9.814372693684216831e-01 1.724170776149700757e+01
4.295008307087427868e-01 4.771770575733485370e-02 5.954894445508891465e-01 9.100516911580076584e-01 9.967882439218249679e-01 1.759385968055201532e-01 -9.477527842129003233e-01 1.330212985483584198e+01
2.735729555248795908e-01 4.898564979928930752e-02 7.624815357310703590e-01 1.182641960242866386e+00 7.987671228769581688e-01 3.311151222845841735e-01 -1.069831337470111610e+00 1.003788386454434978e+01
3.557813210642599699e-01 6.171370068066797665e-02 7.552318715305348373e-01 9.708372423345430491e-01 9.888072533322603830e-01 7.639753303108691718e-01 -8.633409886849572334e-01 1.303748039252791102e+01
3.772800519291586996e-01 6.125913416936087236e-02 8.373604168716659579e-01 8.592242990993818053e-01 9.539828171573470073e-01 5.763056416020163608e-01 -1.127798554059678438e+00 1.268252352972244523e+01
2.669410670889482695e-01 3.782480374224136965e-02 6.246904922250297032e-01 1.100991459317341992e+00 6.937052497500781900e-01 7.971225682013586278e-01 -9.679749855329208286e-01 1.609863635110873048e+01
4.454928477999778869e-01 4.972348650757393157e-02 5.509957060270086471e-01 9.067443402476867975e-01 7.884582516543406916e-01 8.717737964458835975e-01 -7.995963776538277390e-01 1.552561087863532308e+01
3.382555133910279954e-01 3.388862317869370533e-02 6.723798798723530368e-01 8.648029898540975369e-01 7.087732761556009287e-01 9.934838316464588148e-01 -1.002400048576410629e+00 1.895827438048859293e+01
2.714521898998668581e-01 5.414548492296217264e-02 8.733112042576613998e-01 9.171124960906277268e-01 7.354631755226531675e-01 7.199915188784770104e-01 -1.250130962414668589e+00 1.709218893815592111e+01
3.202254933047933294e-01 4.124304722374282778e-02 8.209558162060095476e-01 9.202457825638371558e-01 9.243014557875033343e-01 9.524319697349545866e-01 -1.210586570442792276e+00 1.389858722208554909e+01
2.824393070917029513e-01 5.584544053667100938e-02 8.067438076840773853e-01 1.071923080959235275e+00 6.976682007915944173e-01 5.855527097241961521e-01 -1.211607016219603761e+00 1.266275361761776175e+01
3.702441702187496686e-01 5.373272872850205772e-02 5.581150451844729687e-01 1.128352078185554053e+00 9.838910859519102159e-01 8.560918627271610903e-01 -1.294061073526217021e+00 1.270285424976311006e+01
2.566072346699084239e-01 5.124658739548569597e-02 7.482068006836954943e-01 1.084017366862999765e+00 6.860018805668807174e-01 8.053453874433800230e-01 -1.194220736493944779e+00 1.497072244283356923e+01
2.850220811604331494e-01 4.758931914595394136e-02 7.413525357549346495e-01 1.028523731163802690e+00 7.789641139797158775e-01 1.474385274533280832e-01 -7.237482625975185657e-01 1.342409564930905042e+01
3.200611682263742042e-01 3.597579363376204875e-02 6.708285895640728747e-01 1.089811687212317137e+00 8.072792753275579436e-01 3.084453473335209139e-01 -9.204712764095219768e-01 1.002090593035913990e+01
2.831287504420040291e-01 3.632320664298633456e-02 5.275792608782552406e-01 1.160945228509188798e+00 8.477360070927193458e-01 1.746119061565276631e-01 -1.090689717095348232e+00 1.331383067461201541e+01
3.621124117897510652e-01 3.120487791069534098e-02 6.662651768603835567e-01 1.003169375098412530e+00 7.105017669716864326e-01 5.905701344426789179e-02 -1.100052777174454599e+00 8.045739261259843289e+00
4.086963161173975401e-01 6.822569296520902826e-02 7.101116512206661069e-01 8.624843399368614660e-01 8.223666506169255985e-01 7.587257882864637537e-01 -9.165819874741261142e-01 1.508487918611588441e+01
3.409123202635017114e-01 6.466678651896434760e-02 6.533296997303721376e-01 9.838686034883091791e-01 7.400878035891192974e-01 2.943244150818556948e-01 -1.062155821064782124e+00 1.543249219982817344e+01
3.322355945918347153e-01 4.186671388202685418e-02 6.477527861568092016e-01 9.547088137501340555e-01 7.620973444176386558e-01 4.918669491212321887e-01 -9.419092365128740596e-01 1.469323595124284410e+01
3.047120536157231774e-01 4.490441494286685764e-02 8.284290360797703645e-01 1.096664597276788999e+00 7.875352679844518367e-01 8.856051034240746134e-01 -7.856892121928304995e-01 9.218005068356948328e+00
3.335078474118946534e-01 3.954140793566932044e-02 8.886173229478711022e-01 8.265767683187849046e-01 8.683091441335493155e-01 9.393218555350426602e-01 -7.892089225834276744e-01 1.453646962724755909e+01
2.394933661539656866e-01 3.073437706127257751e-02 7.855642623717100648e-01 1.101046296787335788e+00 7.495907457493248272e-01 6.808133784526514409e-01 -1.014471389723921035e+00 1.264433377639496747e+01
2.784497626419810690e-01 3.898769886485661113e-02 5.562468958969496446e-01 1.145025852037025560e+00 7.126024953377536608e-01 5.276899048476229037e-01 -1.146414513184661699e+00 1.433032370938890132e+01
3.410681588602360592e-01 5.408313993842756018e-02 6.513726374520645290e-01 1.029393000054639407e+00 9.770677896994265366e-01 7.117744966951555785e-03 -7.141352108229297446e-01 1.278338955912024488e+01
3.424738292700444386e-01 4.254324196250362095e-02 5.234392883399534568e-01 1.157669757390674459e+00 9.623071480246148113e-01 3.189273886244146095e-01 -9.280104636632106052e-01 1.186678583787756658e+01
3.779260021727803842e-01 6.670432366013531733e-02 6.501131916914298925e-01 8.540562971974891004e-01 7.519362172849159975e-01 4.820713208252012105e-01 -1.272873930684745192e+00 1.897301506718632780e+01
2.473500871461019046e-01 3.880415145129000043e-02 7.432141513443374370e-01 1.006803867760713622e+00 7.389323629286661532e-01 5.257372377395496121e-01 -1.111655903290613034e+00 1.640673644450793134e+01
3.985943466101329324e-01 5.018713353666987009e-02 6.736233788086611884e-01 8.759747909180178871e-01 9.965975289842017304e-01 4.078719848894203359e-01 -1.116604663055869695e+00 1.330810045360366622e+01
3.142119357999559881e-01 5.958822581913086891e-02 7.344446960780014466e-01 9.969187313306941967e-01 7.748661051608021211e-01 3.087658253344180981e-01 -1.077709258519334190e+00 1.365723038755449714e+01
4.972456125846538288e-01 6.825747220097974632e-02 6.127510286674509032e-01 8.036888652871024830e-01 9.709063674082700768e-01 2.300300718589255444e-01 -1.098407586669959635e+00 1.251740455895237147e+01
3.143649682761276987e-01 4.596694574806992062e-02 8.418249328312767954e-01 8.858718042097590839e-01 9.429465006738974031e-01 1.259858746956906139e-01 -7.666394279872752460e-01 1.433916170321762351e+01
2.934303171158185730e-01 4.964433463225606524e-02 7.191026397067361575e-01 1.196344832908722733e+00 8.337239937692388914e-01 1.572150969135750476e-01 -9.544412609164301120e-01 9.519775495959134304e+00
2.975628441760536647e-01 4.537469427259145649e-02 7.460804113917941516e-01 1.013172796394605557e+00 8.744995805324419225e-01 4.617799205781950578e-01 -1.267774116052278632e+00 1.338025410378131852e+01
3.744891281269483452e-01 3.168756425862351289e-02 5.385236055291536816e-01 1.025978954680380806e+00 9.370407963394835615e-01 4.075548147695546297e-01 -8.592377731608087377e-01 1.326142270340706375e+01
2.963223091163356138e-01 5.086432944170976578e-02 7.644720440355434743e-01 1.064827182929217964e+00 9.478395665413223981e-01 4.892873095522056737e-01 -9.914319647866428609e-01 1.292211118703773209e+01
