logz logzerr logvol nlive logl logwt insert_order
-inf nan 0.000000000000000000e+00 4.000000000000000000e+02 -3.942077662719927503e+03 -3.948070377006618855e+03 1.570000000000000062e+00
-3.948070377006618855e+03 nan -2.500000000000000052e-03 4.000000000000000000e+02 -3.779943731339275018e+03 -3.785938945625966426e+03 1.270000000000000018e+00
-3.785938945625966426e+03 7.621101666305324329e+01 -5.000000000000000104e-03 4.000000000000000000e+02 -3.182050568781140100e+03 -3.188048283067831562e+03 1.334999999999999964e+00
-3.188048283067831562e+03 3.134454004182492213e+02 -7.499999999999999722e-03 4.000000000000000000e+02 -3.042721783454370325e+03 -3.048721997741061841e+03 9.649999999999999689e-01
-3.048721997741061841e+03 2.048936124025948118e+02 -1.000000000000000021e-02 4.000000000000000000e+02 -2.672248546953851474e+03 -2.678251261240543045e+03 3.800000000000000044e-01
-2.678251261240543045e+03 1.377889212416107227e+02 -1.250000000000000069e-02 4.000000000000000000e+02 -2.333644830101330626e+03 -2.339650044388021797e+03 7.049999999999999600e-01
-2.339650044388021797e+03 2.416816458184256362e+02 -1.500000000000000118e-02 4.000000000000000000e+02 -1.991454705370401825e+03 -1.997462419657093278e+03 1.250000000000000000e-01
-1.997462419657093278e+03 2.890514894190407063e+02 -1.750000000000000167e-02 4.000000000000000000e+02 -1.660194083483682562e+03 -1.666204297770373842e+03 1.844999999999999973e+00
-1.666204297770373842e+03 3.892091683272955152e+02 -2.000000000000000042e-02 4.000000000000000000e+02 -1.438850602207015072e+03 -1.444863316493706407e+03 1.215000000000000080e+00
-1.444863316493706407e+03 3.373742939915263719e+02 -2.249999999999999917e-02 4.000000000000000000e+02 -1.354869817309077234e+03 -1.360885031595768623e+03 1.629999999999999893e+00
-1.360885031595768623e+03 8.257379344408830946e+01 -2.499999999999999792e-02 4.000000000000000000e+02 -1.334627633040408682e+03 -1.340645347327100126e+03 2.849999999999999756e-01
-1.340645347325478269e+03 8.981214110828008756e+01 -2.749999999999999667e-02 4.000000000000000000e+02 -1.314401857548704356e+03 -1.320422071835395627e+03 6.949999999999999512e-01
-1.320422071833746941e+03 1.335472113217373469e+01 -2.999999999999999542e-02 4.000000000000000000e+02 -1.311576658858393102e+03 -1.317599373145084428e+03 9.499999999999999556e-01
-1.317541627674227357e+03 1.423526610149533411e+01 -3.249999999999999417e-02 4.000000000000000000e+02 -1.269485961070427493e+03 -1.275511175357118873e+03 7.550000000000000044e-01
-1.275511175357118873e+03 2.998057403263267062e+01 -3.499999999999999639e-02 4.000000000000000000e+02 -1.112811383094581515e+03 -1.118839097381272950e+03 1.175000000000000044e+00
-1.118839097381272950e+03 8.870698228109151273e+01 -3.749999999999999861e-02 4.000000000000000000e+02 -1.077751753352274136e+03 -1.083781967638965398e+03 7.750000000000000222e-01
-1.083781967638965398e+03 1.760571933185019944e+01 -4.000000000000000083e-02 4.000000000000000000e+02 -1.048321381492868341e+03 -1.054354095779559657e+03 9.749999999999999778e-01
-1.054354095779559430e+03 2.401904907305325665e+01 -4.250000000000000305e-02 4.000000000000000000e+02 -9.505048588643194307e+02 -9.565400731510108017e+02 1.284999999999999920e+00
-9.565400731510108017e+02 6.480022534202637985e+01 -4.500000000000000527e-02 4.000000000000000000e+02 -9.136585895041050662e+02 -9.196963037907963781e+02 4.699999999999999734e-01
-9.196963037907963781e+02 7.990802365448806199e+01 -4.750000000000000749e-02 4.000000000000000000e+02 -8.567762295226883680e+02 -8.628164438093797344e+02 1.340000000000000080e+00
-8.628164438093797344e+02 7.543370270749662154e+01 -5.000000000000000971e-02 4.000000000000000000e+02 -8.246253879800152617e+02 -8.306681022667065690e+02 8.199999999999999512e-01
-8.306681022667065690e+02 6.855144565402811452e+01 -5.250000000000001193e-02 4.000000000000000000e+02 -7.863997656008001513e+02 -7.924449798874915132e+02 1.145000000000000018e+00
-7.924449798874915132e+02 2.343040508674834044e+01 -5.500000000000001416e-02 4.000000000000000000e+02 -7.679656755232016394e+02 -7.740133898098929421e+02 7.099999999999999645e-01
-7.740133898000013914e+02 1.616680116176435789e+01 -5.750000000000001638e-02 4.000000000000000000e+02 -7.422828351290590945e+02 -7.483330494157504518e+02 1.270000000000000018e+00
-7.483330494157434032e+02 1.462043271187056526e+01 -6.000000000000001860e-02 4.000000000000000000e+02 -7.390507916520341496e+02 -7.451035059387255615e+02 5.649999999999999467e-01
-7.450646934225094355e+02 1.312030682105524271e+01 -6.250000000000001388e-02 4.000000000000000000e+02 -6.880227570267729789e+02 -6.940779713134643316e+02 1.350000000000000089e+00
-6.940779713134643316e+02 2.630649701695543285e+01 -6.500000000000001610e-02 4.000000000000000000e+02 -6.749457345888051805e+02 -6.810034488754965878e+02 1.455000000000000071e+00
-6.810034467774912628e+02 5.460212064482169225e+00 -6.750000000000001832e-02 4.000000000000000000e+02 -6.378303166875947454e+02 -6.438905309742860936e+02 2.849999999999999756e-01
-6.438905309742860936e+02 2.107991435635932476e+01 -7.000000000000002054e-02 4.000000000000000000e+02 -6.206648223750493116e+02 -6.267275366617407144e+02 5.200000000000000178e-01
-6.267275366265679395e+02 2.131876263892438672e+01 -7.250000000000002276e-02 4.000000000000000000e+02 -6.158196199700815896e+02 -6.218848342567729333e+02 6.350000000000000089e-01
-6.218769794714152113e+02 2.045679309011381619e+01 -7.500000000000002498e-02 4.000000000000000000e+02 -6.042153752957976849e+02 -6.102830895824890831e+02 1.195000000000000062e+00
-6.102830803602665810e+02 2.283533835397173917e+01 -7.750000000000002720e-02 4.000000000000000000e+02 -5.843367505484103503e+02 -5.904069648351016895e+02 1.215000000000000080e+00
-5.904069648327687219e+02 6.746120785235614647e+00 -8.000000000000002942e-02 4.000000000000000000e+02 -5.770543892785217395e+02 -5.831271035652131332e+02 1.989999999999999991e+00
-5.831264145214755672e+02 1.935570609394665853e+00 -8.250000000000003164e-02 4.000000000000000000e+02 -5.753570169067326106e+02 -5.814322311934239451e+02 1.669999999999999929e+00
-5.812635444778654801e+02 9.050647083089506939e-01 -8.500000000000003386e-02 4.000000000000000000e+02 -5.695851221583180859e+02 -5.756628364450094750e+02 5.000000000000000278e-02
