22:30:43 [ultranest] [DEBUG] ReactiveNestedSampler: dims=8+0, resume=True, log_dir=/home/ljy/BettiCurveCosmo/Emulator/model-fof-rsdz/mcmc_result/nwLH-Recovery/18/combined, backend=hdf5, vectorized=False, nbootstraps=30, ndraw=128..65536
22:30:43 [ultranest] [INFO] Sampling 1600 live points from prior ...
22:32:10 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.10, Lepsilon=0.0010, min_ess=400
22:32:10 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=1600, cluster_num_live_points=40
22:32:10 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 1600.0), (inf, 1600.0)]
22:32:12 [ultranest] [DEBUG] iteration=0, ncalls=1601, regioncalls=40, ndraw=40, logz=-inf, remainder_fraction=100.0000%, Lmin=-65790.55, Lmax=-40.27
22:32:12 [ultranest] [DEBUG] iteration=2, ncalls=1603, regioncalls=120, ndraw=40, logz=-62660.33, remainder_fraction=100.0000%, Lmin=-53681.09, Lmax=-40.27
22:32:12 [ultranest] [DEBUG] iteration=4, ncalls=1605, regioncalls=200, ndraw=40, logz=-49216.63, remainder_fraction=100.0000%, Lmin=-40891.65, Lmax=-40.27
22:32:12 [ultranest] [DEBUG] iteration=5, ncalls=1606, regioncalls=240, ndraw=40, logz=-40899.03, remainder_fraction=100.0000%, Lmin=-39381.99, Lmax=-40.27
22:32:12 [ultranest] [DEBUG] iteration=6, ncalls=1607, regioncalls=280, ndraw=40, logz=-39389.37, remainder_fraction=100.0000%, Lmin=-38617.35, Lmax=-40.27
22:32:13 [ultranest] [DEBUG] iteration=8, ncalls=1609, regioncalls=360, ndraw=40, logz=-37239.92, remainder_fraction=100.0000%, Lmin=-37024.56, Lmax=-40.27
22:32:13 [ultranest] [DEBUG] iteration=10, ncalls=1611, regioncalls=440, ndraw=40, logz=-36466.06, remainder_fraction=100.0000%, Lmin=-36249.87, Lmax=-40.27
22:32:13 [ultranest] [DEBUG] iteration=12, ncalls=1613, regioncalls=520, ndraw=40, logz=-33798.89, remainder_fraction=100.0000%, Lmin=-32030.35, Lmax=-40.27
22:32:13 [ultranest] [DEBUG] iteration=15, ncalls=1616, regioncalls=640, ndraw=40, logz=-31736.98, remainder_fraction=100.0000%, Lmin=-31386.73, Lmax=-40.27
22:32:13 [ultranest] [DEBUG] iteration=17, ncalls=1618, regioncalls=720, ndraw=40, logz=-30773.44, remainder_fraction=100.0000%, Lmin=-29997.33, Lmax=-40.27
22:32:13 [ultranest] [DEBUG] iteration=19, ncalls=1620, regioncalls=800, ndraw=40, logz=-29142.08, remainder_fraction=100.0000%, Lmin=-29090.92, Lmax=-40.27
22:32:13 [ultranest] [DEBUG] iteration=22, ncalls=1623, regioncalls=920, ndraw=40, logz=-27945.24, remainder_fraction=100.0000%, Lmin=-27232.23, Lmax=-40.27
22:32:14 [ultranest] [DEBUG] iteration=25, ncalls=1626, regioncalls=1040, ndraw=40, logz=-26606.30, remainder_fraction=100.0000%, Lmin=-26347.10, Lmax=-40.27
22:32:14 [ultranest] [DEBUG] iteration=28, ncalls=1629, regioncalls=1160, ndraw=40, logz=-25806.26, remainder_fraction=100.0000%, Lmin=-24744.58, Lmax=-40.27
22:32:14 [ultranest] [DEBUG] iteration=31, ncalls=1632, regioncalls=1280, ndraw=40, logz=-22772.73, remainder_fraction=100.0000%, Lmin=-22483.11, Lmax=-40.27
22:32:14 [ultranest] [DEBUG] iteration=34, ncalls=1635, regioncalls=1400, ndraw=40, logz=-21785.32, remainder_fraction=100.0000%, Lmin=-21623.02, Lmax=-40.27
22:32:14 [ultranest] [DEBUG] iteration=37, ncalls=1638, regioncalls=1520, ndraw=40, logz=-21003.55, remainder_fraction=100.0000%, Lmin=-20209.55, Lmax=-40.27
22:32:14 [ultranest] [DEBUG] iteration=39, ncalls=1640, regioncalls=1600, ndraw=40, logz=-19703.01, remainder_fraction=100.0000%, Lmin=-19568.03, Lmax=-40.27
22:32:14 [ultranest] [DEBUG] iteration=42, ncalls=1643, regioncalls=1720, ndraw=40, logz=-17051.48, remainder_fraction=100.0000%, Lmin=-16550.89, Lmax=-40.27
22:32:14 [ultranest] [DEBUG] iteration=45, ncalls=1646, regioncalls=1840, ndraw=40, logz=-16203.98, remainder_fraction=100.0000%, Lmin=-15534.11, Lmax=-40.27
22:32:15 [ultranest] [DEBUG] iteration=47, ncalls=1648, regioncalls=1920, ndraw=40, logz=-15234.39, remainder_fraction=100.0000%, Lmin=-14937.96, Lmax=-40.27
22:32:15 [ultranest] [DEBUG] iteration=49, ncalls=1651, regioncalls=2040, ndraw=40, logz=-14577.03, remainder_fraction=100.0000%, Lmin=-13528.13, Lmax=-40.27
22:32:15 [ultranest] [DEBUG] iteration=52, ncalls=1654, regioncalls=2160, ndraw=40, logz=-13327.76, remainder_fraction=100.0000%, Lmin=-12713.23, Lmax=-40.27
22:32:15 [ultranest] [DEBUG] iteration=55, ncalls=1657, regioncalls=2280, ndraw=40, logz=-12278.80, remainder_fraction=100.0000%, Lmin=-11789.02, Lmax=-40.27
22:32:15 [ultranest] [DEBUG] iteration=57, ncalls=1659, regioncalls=2360, ndraw=40, logz=-11790.97, remainder_fraction=100.0000%, Lmin=-10975.17, Lmax=-40.27
22:32:15 [ultranest] [DEBUG] iteration=59, ncalls=1661, regioncalls=2440, ndraw=40, logz=-10741.52, remainder_fraction=100.0000%, Lmin=-10409.10, Lmax=-40.27
22:32:15 [ultranest] [DEBUG] iteration=63, ncalls=1665, regioncalls=2600, ndraw=40, logz=-10201.74, remainder_fraction=100.0000%, Lmin=-9988.42, Lmax=-40.27
22:32:15 [ultranest] [DEBUG] iteration=67, ncalls=1669, regioncalls=2760, ndraw=40, logz=-9482.25, remainder_fraction=100.0000%, Lmin=-9392.23, Lmax=-40.27
22:32:16 [ultranest] [DEBUG] iteration=71, ncalls=1673, regioncalls=2920, ndraw=40, logz=-9227.53, remainder_fraction=100.0000%, Lmin=-9151.49, Lmax=-40.27
22:32:16 [ultranest] [DEBUG] iteration=73, ncalls=1675, regioncalls=3000, ndraw=40, logz=-8866.83, remainder_fraction=100.0000%, Lmin=-8759.55, Lmax=-40.27
22:32:16 [ultranest] [DEBUG] iteration=75, ncalls=1678, regioncalls=3120, ndraw=40, logz=-7786.32, remainder_fraction=100.0000%, Lmin=-7752.31, Lmax=-40.27
22:32:16 [ultranest] [DEBUG] iteration=77, ncalls=1680, regioncalls=3200, ndraw=40, logz=-7586.36, remainder_fraction=100.0000%, Lmin=-7528.95, Lmax=-40.27
22:32:16 [ultranest] [DEBUG] iteration=79, ncalls=1682, regioncalls=3280, ndraw=40, logz=-7405.39, remainder_fraction=100.0000%, Lmin=-7282.18, Lmax=-40.27
22:32:16 [ultranest] [DEBUG] iteration=80, ncalls=1683, regioncalls=3320, ndraw=40, logz=-7289.60, remainder_fraction=100.0000%, Lmin=-7261.88, Lmax=-40.27
