13:04:02 [ultranest] [DEBUG] ReactiveNestedSampler: dims=8+0, resume=True, log_dir=/home/ljy/BettiCurveCosmo/Emulator/model-fof/mcmc_result/nwLH-Recovery/93/combined, backend=hdf5, vectorized=False, nbootstraps=30, ndraw=128..65536
13:04:04 [ultranest] [INFO] Sampling 1600 live points from prior ...
13:04:32 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.10, Lepsilon=0.0010, min_ess=400
13:04:32 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=1600, cluster_num_live_points=40
13:04:32 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 1600.0), (inf, 1600.0)]
13:04:32 [ultranest] [DEBUG] iteration=0, ncalls=1601, regioncalls=40, ndraw=40, logz=-inf, remainder_fraction=100.0000%, Lmin=-42016.73, Lmax=-67.42
13:04:32 [ultranest] [DEBUG] iteration=6, ncalls=1607, regioncalls=280, ndraw=40, logz=-34076.41, remainder_fraction=100.0000%, Lmin=-30513.09, Lmax=-67.42
13:04:32 [ultranest] [DEBUG] iteration=12, ncalls=1613, regioncalls=520, ndraw=40, logz=-26104.48, remainder_fraction=100.0000%, Lmin=-25620.25, Lmax=-67.42
13:04:32 [ultranest] [DEBUG] iteration=18, ncalls=1619, regioncalls=760, ndraw=40, logz=-24101.91, remainder_fraction=100.0000%, Lmin=-23641.57, Lmax=-67.42
13:04:32 [ultranest] [DEBUG] iteration=24, ncalls=1625, regioncalls=1000, ndraw=40, logz=-22757.72, remainder_fraction=100.0000%, Lmin=-22566.53, Lmax=-67.42
13:04:33 [ultranest] [DEBUG] iteration=30, ncalls=1631, regioncalls=1240, ndraw=40, logz=-21930.67, remainder_fraction=100.0000%, Lmin=-21714.47, Lmax=-67.42
13:04:33 [ultranest] [DEBUG] iteration=36, ncalls=1637, regioncalls=1480, ndraw=40, logz=-21094.13, remainder_fraction=100.0000%, Lmin=-20786.26, Lmax=-67.42
13:04:33 [ultranest] [DEBUG] iteration=42, ncalls=1643, regioncalls=1720, ndraw=40, logz=-19769.26, remainder_fraction=100.0000%, Lmin=-19614.87, Lmax=-67.42
13:04:33 [ultranest] [DEBUG] iteration=48, ncalls=1649, regioncalls=1960, ndraw=40, logz=-17971.30, remainder_fraction=100.0000%, Lmin=-17900.62, Lmax=-67.42
13:04:33 [ultranest] [DEBUG] iteration=54, ncalls=1655, regioncalls=2200, ndraw=40, logz=-16928.95, remainder_fraction=100.0000%, Lmin=-16914.86, Lmax=-66.13
13:04:33 [ultranest] [DEBUG] iteration=59, ncalls=1661, regioncalls=2440, ndraw=40, logz=-15857.22, remainder_fraction=100.0000%, Lmin=-15769.34, Lmax=-66.13
13:04:33 [ultranest] [DEBUG] iteration=65, ncalls=1667, regioncalls=2680, ndraw=40, logz=-15530.62, remainder_fraction=100.0000%, Lmin=-15423.61, Lmax=-66.13
13:04:33 [ultranest] [DEBUG] iteration=70, ncalls=1673, regioncalls=2920, ndraw=40, logz=-15322.16, remainder_fraction=100.0000%, Lmin=-14957.47, Lmax=-66.13
13:04:33 [ultranest] [DEBUG] iteration=76, ncalls=1679, regioncalls=3160, ndraw=40, logz=-14610.53, remainder_fraction=100.0000%, Lmin=-14390.04, Lmax=-66.13
13:04:34 [ultranest] [DEBUG] iteration=82, ncalls=1685, regioncalls=3400, ndraw=40, logz=-13931.35, remainder_fraction=100.0000%, Lmin=-13650.02, Lmax=-66.13
13:04:34 [ultranest] [DEBUG] iteration=88, ncalls=1691, regioncalls=3640, ndraw=40, logz=-13331.87, remainder_fraction=100.0000%, Lmin=-13315.01, Lmax=-66.13
13:04:34 [ultranest] [DEBUG] iteration=94, ncalls=1697, regioncalls=3880, ndraw=40, logz=-12731.83, remainder_fraction=100.0000%, Lmin=-12521.01, Lmax=-66.13
13:04:34 [ultranest] [DEBUG] iteration=100, ncalls=1703, regioncalls=4120, ndraw=40, logz=-12168.85, remainder_fraction=100.0000%, Lmin=-12098.85, Lmax=-66.13
13:04:34 [ultranest] [DEBUG] iteration=106, ncalls=1709, regioncalls=4360, ndraw=40, logz=-11527.85, remainder_fraction=100.0000%, Lmin=-11490.02, Lmax=-66.13
13:04:34 [ultranest] [DEBUG] iteration=112, ncalls=1716, regioncalls=4640, ndraw=40, logz=-11156.92, remainder_fraction=100.0000%, Lmin=-11088.24, Lmax=-66.13
13:04:34 [ultranest] [DEBUG] iteration=118, ncalls=1722, regioncalls=4880, ndraw=40, logz=-10640.94, remainder_fraction=100.0000%, Lmin=-10463.20, Lmax=-66.13
13:04:34 [ultranest] [DEBUG] iteration=124, ncalls=1729, regioncalls=5160, ndraw=40, logz=-10195.18, remainder_fraction=100.0000%, Lmin=-10141.29, Lmax=-66.13
13:04:34 [ultranest] [DEBUG] iteration=129, ncalls=1736, regioncalls=5440, ndraw=40, logz=-9831.77, remainder_fraction=100.0000%, Lmin=-9659.14, Lmax=-66.13
13:04:34 [ultranest] [DEBUG] iteration=135, ncalls=1742, regioncalls=5680, ndraw=40, logz=-9106.16, remainder_fraction=100.0000%, Lmin=-8993.38, Lmax=-66.13
13:04:35 [ultranest] [DEBUG] iteration=141, ncalls=1748, regioncalls=5920, ndraw=40, logz=-8697.78, remainder_fraction=100.0000%, Lmin=-8689.34, Lmax=-66.13
13:04:35 [ultranest] [DEBUG] iteration=147, ncalls=1754, regioncalls=6160, ndraw=40, logz=-8405.59, remainder_fraction=100.0000%, Lmin=-8382.20, Lmax=-66.13
13:04:35 [ultranest] [DEBUG] iteration=153, ncalls=1760, regioncalls=6400, ndraw=40, logz=-8120.39, remainder_fraction=100.0000%, Lmin=-8040.57, Lmax=-66.13
