22:30:43 [ultranest] [DEBUG] ReactiveNestedSampler: dims=8+0, resume=True, log_dir=/home/ljy/BettiCurveCosmo/Emulator/model-fof-rsdz/mcmc_result/nwLH-Recovery/21/combined, backend=hdf5, vectorized=False, nbootstraps=30, ndraw=128..65536
22:30:43 [ultranest] [INFO] Sampling 1600 live points from prior ...
22:32:19 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.10, Lepsilon=0.0010, min_ess=400
22:32:19 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=1600, cluster_num_live_points=40
22:32:19 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 1600.0), (inf, 1600.0)]
22:32:21 [ultranest] [DEBUG] iteration=0, ncalls=1601, regioncalls=40, ndraw=40, logz=-inf, remainder_fraction=100.0000%, Lmin=-33232.05, Lmax=-824.69
22:32:21 [ultranest] [DEBUG] iteration=2, ncalls=1603, regioncalls=120, ndraw=40, logz=-32532.67, remainder_fraction=100.0000%, Lmin=-31073.66, Lmax=-824.69
22:32:21 [ultranest] [DEBUG] iteration=3, ncalls=1604, regioncalls=160, ndraw=40, logz=-31081.04, remainder_fraction=100.0000%, Lmin=-28312.73, Lmax=-824.69
22:32:22 [ultranest] [DEBUG] iteration=6, ncalls=1607, regioncalls=280, ndraw=40, logz=-27532.75, remainder_fraction=100.0000%, Lmin=-26921.60, Lmax=-824.69
22:32:22 [ultranest] [DEBUG] iteration=9, ncalls=1610, regioncalls=400, ndraw=40, logz=-26095.47, remainder_fraction=100.0000%, Lmin=-25951.21, Lmax=-824.69
22:32:22 [ultranest] [DEBUG] iteration=10, ncalls=1611, regioncalls=440, ndraw=40, logz=-25958.60, remainder_fraction=100.0000%, Lmin=-25949.60, Lmax=-824.69
22:32:22 [ultranest] [DEBUG] iteration=11, ncalls=1612, regioncalls=480, ndraw=40, logz=-25956.81, remainder_fraction=100.0000%, Lmin=-25777.13, Lmax=-824.69
22:32:22 [ultranest] [DEBUG] iteration=12, ncalls=1613, regioncalls=520, ndraw=40, logz=-25784.52, remainder_fraction=100.0000%, Lmin=-25415.58, Lmax=-824.69
22:32:22 [ultranest] [DEBUG] iteration=14, ncalls=1615, regioncalls=600, ndraw=40, logz=-25072.82, remainder_fraction=100.0000%, Lmin=-24812.23, Lmax=-824.69
22:32:23 [ultranest] [DEBUG] iteration=16, ncalls=1617, regioncalls=680, ndraw=40, logz=-24549.91, remainder_fraction=100.0000%, Lmin=-23531.45, Lmax=-824.69
22:32:23 [ultranest] [DEBUG] iteration=18, ncalls=1619, regioncalls=760, ndraw=40, logz=-23225.73, remainder_fraction=100.0000%, Lmin=-22328.91, Lmax=-824.69
22:32:23 [ultranest] [DEBUG] iteration=20, ncalls=1621, regioncalls=840, ndraw=40, logz=-22230.25, remainder_fraction=100.0000%, Lmin=-22167.73, Lmax=-824.69
22:32:23 [ultranest] [DEBUG] iteration=21, ncalls=1622, regioncalls=880, ndraw=40, logz=-22175.12, remainder_fraction=100.0000%, Lmin=-22122.75, Lmax=-824.69
22:32:23 [ultranest] [DEBUG] iteration=22, ncalls=1623, regioncalls=920, ndraw=40, logz=-22130.15, remainder_fraction=100.0000%, Lmin=-22048.89, Lmax=-824.69
22:32:24 [ultranest] [DEBUG] iteration=23, ncalls=1624, regioncalls=960, ndraw=40, logz=-22056.29, remainder_fraction=100.0000%, Lmin=-22007.08, Lmax=-824.69
22:32:24 [ultranest] [DEBUG] iteration=24, ncalls=1625, regioncalls=1000, ndraw=40, logz=-22014.47, remainder_fraction=100.0000%, Lmin=-21853.25, Lmax=-824.69
22:32:24 [ultranest] [DEBUG] iteration=26, ncalls=1627, regioncalls=1080, ndraw=40, logz=-21627.18, remainder_fraction=100.0000%, Lmin=-21585.35, Lmax=-824.69
22:32:24 [ultranest] [DEBUG] iteration=27, ncalls=1628, regioncalls=1120, ndraw=40, logz=-21592.74, remainder_fraction=100.0000%, Lmin=-21155.90, Lmax=-824.69
22:32:24 [ultranest] [DEBUG] iteration=28, ncalls=1629, regioncalls=1160, ndraw=40, logz=-21163.30, remainder_fraction=100.0000%, Lmin=-21145.56, Lmax=-824.69
22:32:25 [ultranest] [DEBUG] iteration=29, ncalls=1630, regioncalls=1200, ndraw=40, logz=-21152.96, remainder_fraction=100.0000%, Lmin=-21102.66, Lmax=-824.69
22:32:25 [ultranest] [DEBUG] iteration=30, ncalls=1631, regioncalls=1240, ndraw=40, logz=-21110.06, remainder_fraction=100.0000%, Lmin=-21100.55, Lmax=-824.69
22:32:25 [ultranest] [DEBUG] iteration=31, ncalls=1632, regioncalls=1280, ndraw=40, logz=-21107.83, remainder_fraction=100.0000%, Lmin=-20959.17, Lmax=-824.69
22:32:25 [ultranest] [DEBUG] iteration=33, ncalls=1635, regioncalls=1400, ndraw=40, logz=-20904.40, remainder_fraction=100.0000%, Lmin=-20804.27, Lmax=-824.69
22:32:25 [ultranest] [DEBUG] iteration=35, ncalls=1637, regioncalls=1480, ndraw=40, logz=-20480.71, remainder_fraction=100.0000%, Lmin=-20414.14, Lmax=-824.69
22:32:25 [ultranest] [DEBUG] iteration=37, ncalls=1639, regioncalls=1560, ndraw=40, logz=-20420.52, remainder_fraction=100.0000%, Lmin=-20361.23, Lmax=-824.69
22:32:25 [ultranest] [DEBUG] iteration=39, ncalls=1641, regioncalls=1640, ndraw=40, logz=-20283.86, remainder_fraction=100.0000%, Lmin=-20190.93, Lmax=-824.69
22:32:26 [ultranest] [DEBUG] iteration=42, ncalls=1644, regioncalls=1760, ndraw=40, logz=-20013.45, remainder_fraction=100.0000%, Lmin=-19969.36, Lmax=-824.69
22:32:26 [ultranest] [DEBUG] iteration=45, ncalls=1647, regioncalls=1880, ndraw=40, logz=-19885.92, remainder_fraction=100.0000%, Lmin=-19661.05, Lmax=-824.69
22:32:26 [ultranest] [DEBUG] iteration=47, ncalls=1649, regioncalls=1960, ndraw=40, logz=-19639.91, remainder_fraction=100.0000%, Lmin=-19459.59, Lmax=-824.69
22:32:26 [ultranest] [DEBUG] iteration=49, ncalls=1651, regioncalls=2040, ndraw=40, logz=-19465.71, remainder_fraction=100.0000%, Lmin=-19402.02, Lmax=-824.69
22:32:26 [ultranest] [DEBUG] iteration=51, ncalls=1653, regioncalls=2120, ndraw=40, logz=-19287.69, remainder_fraction=100.0000%, Lmin=-18947.50, Lmax=-824.69
22:32:26 [ultranest] [DEBUG] iteration=53, ncalls=1655, regioncalls=2200, ndraw=40, logz=-18898.33, remainder_fraction=100.0000%, Lmin=-18851.06, Lmax=-824.69
22:32:26 [ultranest] [DEBUG] iteration=55, ncalls=1658, regioncalls=2320, ndraw=40, logz=-18442.74, remainder_fraction=100.0000%, Lmin=-18300.42, Lmax=-824.69
22:32:27 [ultranest] [DEBUG] iteration=56, ncalls=1659, regioncalls=2360, ndraw=40, logz=-18307.83, remainder_fraction=100.0000%, Lmin=-18281.28, Lmax=-824.69
22:32:27 [ultranest] [DEBUG] iteration=59, ncalls=1662, regioncalls=2480, ndraw=40, logz=-18254.73, remainder_fraction=100.0000%, Lmin=-18222.70, Lmax=-824.69
22:32:27 [ultranest] [DEBUG] iteration=62, ncalls=1665, regioncalls=2600, ndraw=40, logz=-17980.72, remainder_fraction=100.0000%, Lmin=-17945.67, Lmax=-824.69
22:32:27 [ultranest] [DEBUG] iteration=63, ncalls=1666, regioncalls=2640, ndraw=40, logz=-17953.09, remainder_fraction=100.0000%, Lmin=-17937.51, Lmax=-824.69
22:32:27 [ultranest] [DEBUG] iteration=64, ncalls=1667, regioncalls=2680, ndraw=40, logz=-17944.93, remainder_fraction=100.0000%, Lmin=-17884.28, Lmax=-824.69
22:32:27 [ultranest] [DEBUG] iteration=65, ncalls=1668, regioncalls=2720, ndraw=40, logz=-17891.69, remainder_fraction=100.0000%, Lmin=-17872.96, Lmax=-824.69
22:32:28 [ultranest] [DEBUG] iteration=67, ncalls=1670, regioncalls=2800, ndraw=40, logz=-17874.15, remainder_fraction=100.0000%, Lmin=-17866.04, Lmax=-824.69
22:32:28 [ultranest] [DEBUG] iteration=68, ncalls=1671, regioncalls=2840, ndraw=40, logz=-17873.05, remainder_fraction=100.0000%, Lmin=-17860.37, Lmax=-824.69
22:32:28 [ultranest] [DEBUG] iteration=70, ncalls=1673, regioncalls=2920, ndraw=40, logz=-17855.67, remainder_fraction=100.0000%, Lmin=-17810.22, Lmax=-824.69
22:32:28 [ultranest] [DEBUG] iteration=72, ncalls=1675, regioncalls=3000, ndraw=40, logz=-17809.48, remainder_fraction=100.0000%, Lmin=-17793.95, Lmax=-824.69
22:32:28 [ultranest] [DEBUG] iteration=74, ncalls=1677, regioncalls=3080, ndraw=40, logz=-17800.07, remainder_fraction=100.0000%, Lmin=-17723.98, Lmax=-824.69
22:32:28 [ultranest] [DEBUG] iteration=75, ncalls=1678, regioncalls=3120, ndraw=40, logz=-17731.40, remainder_fraction=100.0000%, Lmin=-17707.79, Lmax=-824.69
22:32:28 [ultranest] [DEBUG] iteration=76, ncalls=1679, regioncalls=3160, ndraw=40, logz=-17715.22, remainder_fraction=100.0000%, Lmin=-17698.99, Lmax=-824.69
22:32:29 [ultranest] [DEBUG] iteration=77, ncalls=1681, regioncalls=3240, ndraw=40, logz=-17706.41, remainder_fraction=100.0000%, Lmin=-17687.67, Lmax=-824.69
22:32:29 [ultranest] [DEBUG] iteration=78, ncalls=1682, regioncalls=3280, ndraw=40, logz=-17695.10, remainder_fraction=100.0000%, Lmin=-17645.02, Lmax=-824.69
22:32:29 [ultranest] [DEBUG] iteration=80, ncalls=1684, regioncalls=3360, ndraw=40, logz=-17646.82, remainder_fraction=100.0000%, Lmin=-17595.28, Lmax=-824.69
22:32:29 [ultranest] [DEBUG] iteration=83, ncalls=1687, regioncalls=3480, ndraw=40, logz=-17568.41, remainder_fraction=100.0000%, Lmin=-17550.32, Lmax=-824.69
22:32:29 [ultranest] [DEBUG] iteration=84, ncalls=1688, regioncalls=3520, ndraw=40, logz=-17557.75, remainder_fraction=100.0000%, Lmin=-17550.15, Lmax=-824.69
22:32:29 [ultranest] [DEBUG] iteration=87, ncalls=1691, regioncalls=3640, ndraw=40, logz=-17500.39, remainder_fraction=100.0000%, Lmin=-17432.56, Lmax=-824.69
