13:04:02 [ultranest] [DEBUG] ReactiveNestedSampler: dims=8+0, resume=True, log_dir=/home/ljy/BettiCurveCosmo/Emulator/model-fof/mcmc_result/nwLH-Recovery/62/combined, backend=hdf5, vectorized=False, nbootstraps=30, ndraw=128..65536
13:04:04 [ultranest] [INFO] Sampling 1600 live points from prior ...
13:04:28 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.10, Lepsilon=0.0010, min_ess=400
13:04:28 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=1600, cluster_num_live_points=40
13:04:28 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 1600.0), (inf, 1600.0)]
13:04:28 [ultranest] [DEBUG] iteration=0, ncalls=1601, regioncalls=40, ndraw=40, logz=-inf, remainder_fraction=100.0000%, Lmin=-38304.02, Lmax=-223.70
13:04:29 [ultranest] [DEBUG] iteration=5, ncalls=1606, regioncalls=240, ndraw=40, logz=-29837.52, remainder_fraction=100.0000%, Lmin=-29240.13, Lmax=-223.70
13:04:29 [ultranest] [DEBUG] iteration=10, ncalls=1611, regioncalls=440, ndraw=40, logz=-23317.57, remainder_fraction=100.0000%, Lmin=-23119.14, Lmax=-223.70
13:04:29 [ultranest] [DEBUG] iteration=15, ncalls=1616, regioncalls=640, ndraw=40, logz=-22444.90, remainder_fraction=100.0000%, Lmin=-21910.84, Lmax=-223.70
13:04:29 [ultranest] [DEBUG] iteration=20, ncalls=1621, regioncalls=840, ndraw=40, logz=-20229.43, remainder_fraction=100.0000%, Lmin=-20017.70, Lmax=-223.70
13:04:29 [ultranest] [DEBUG] iteration=25, ncalls=1626, regioncalls=1040, ndraw=40, logz=-19711.98, remainder_fraction=100.0000%, Lmin=-19695.12, Lmax=-223.70
13:04:29 [ultranest] [DEBUG] iteration=30, ncalls=1631, regioncalls=1240, ndraw=40, logz=-19444.98, remainder_fraction=100.0000%, Lmin=-19424.82, Lmax=-223.70
13:04:29 [ultranest] [DEBUG] iteration=35, ncalls=1636, regioncalls=1440, ndraw=40, logz=-18679.91, remainder_fraction=100.0000%, Lmin=-18564.62, Lmax=-223.70
13:04:29 [ultranest] [DEBUG] iteration=40, ncalls=1641, regioncalls=1640, ndraw=40, logz=-18034.86, remainder_fraction=100.0000%, Lmin=-17842.66, Lmax=-223.70
13:04:29 [ultranest] [DEBUG] iteration=45, ncalls=1646, regioncalls=1840, ndraw=40, logz=-16146.40, remainder_fraction=100.0000%, Lmin=-15825.04, Lmax=-223.70
13:04:30 [ultranest] [DEBUG] iteration=50, ncalls=1651, regioncalls=2040, ndraw=40, logz=-15634.94, remainder_fraction=100.0000%, Lmin=-15500.92, Lmax=-223.70
