"Om_mean","Om_stdev","Om_median","Om_errlo","Om_errup","Ob_mean","Ob_stdev","Ob_median","Ob_errlo","Ob_errup","h_mean","h_stdev","h_median","h_errlo","h_errup","ns_mean","ns_stdev","ns_median","ns_errlo","ns_errup","s8_mean","s8_stdev","s8_median","s8_errlo","s8_errup","Mnu_mean","Mnu_stdev","Mnu_median","Mnu_errlo","Mnu_errup","w_mean","w_stdev","w_median","w_errlo","w_errup","scale_factor_mean","scale_factor_stdev","scale_factor_median","scale_factor_errlo","scale_factor_errup"
4.136627352191439289e-01,4.243000855170403485e-02,4.139221863555113679e-01,3.699526464442884355e-01,4.586474320052386089e-01,4.853385383716208451e-02,1.098047967627708427e-02,4.799862999618415005e-02,3.602265234507220915e-02,6.150383831934665146e-02,7.481105880299826483e-01,9.163265556661628897e-02,7.567364719009768148e-01,6.478462855777344931e-01,8.470018477430203419e-01,8.958805859337353183e-01,5.617433712946365981e-02,8.918021727629246165e-01,8.355789959482960993e-01,9.562567430223993803e-01,9.576328199504257066e-01,2.086357779207067761e-02,9.587079215934861676e-01,9.363612596553644307e-01,9.794190657205772421e-01,4.847210987589739006e-01,2.646986894979055371e-01,4.776499407796348518e-01,1.853453320555339956e-01,7.890898751847521542e-01,-9.872534791848455171e-01,1.669090021734559171e-01,-9.827830518331873710e-01,-1.183525383551385923e+00,-7.920349123641060585e-01,1.367777043743188337e+01,1.046820278314108399e-01,1.368001349432009484e+01,1.357313351935506063e+01,1.378285755569871540e+01
