11:26:59 [ultranest] [DEBUG] ReactiveNestedSampler: dims=8+0, resume=True, log_dir=/home/ljy/BettiCurveCosmo/Emulator/model-fof/mcmc_result/2/combined, backend=hdf5, vectorized=False, nbootstraps=30, ndraw=128..65536
11:26:59 [ultranest] [INFO] Sampling 1200 live points from prior ...
11:27:30 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.50, Lepsilon=0.0010, min_ess=400
11:27:30 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=1200, cluster_num_live_points=100
11:27:30 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 1200.0), (inf, 1200.0)]
11:27:30 [ultranest] [DEBUG] iteration=0, ncalls=1201, regioncalls=40, ndraw=40, logz=-inf, remainder_fraction=100.0000%, Lmin=-1881.47, Lmax=-0.75
11:27:30 [ultranest] [DEBUG] iteration=2, ncalls=1203, regioncalls=120, ndraw=40, logz=-1620.19, remainder_fraction=100.0000%, Lmin=-1542.45, Lmax=-0.75
11:27:31 [ultranest] [DEBUG] iteration=5, ncalls=1206, regioncalls=240, ndraw=40, logz=-1440.12, remainder_fraction=100.0000%, Lmin=-1387.73, Lmax=-0.75
11:27:31 [ultranest] [DEBUG] iteration=7, ncalls=1208, regioncalls=320, ndraw=40, logz=-1392.56, remainder_fraction=100.0000%, Lmin=-1295.73, Lmax=-0.75
11:27:31 [ultranest] [DEBUG] iteration=10, ncalls=1211, regioncalls=440, ndraw=40, logz=-1213.32, remainder_fraction=100.0000%, Lmin=-1156.44, Lmax=-0.75
11:27:31 [ultranest] [DEBUG] iteration=13, ncalls=1214, regioncalls=560, ndraw=40, logz=-1075.50, remainder_fraction=100.0000%, Lmin=-1063.39, Lmax=-0.75
11:27:31 [ultranest] [DEBUG] iteration=17, ncalls=1218, regioncalls=720, ndraw=40, logz=-1005.65, remainder_fraction=100.0000%, Lmin=-983.55, Lmax=-0.75
11:27:31 [ultranest] [DEBUG] iteration=20, ncalls=1221, regioncalls=840, ndraw=40, logz=-974.47, remainder_fraction=100.0000%, Lmin=-964.09, Lmax=-0.75
11:27:31 [ultranest] [DEBUG] iteration=22, ncalls=1223, regioncalls=920, ndraw=40, logz=-959.80, remainder_fraction=100.0000%, Lmin=-949.43, Lmax=-0.75
11:27:31 [ultranest] [DEBUG] iteration=24, ncalls=1225, regioncalls=1000, ndraw=40, logz=-937.72, remainder_fraction=100.0000%, Lmin=-928.58, Lmax=-0.75
11:27:32 [ultranest] [DEBUG] iteration=27, ncalls=1228, regioncalls=1120, ndraw=40, logz=-852.87, remainder_fraction=100.0000%, Lmin=-833.57, Lmax=-0.75
