11:56:53 [ultranest] [DEBUG] ReactiveNestedSampler: dims=8+0, resume=True, log_dir=/home/ljy/BettiCurveCosmo/Emulator/model-fof/mcmc_result/nwLH-Recovery/125/combined, backend=hdf5, vectorized=False, nbootstraps=30, ndraw=128..65536
11:56:55 [ultranest] [INFO] Sampling 1600 live points from prior ...
11:57:20 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.10, Lepsilon=0.0010, min_ess=400
11:57:20 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=1600, cluster_num_live_points=40
11:57:20 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 1600.0), (inf, 1600.0)]
11:57:20 [ultranest] [DEBUG] iteration=0, ncalls=1601, regioncalls=40, ndraw=40, logz=-inf, remainder_fraction=100.0000%, Lmin=-68680.19, Lmax=-102.85
11:57:21 [ultranest] [DEBUG] iteration=5, ncalls=1606, regioncalls=240, ndraw=40, logz=-52193.63, remainder_fraction=100.0000%, Lmin=-50228.57, Lmax=-102.85
11:57:21 [ultranest] [DEBUG] iteration=11, ncalls=1612, regioncalls=480, ndraw=40, logz=-47003.71, remainder_fraction=100.0000%, Lmin=-45285.27, Lmax=-102.85
11:57:21 [ultranest] [DEBUG] iteration=17, ncalls=1618, regioncalls=720, ndraw=40, logz=-39588.91, remainder_fraction=100.0000%, Lmin=-39407.55, Lmax=-102.85
11:57:21 [ultranest] [DEBUG] iteration=23, ncalls=1624, regioncalls=960, ndraw=40, logz=-38326.65, remainder_fraction=100.0000%, Lmin=-36763.79, Lmax=-102.85
11:57:21 [ultranest] [DEBUG] iteration=28, ncalls=1630, regioncalls=1200, ndraw=40, logz=-34255.82, remainder_fraction=100.0000%, Lmin=-34175.46, Lmax=-102.85
11:57:21 [ultranest] [DEBUG] iteration=33, ncalls=1636, regioncalls=1440, ndraw=40, logz=-32788.76, remainder_fraction=100.0000%, Lmin=-32397.87, Lmax=-102.85
11:57:21 [ultranest] [DEBUG] iteration=39, ncalls=1642, regioncalls=1680, ndraw=40, logz=-30616.31, remainder_fraction=100.0000%, Lmin=-30012.13, Lmax=-102.85
11:57:21 [ultranest] [DEBUG] iteration=45, ncalls=1648, regioncalls=1920, ndraw=40, logz=-29229.07, remainder_fraction=100.0000%, Lmin=-29040.69, Lmax=-102.85
11:57:21 [ultranest] [DEBUG] iteration=51, ncalls=1654, regioncalls=2160, ndraw=40, logz=-27747.34, remainder_fraction=100.0000%, Lmin=-27622.81, Lmax=-102.85
11:57:22 [ultranest] [DEBUG] iteration=56, ncalls=1659, regioncalls=2360, ndraw=40, logz=-27068.92, remainder_fraction=100.0000%, Lmin=-26906.36, Lmax=-102.85
11:57:22 [ultranest] [DEBUG] iteration=61, ncalls=1664, regioncalls=2560, ndraw=40, logz=-26565.74, remainder_fraction=100.0000%, Lmin=-26539.37, Lmax=-102.85
11:57:22 [ultranest] [DEBUG] iteration=67, ncalls=1671, regioncalls=2840, ndraw=40, logz=-25690.63, remainder_fraction=100.0000%, Lmin=-25660.80, Lmax=-102.85
11:57:22 [ultranest] [DEBUG] iteration=73, ncalls=1677, regioncalls=3080, ndraw=40, logz=-23868.70, remainder_fraction=100.0000%, Lmin=-23800.55, Lmax=-102.85
11:57:22 [ultranest] [DEBUG] iteration=79, ncalls=1683, regioncalls=3320, ndraw=40, logz=-23489.19, remainder_fraction=100.0000%, Lmin=-23463.87, Lmax=-102.85
11:57:22 [ultranest] [DEBUG] iteration=84, ncalls=1689, regioncalls=3560, ndraw=40, logz=-23222.77, remainder_fraction=100.0000%, Lmin=-23175.67, Lmax=-102.85
11:57:22 [ultranest] [DEBUG] iteration=89, ncalls=1695, regioncalls=3800, ndraw=40, logz=-22657.53, remainder_fraction=100.0000%, Lmin=-22440.23, Lmax=-102.85
11:57:22 [ultranest] [DEBUG] iteration=95, ncalls=1701, regioncalls=4040, ndraw=40, logz=-22041.76, remainder_fraction=100.0000%, Lmin=-21732.13, Lmax=-102.85
11:57:22 [ultranest] [DEBUG] iteration=101, ncalls=1707, regioncalls=4280, ndraw=40, logz=-21113.62, remainder_fraction=100.0000%, Lmin=-20711.32, Lmax=-102.85
