"Om_mean","Om_stdev","Om_median","Om_errlo","Om_errup","Ob_mean","Ob_stdev","Ob_median","Ob_errlo","Ob_errup","h_mean","h_stdev","h_median","h_errlo","h_errup","ns_mean","ns_stdev","ns_median","ns_errlo","ns_errup","s8_mean","s8_stdev","s8_median","s8_errlo","s8_errup","Mnu_mean","Mnu_stdev","Mnu_median","Mnu_errlo","Mnu_errup","w_mean","w_stdev","w_median","w_errlo","w_errup","scale_factor_mean","scale_factor_stdev","scale_factor_median","scale_factor_errlo","scale_factor_errup"
3.523085216938075526e-01,4.583047868259049196e-02,3.498975071649991220e-01,3.070505490220949985e-01,3.987843933315810552e-01,5.219875334459074534e-02,1.100766102023061598e-02,5.311794839083375241e-02,3.906471094589678700e-02,6.463604325793484429e-02,7.057194585261495900e-01,1.021788485501821109e-01,7.060961003984260742e-01,5.887999281904459092e-01,8.232154336715529208e-01,9.214766672236736067e-01,5.398745337056684579e-02,9.236262436730697800e-01,8.641655057081553126e-01,9.740130717146417982e-01,8.171336975361027655e-01,1.693541309197987149e-02,8.174446898348497470e-01,7.998653293556059474e-01,8.344896160390308237e-01,5.102177977535671261e-01,2.730035462604075702e-01,5.223709626842745202e-01,1.912348568222587697e-01,8.193878592148216011e-01,-9.790749219895984456e-01,1.545631685914405917e-01,-9.706375491551739731e-01,-1.156180312394400778e+00,-8.018176468426883030e-01,1.481469922089042690e+01,1.571781321984182245e-01,1.481285406283782180e+01,1.466343475910337446e+01,1.497156067472994678e+01
