18:26:25 [ultranest] [DEBUG] ReactiveNestedSampler: dims=8+0, resume=True, log_dir=/home/ljy/BettiCurveCosmo/Emulator/model-fof/mcmc_result/nwLH-Recovery/44/combined, backend=hdf5, vectorized=False, nbootstraps=30, ndraw=128..65536
18:26:26 [ultranest] [INFO] Sampling 1600 live points from prior ...
18:26:55 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.10, Lepsilon=0.0010, min_ess=400
18:26:55 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=1600, cluster_num_live_points=40
18:26:55 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 1600.0), (inf, 1600.0)]
18:26:55 [ultranest] [DEBUG] iteration=0, ncalls=1601, regioncalls=40, ndraw=40, logz=-inf, remainder_fraction=100.0000%, Lmin=-49057.10, Lmax=-32.09
18:26:55 [ultranest] [DEBUG] iteration=5, ncalls=1606, regioncalls=240, ndraw=40, logz=-45154.66, remainder_fraction=100.0000%, Lmin=-41984.39, Lmax=-32.09
18:26:55 [ultranest] [DEBUG] iteration=10, ncalls=1611, regioncalls=440, ndraw=40, logz=-38391.36, remainder_fraction=100.0000%, Lmin=-37876.73, Lmax=-32.09
18:26:55 [ultranest] [DEBUG] iteration=15, ncalls=1616, regioncalls=640, ndraw=40, logz=-34767.55, remainder_fraction=100.0000%, Lmin=-34728.82, Lmax=-32.09
18:26:55 [ultranest] [DEBUG] iteration=20, ncalls=1621, regioncalls=840, ndraw=40, logz=-30862.05, remainder_fraction=100.0000%, Lmin=-30510.52, Lmax=-25.41
18:26:55 [ultranest] [DEBUG] iteration=25, ncalls=1626, regioncalls=1040, ndraw=40, logz=-29822.97, remainder_fraction=100.0000%, Lmin=-29808.30, Lmax=-25.41
18:26:56 [ultranest] [DEBUG] iteration=30, ncalls=1631, regioncalls=1240, ndraw=40, logz=-28128.38, remainder_fraction=100.0000%, Lmin=-28081.42, Lmax=-25.41
18:26:56 [ultranest] [DEBUG] iteration=35, ncalls=1636, regioncalls=1440, ndraw=40, logz=-27360.63, remainder_fraction=100.0000%, Lmin=-27115.19, Lmax=-25.41
18:26:56 [ultranest] [DEBUG] iteration=39, ncalls=1641, regioncalls=1640, ndraw=40, logz=-26570.94, remainder_fraction=100.0000%, Lmin=-26150.13, Lmax=-25.41
18:26:56 [ultranest] [DEBUG] iteration=43, ncalls=1646, regioncalls=1840, ndraw=40, logz=-25454.64, remainder_fraction=100.0000%, Lmin=-24947.53, Lmax=-25.41
18:26:56 [ultranest] [DEBUG] iteration=48, ncalls=1651, regioncalls=2040, ndraw=40, logz=-22971.14, remainder_fraction=100.0000%, Lmin=-22945.32, Lmax=-25.41
