13:04:02 [ultranest] [DEBUG] ReactiveNestedSampler: dims=8+0, resume=True, log_dir=/home/ljy/BettiCurveCosmo/Emulator/model-fof/mcmc_result/nwLH-Recovery/74/combined, backend=hdf5, vectorized=False, nbootstraps=30, ndraw=128..65536
13:04:04 [ultranest] [INFO] Sampling 1600 live points from prior ...
13:04:31 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.10, Lepsilon=0.0010, min_ess=400
13:04:31 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=1600, cluster_num_live_points=40
13:04:31 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 1600.0), (inf, 1600.0)]
13:04:32 [ultranest] [DEBUG] iteration=0, ncalls=1601, regioncalls=40, ndraw=40, logz=-inf, remainder_fraction=100.0000%, Lmin=-46943.95, Lmax=-43.02
13:04:32 [ultranest] [DEBUG] iteration=5, ncalls=1606, regioncalls=240, ndraw=40, logz=-40963.58, remainder_fraction=100.0000%, Lmin=-38323.17, Lmax=-43.02
13:04:32 [ultranest] [DEBUG] iteration=10, ncalls=1611, regioncalls=440, ndraw=40, logz=-31203.37, remainder_fraction=100.0000%, Lmin=-31007.95, Lmax=-43.02
13:04:32 [ultranest] [DEBUG] iteration=15, ncalls=1616, regioncalls=640, ndraw=40, logz=-30152.49, remainder_fraction=100.0000%, Lmin=-30029.14, Lmax=-43.02
13:04:32 [ultranest] [DEBUG] iteration=20, ncalls=1621, regioncalls=840, ndraw=40, logz=-28859.76, remainder_fraction=100.0000%, Lmin=-28244.51, Lmax=-43.02
13:04:33 [ultranest] [DEBUG] iteration=25, ncalls=1626, regioncalls=1040, ndraw=40, logz=-27140.34, remainder_fraction=100.0000%, Lmin=-27038.22, Lmax=-43.02
13:04:33 [ultranest] [DEBUG] iteration=30, ncalls=1631, regioncalls=1240, ndraw=40, logz=-26387.33, remainder_fraction=100.0000%, Lmin=-25923.81, Lmax=-43.02
13:04:33 [ultranest] [DEBUG] iteration=35, ncalls=1636, regioncalls=1440, ndraw=40, logz=-25074.96, remainder_fraction=100.0000%, Lmin=-24917.05, Lmax=-43.02
13:04:33 [ultranest] [DEBUG] iteration=40, ncalls=1641, regioncalls=1640, ndraw=40, logz=-24148.83, remainder_fraction=100.0000%, Lmin=-23690.72, Lmax=-43.02
13:04:33 [ultranest] [DEBUG] iteration=45, ncalls=1646, regioncalls=1840, ndraw=40, logz=-22319.33, remainder_fraction=100.0000%, Lmin=-21793.55, Lmax=-43.02
13:04:33 [ultranest] [DEBUG] iteration=50, ncalls=1651, regioncalls=2040, ndraw=40, logz=-20336.78, remainder_fraction=100.0000%, Lmin=-20250.54, Lmax=-43.02
13:04:33 [ultranest] [DEBUG] iteration=55, ncalls=1656, regioncalls=2240, ndraw=40, logz=-19391.99, remainder_fraction=100.0000%, Lmin=-19355.98, Lmax=-43.02
13:04:33 [ultranest] [DEBUG] iteration=59, ncalls=1661, regioncalls=2440, ndraw=40, logz=-19105.94, remainder_fraction=100.0000%, Lmin=-19078.14, Lmax=-43.02
13:04:33 [ultranest] [DEBUG] iteration=64, ncalls=1666, regioncalls=2640, ndraw=40, logz=-18322.18, remainder_fraction=100.0000%, Lmin=-18254.45, Lmax=-43.02
13:04:34 [ultranest] [DEBUG] iteration=69, ncalls=1671, regioncalls=2840, ndraw=40, logz=-18004.63, remainder_fraction=100.0000%, Lmin=-17937.25, Lmax=-43.02
13:04:34 [ultranest] [DEBUG] iteration=73, ncalls=1676, regioncalls=3040, ndraw=40, logz=-17787.58, remainder_fraction=100.0000%, Lmin=-17670.87, Lmax=-43.02
13:04:34 [ultranest] [DEBUG] iteration=78, ncalls=1681, regioncalls=3240, ndraw=40, logz=-16943.48, remainder_fraction=100.0000%, Lmin=-16924.44, Lmax=-43.02
