logz logzerr logvol nlive logl logwt insert_order
-inf nan 0.000000000000000000e+00 4.000000000000000000e+02 -4.679119979704259458e+04 -4.679719251132928912e+04 8.699999999999999956e-01
-4.679719251132928912e+04 nan -2.500000000000000052e-03 4.000000000000000000e+02 -4.228426375938587444e+04 -4.229025897367256403e+04 1.709999999999999964e+00
-4.229025897367256403e+04 2.253426682272096514e+03 -5.000000000000000104e-03 4.000000000000000000e+02 -3.585829139185093663e+04 -3.586428910613762855e+04 1.280000000000000027e+00
-3.586428910613762855e+04 4.721095779263535405e+03 -7.499999999999999722e-03 4.000000000000000000e+02 -2.231544404683567700e+04 -2.232144426112236761e+04 1.435000000000000053e+00
-2.232144426112236761e+04 5.864738162705726609e+03 -1.000000000000000021e-02 4.000000000000000000e+02 -1.996063149110901213e+04 -1.996663420539570507e+04 8.950000000000000178e-01
-1.996663420539570507e+04 8.771045072343466700e+02 -1.250000000000000069e-02 4.000000000000000000e+02 -1.775732115202654677e+04 -1.776332636631323840e+04 6.800000000000000488e-01
-1.776332636631323840e+04 1.400762571243013099e+03 -1.500000000000000118e-02 4.000000000000000000e+02 -1.519321990175569590e+04 -1.519922761604238804e+04 4.299999999999999933e-01
-1.519922761604238804e+04 1.576801094427953103e+03 -1.750000000000000167e-02 4.000000000000000000e+02 -1.419440119970063279e+04 -1.420041141398732361e+04 3.150000000000000022e-01
-1.420041141398732361e+04 4.324761404916001197e+02 -2.000000000000000042e-02 4.000000000000000000e+02 -1.233430314356183044e+04 -1.234031585784852177e+04 4.499999999999999833e-02
-1.234031585784852177e+04 9.033826868693204233e+02 -2.249999999999999917e-02 4.000000000000000000e+02 -1.170452226715302641e+04 -1.171053748143971825e+04 1.074999999999999956e+00
-1.171053748143971825e+04 9.467637428013928229e+02 -2.499999999999999792e-02 4.000000000000000000e+02 -1.071817540212652239e+04 -1.072419311641321292e+04 1.989999999999999991e+00
-1.072419311641321292e+04 1.236437105926420600e+03 -2.749999999999999667e-02 4.000000000000000000e+02 -9.927603621985899736e+03 -9.933623836272590779e+03 1.060000000000000053e+00
-9.933623836272590779e+03 6.487854145275979363e+02 -2.999999999999999542e-02 4.000000000000000000e+02 -9.796694900846139717e+03 -9.802717615132831270e+03 1.400000000000000133e-01
-9.802717615132831270e+03 5.682667066132524951e+02 -3.249999999999999417e-02 4.000000000000000000e+02 -8.672567620367690324e+03 -8.678592834654382386e+03 1.415000000000000036e+00
-8.678592834654382386e+03 9.006073995966171424e+02 -3.499999999999999639e-02 4.000000000000000000e+02 -7.358138231391151749e+03 -7.364165945677843411e+03 2.399999999999999911e-01
-7.364165945677843411e+03 1.236674224856423962e+03 -3.749999999999999861e-02 4.000000000000000000e+02 -7.259670463666659089e+03 -7.265700677953350350e+03 2.500000000000000000e-01
-7.265700677953350350e+03 3.871111523809504433e+02 -4.000000000000000083e-02 4.000000000000000000e+02 -6.621078230018603790e+03 -6.627110944305295561e+03 1.889999999999999902e+00
-6.627110944305295561e+03 3.361373051470916380e+02 -4.250000000000000305e-02 4.000000000000000000e+02 -5.591207798600299611e+03 -5.597243012886990982e+03 2.000000000000000042e-02
-5.597243012886990982e+03 2.847267314808676701e+02 -4.500000000000000527e-02 4.000000000000000000e+02 -5.279850286957275785e+03 -5.285888001243966755e+03 1.264999999999999902e+00
-5.285888001243966755e+03 1.465441167827122513e+02 -4.750000000000000749e-02 4.000000000000000000e+02 -5.144338021397686134e+03 -5.150378235684377614e+03 1.604999999999999982e+00
-5.150378235684377614e+03 1.245635895601349432e+02 -5.000000000000000971e-02 4.000000000000000000e+02 -4.655271621404770485e+03 -4.661314335691461565e+03 8.399999999999999689e-01
-4.661314335691461565e+03 2.653264842890012005e+02 -5.250000000000001193e-02 4.000000000000000000e+02 -4.453660988169224765e+03 -4.459706202455916355e+03 1.600000000000000089e+00
-4.459706202455916355e+03 2.307283718544525470e+02 -5.500000000000001416e-02 4.000000000000000000e+02 -4.256973774635073823e+03 -4.263021488921765012e+03 5.899999999999999689e-01
-4.263021488921765012e+03 1.509822900269667514e+02 -5.750000000000001638e-02 4.000000000000000000e+02 -4.184843634082669269e+03 -4.190893848369360967e+03 1.169999999999999929e+00
-4.190893848369360967e+03 1.965243578216191267e+01 -6.000000000000001860e-02 4.000000000000000000e+02 -3.667543959977907434e+03 -3.673596674264598732e+03 4.799999999999999822e-01
-3.673596674264598732e+03 2.448690806280938261e+02 -6.250000000000001388e-02 4.000000000000000000e+02 -3.477221877465267880e+03 -3.483277091751959233e+03 1.040000000000000036e+00
-3.483277091751959233e+03 2.554650822067120544e+02 -6.500000000000001610e-02 4.000000000000000000e+02 -3.374760647727528976e+03 -3.380818362014220384e+03 7.349999999999999867e-01
-3.380818362014220384e+03 2.920210131034645542e+02 -6.750000000000001832e-02 4.000000000000000000e+02 -3.094433151293803803e+03 -3.100493365580495265e+03 5.999999999999999778e-01
-3.100493365580495265e+03 4.202272548500146172e+02 -7.000000000000002054e-02 4.000000000000000000e+02 -2.968417794490243523e+03 -2.974480508776935039e+03 1.989999999999999991e+00
-2.974480508776935039e+03 2.335037165099597303e+02 -7.250000000000002276e-02 4.000000000000000000e+02 -2.951097540756612489e+03 -2.957162755043304060e+03 1.004999999999999893e+00
-2.957162755013174319e+03 3.945094672155293125e+01 -7.500000000000002498e-02 4.000000000000000000e+02 -2.911383957991717125e+03 -2.917451672278408296e+03 8.950000000000000178e-01
-2.917451672278408296e+03 1.897741132109357665e+01 -7.750000000000002720e-02 4.000000000000000000e+02 -2.819012849305814598e+03 -2.825083063592505823e+03 1.875000000000000000e+00
-2.825083063592505823e+03 4.614148786452993534e+01 -8.000000000000002942e-02 4.000000000000000000e+02 -2.645147966441442804e+03 -2.651220680728134084e+03 1.284999999999999920e+00
-2.651220680728134084e+03 7.404203371534411815e+01 -8.250000000000003164e-02 4.000000000000000000e+02 -2.610534177847114279e+03 -2.616609392133805613e+03 1.804999999999999938e+00
-2.616609392133805613e+03 9.124805870949430187e+00 -8.500000000000003386e-02 4.000000000000000000e+02 -2.471636518833707669e+03 -2.477714233120399058e+03 8.299999999999999600e-01
-2.477714233120399058e+03 6.851969466242020701e+01 -8.750000000000003608e-02 4.000000000000000000e+02 -2.440087096585016752e+03 -2.446167310871708196e+03 2.099999999999999922e-01
-2.446167310871708196e+03 7.134672278487492747e+01 -9.000000000000003830e-02 4.000000000000000000e+02 -2.335991048589901311e+03 -2.342073762876592809e+03 4.149999999999999800e-01
-2.342073762876592809e+03 8.372650142984225852e+01 -9.250000000000004052e-02 4.000000000000000000e+02 -2.150213877206071629e+03 -2.156299091492763182e+03 4.749999999999999778e-01
-2.156299091492763182e+03 1.162461810369234740e+02 -9.500000000000004274e-02 4.000000000000000000e+02 -2.128048325981500057e+03 -2.134136040268191209e+03 6.350000000000000089e-01
