22:30:43 [ultranest] [DEBUG] ReactiveNestedSampler: dims=8+0, resume=True, log_dir=/home/ljy/BettiCurveCosmo/Emulator/model-fof-rsdz/mcmc_result/nwLH-Recovery/36/combined, backend=hdf5, vectorized=False, nbootstraps=30, ndraw=128..65536
22:30:43 [ultranest] [INFO] Sampling 1600 live points from prior ...
22:32:38 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.10, Lepsilon=0.0010, min_ess=400
22:32:38 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=1600, cluster_num_live_points=40
22:32:38 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 1600.0), (inf, 1600.0)]
22:32:39 [ultranest] [DEBUG] iteration=0, ncalls=1601, regioncalls=40, ndraw=40, logz=-inf, remainder_fraction=100.0000%, Lmin=-49070.74, Lmax=-128.86
22:32:40 [ultranest] [DEBUG] iteration=1, ncalls=1602, regioncalls=80, ndraw=40, logz=-49078.11, remainder_fraction=100.0000%, Lmin=-46238.51, Lmax=-128.86
22:32:40 [ultranest] [DEBUG] iteration=2, ncalls=1603, regioncalls=120, ndraw=40, logz=-46245.89, remainder_fraction=100.0000%, Lmin=-38498.06, Lmax=-128.86
22:32:40 [ultranest] [DEBUG] iteration=3, ncalls=1604, regioncalls=160, ndraw=40, logz=-38505.44, remainder_fraction=100.0000%, Lmin=-34493.76, Lmax=-128.86
22:32:40 [ultranest] [DEBUG] iteration=4, ncalls=1605, regioncalls=200, ndraw=40, logz=-34501.14, remainder_fraction=100.0000%, Lmin=-27796.29, Lmax=-128.86
22:32:40 [ultranest] [DEBUG] iteration=5, ncalls=1606, regioncalls=240, ndraw=40, logz=-27803.67, remainder_fraction=100.0000%, Lmin=-26895.08, Lmax=-128.86
22:32:40 [ultranest] [DEBUG] iteration=6, ncalls=1607, regioncalls=280, ndraw=40, logz=-26902.47, remainder_fraction=100.0000%, Lmin=-26630.81, Lmax=-128.86
22:32:41 [ultranest] [DEBUG] iteration=7, ncalls=1608, regioncalls=320, ndraw=40, logz=-26638.19, remainder_fraction=100.0000%, Lmin=-24393.12, Lmax=-128.86
22:32:41 [ultranest] [DEBUG] iteration=8, ncalls=1609, regioncalls=360, ndraw=40, logz=-24400.50, remainder_fraction=100.0000%, Lmin=-24248.16, Lmax=-128.86
22:32:41 [ultranest] [DEBUG] iteration=10, ncalls=1611, regioncalls=440, ndraw=40, logz=-24044.82, remainder_fraction=100.0000%, Lmin=-23949.73, Lmax=-128.86
22:32:41 [ultranest] [DEBUG] iteration=11, ncalls=1612, regioncalls=480, ndraw=40, logz=-23957.11, remainder_fraction=100.0000%, Lmin=-22253.71, Lmax=-128.86
22:32:41 [ultranest] [DEBUG] iteration=12, ncalls=1613, regioncalls=520, ndraw=40, logz=-22261.10, remainder_fraction=100.0000%, Lmin=-21952.57, Lmax=-128.86
22:32:41 [ultranest] [DEBUG] iteration=13, ncalls=1614, regioncalls=560, ndraw=40, logz=-21959.96, remainder_fraction=100.0000%, Lmin=-21716.12, Lmax=-128.86
22:32:42 [ultranest] [DEBUG] iteration=14, ncalls=1615, regioncalls=600, ndraw=40, logz=-21723.51, remainder_fraction=100.0000%, Lmin=-21477.99, Lmax=-128.86
22:32:42 [ultranest] [DEBUG] iteration=15, ncalls=1616, regioncalls=640, ndraw=40, logz=-21485.38, remainder_fraction=100.0000%, Lmin=-20187.07, Lmax=-128.86
22:32:42 [ultranest] [DEBUG] iteration=17, ncalls=1618, regioncalls=720, ndraw=40, logz=-19667.81, remainder_fraction=100.0000%, Lmin=-19560.97, Lmax=-128.86
22:32:42 [ultranest] [DEBUG] iteration=18, ncalls=1619, regioncalls=760, ndraw=40, logz=-19568.36, remainder_fraction=100.0000%, Lmin=-19535.50, Lmax=-128.86
22:32:42 [ultranest] [DEBUG] iteration=19, ncalls=1620, regioncalls=800, ndraw=40, logz=-19542.89, remainder_fraction=100.0000%, Lmin=-18922.44, Lmax=-128.86
22:32:42 [ultranest] [DEBUG] iteration=21, ncalls=1622, regioncalls=880, ndraw=40, logz=-18487.27, remainder_fraction=100.0000%, Lmin=-17616.25, Lmax=-128.86
22:32:42 [ultranest] [DEBUG] iteration=22, ncalls=1623, regioncalls=920, ndraw=40, logz=-17623.64, remainder_fraction=100.0000%, Lmin=-17043.18, Lmax=-128.86
22:32:43 [ultranest] [DEBUG] iteration=23, ncalls=1624, regioncalls=960, ndraw=40, logz=-17050.57, remainder_fraction=100.0000%, Lmin=-17023.42, Lmax=-128.86
22:32:43 [ultranest] [DEBUG] iteration=24, ncalls=1625, regioncalls=1000, ndraw=40, logz=-17030.81, remainder_fraction=100.0000%, Lmin=-16793.84, Lmax=-128.86
22:32:43 [ultranest] [DEBUG] iteration=25, ncalls=1626, regioncalls=1040, ndraw=40, logz=-16801.23, remainder_fraction=100.0000%, Lmin=-15877.65, Lmax=-128.86
22:32:43 [ultranest] [DEBUG] iteration=27, ncalls=1628, regioncalls=1120, ndraw=40, logz=-15592.18, remainder_fraction=100.0000%, Lmin=-15552.27, Lmax=-128.86
22:32:43 [ultranest] [DEBUG] iteration=28, ncalls=1629, regioncalls=1160, ndraw=40, logz=-15559.67, remainder_fraction=100.0000%, Lmin=-15327.60, Lmax=-128.86
22:32:43 [ultranest] [DEBUG] iteration=30, ncalls=1631, regioncalls=1240, ndraw=40, logz=-15011.45, remainder_fraction=100.0000%, Lmin=-14212.63, Lmax=-128.86
22:32:43 [ultranest] [DEBUG] iteration=31, ncalls=1632, regioncalls=1280, ndraw=40, logz=-14220.02, remainder_fraction=100.0000%, Lmin=-14033.49, Lmax=-128.86
22:32:44 [ultranest] [DEBUG] iteration=32, ncalls=1633, regioncalls=1320, ndraw=40, logz=-14040.89, remainder_fraction=100.0000%, Lmin=-12944.24, Lmax=-128.86
22:32:44 [ultranest] [DEBUG] iteration=33, ncalls=1634, regioncalls=1360, ndraw=40, logz=-12951.64, remainder_fraction=100.0000%, Lmin=-12933.14, Lmax=-128.86
22:32:44 [ultranest] [DEBUG] iteration=34, ncalls=1635, regioncalls=1400, ndraw=40, logz=-12940.54, remainder_fraction=100.0000%, Lmin=-12920.40, Lmax=-128.86
22:32:44 [ultranest] [DEBUG] iteration=35, ncalls=1636, regioncalls=1440, ndraw=40, logz=-12927.80, remainder_fraction=100.0000%, Lmin=-12896.84, Lmax=-128.86
22:32:44 [ultranest] [DEBUG] iteration=36, ncalls=1637, regioncalls=1480, ndraw=40, logz=-12904.24, remainder_fraction=100.0000%, Lmin=-12518.12, Lmax=-128.86
22:32:44 [ultranest] [DEBUG] iteration=37, ncalls=1638, regioncalls=1520, ndraw=40, logz=-12525.52, remainder_fraction=100.0000%, Lmin=-12198.44, Lmax=-128.86
22:32:44 [ultranest] [DEBUG] iteration=38, ncalls=1639, regioncalls=1560, ndraw=40, logz=-12205.84, remainder_fraction=100.0000%, Lmin=-11659.32, Lmax=-128.86
22:32:45 [ultranest] [DEBUG] iteration=39, ncalls=1640, regioncalls=1600, ndraw=40, logz=-11666.72, remainder_fraction=100.0000%, Lmin=-11284.26, Lmax=-128.86
22:32:45 [ultranest] [DEBUG] iteration=40, ncalls=1641, regioncalls=1640, ndraw=40, logz=-11291.67, remainder_fraction=100.0000%, Lmin=-10909.44, Lmax=-128.86
22:32:45 [ultranest] [DEBUG] iteration=41, ncalls=1642, regioncalls=1680, ndraw=40, logz=-10916.84, remainder_fraction=100.0000%, Lmin=-10416.37, Lmax=-128.86
22:32:45 [ultranest] [DEBUG] iteration=43, ncalls=1644, regioncalls=1760, ndraw=40, logz=-10043.19, remainder_fraction=100.0000%, Lmin=-9643.38, Lmax=-128.86
22:32:45 [ultranest] [DEBUG] iteration=44, ncalls=1645, regioncalls=1800, ndraw=40, logz=-9650.79, remainder_fraction=100.0000%, Lmin=-9618.93, Lmax=-128.86
22:32:45 [ultranest] [DEBUG] iteration=45, ncalls=1646, regioncalls=1840, ndraw=40, logz=-9626.34, remainder_fraction=100.0000%, Lmin=-9354.96, Lmax=-128.86
22:32:45 [ultranest] [DEBUG] iteration=46, ncalls=1647, regioncalls=1880, ndraw=40, logz=-9362.37, remainder_fraction=100.0000%, Lmin=-7895.50, Lmax=-128.86
22:32:46 [ultranest] [DEBUG] iteration=48, ncalls=1649, regioncalls=1960, ndraw=40, logz=-7746.87, remainder_fraction=100.0000%, Lmin=-7515.20, Lmax=-128.86
22:32:46 [ultranest] [DEBUG] iteration=49, ncalls=1651, regioncalls=2040, ndraw=40, logz=-7522.61, remainder_fraction=100.0000%, Lmin=-7326.30, Lmax=-128.86
22:32:46 [ultranest] [DEBUG] iteration=51, ncalls=1653, regioncalls=2120, ndraw=40, logz=-7219.17, remainder_fraction=100.0000%, Lmin=-7166.87, Lmax=-128.86
22:32:46 [ultranest] [DEBUG] iteration=54, ncalls=1656, regioncalls=2240, ndraw=40, logz=-6904.30, remainder_fraction=100.0000%, Lmin=-6588.51, Lmax=-128.86
22:32:46 [ultranest] [DEBUG] iteration=56, ncalls=1658, regioncalls=2320, ndraw=40, logz=-6577.56, remainder_fraction=100.0000%, Lmin=-6522.28, Lmax=-128.86
22:32:46 [ultranest] [DEBUG] iteration=59, ncalls=1661, regioncalls=2440, ndraw=40, logz=-6412.88, remainder_fraction=100.0000%, Lmin=-6290.15, Lmax=-128.86
22:32:46 [ultranest] [DEBUG] iteration=61, ncalls=1663, regioncalls=2520, ndraw=40, logz=-6194.29, remainder_fraction=100.0000%, Lmin=-6121.24, Lmax=-128.86
22:32:46 [ultranest] [DEBUG] iteration=63, ncalls=1665, regioncalls=2600, ndraw=40, logz=-5936.59, remainder_fraction=100.0000%, Lmin=-5827.26, Lmax=-128.86
22:32:47 [ultranest] [DEBUG] iteration=65, ncalls=1667, regioncalls=2680, ndraw=40, logz=-5761.13, remainder_fraction=100.0000%, Lmin=-5726.53, Lmax=-128.86
22:32:47 [ultranest] [DEBUG] iteration=66, ncalls=1668, regioncalls=2720, ndraw=40, logz=-5733.95, remainder_fraction=100.0000%, Lmin=-5658.49, Lmax=-128.86
22:32:47 [ultranest] [DEBUG] iteration=69, ncalls=1671, regioncalls=2840, ndraw=40, logz=-5422.48, remainder_fraction=100.0000%, Lmin=-5295.80, Lmax=-128.86
22:32:47 [ultranest] [DEBUG] iteration=71, ncalls=1673, regioncalls=2920, ndraw=40, logz=-5250.53, remainder_fraction=100.0000%, Lmin=-5064.47, Lmax=-128.86
22:32:47 [ultranest] [DEBUG] iteration=72, ncalls=1674, regioncalls=2960, ndraw=40, logz=-5071.89, remainder_fraction=100.0000%, Lmin=-4887.83, Lmax=-128.86
22:32:47 [ultranest] [DEBUG] iteration=74, ncalls=1677, regioncalls=3080, ndraw=40, logz=-4854.09, remainder_fraction=100.0000%, Lmin=-4782.15, Lmax=-128.86
22:32:47 [ultranest] [DEBUG] iteration=76, ncalls=1679, regioncalls=3160, ndraw=40, logz=-4715.63, remainder_fraction=100.0000%, Lmin=-4646.51, Lmax=-128.86
22:32:47 [ultranest] [DEBUG] iteration=78, ncalls=1681, regioncalls=3240, ndraw=40, logz=-4603.14, remainder_fraction=100.0000%, Lmin=-4546.58, Lmax=-128.86
22:32:48 [ultranest] [DEBUG] iteration=81, ncalls=1684, regioncalls=3360, ndraw=40, logz=-4402.76, remainder_fraction=100.0000%, Lmin=-4385.41, Lmax=-128.86
22:32:48 [ultranest] [DEBUG] iteration=83, ncalls=1686, regioncalls=3440, ndraw=40, logz=-4276.92, remainder_fraction=100.0000%, Lmin=-4222.85, Lmax=-128.86
22:32:48 [ultranest] [DEBUG] iteration=85, ncalls=1688, regioncalls=3520, ndraw=40, logz=-4138.53, remainder_fraction=100.0000%, Lmin=-4007.23, Lmax=-128.86
22:32:48 [ultranest] [DEBUG] iteration=88, ncalls=1691, regioncalls=3640, ndraw=40, logz=-3790.25, remainder_fraction=100.0000%, Lmin=-3747.14, Lmax=-128.86
22:32:48 [ultranest] [DEBUG] iteration=91, ncalls=1694, regioncalls=3760, ndraw=40, logz=-3656.99, remainder_fraction=100.0000%, Lmin=-3645.92, Lmax=-128.86
22:32:48 [ultranest] [DEBUG] iteration=93, ncalls=1696, regioncalls=3840, ndraw=40, logz=-3640.81, remainder_fraction=100.0000%, Lmin=-3622.06, Lmax=-128.86
22:32:49 [ultranest] [DEBUG] iteration=94, ncalls=1697, regioncalls=3880, ndraw=40, logz=-3629.50, remainder_fraction=100.0000%, Lmin=-3615.63, Lmax=-128.86
22:32:49 [ultranest] [DEBUG] iteration=98, ncalls=1701, regioncalls=4040, ndraw=40, logz=-3573.63, remainder_fraction=100.0000%, Lmin=-3468.38, Lmax=-128.86
22:32:49 [ultranest] [DEBUG] iteration=100, ncalls=1703, regioncalls=4120, ndraw=40, logz=-3457.18, remainder_fraction=100.0000%, Lmin=-3447.70, Lmax=-128.86
22:32:49 [ultranest] [DEBUG] iteration=101, ncalls=1704, regioncalls=4160, ndraw=40, logz=-3455.02, remainder_fraction=100.0000%, Lmin=-3415.36, Lmax=-128.86
22:32:49 [ultranest] [DEBUG] iteration=102, ncalls=1705, regioncalls=4200, ndraw=40, logz=-3422.80, remainder_fraction=100.0000%, Lmin=-3305.74, Lmax=-128.86
22:32:49 [ultranest] [DEBUG] iteration=104, ncalls=1707, regioncalls=4280, ndraw=40, logz=-3300.76, remainder_fraction=100.0000%, Lmin=-3216.60, Lmax=-128.86
22:32:50 [ultranest] [DEBUG] iteration=105, ncalls=1709, regioncalls=4360, ndraw=40, logz=-3224.04, remainder_fraction=100.0000%, Lmin=-3191.77, Lmax=-128.86
22:32:50 [ultranest] [DEBUG] iteration=107, ncalls=1711, regioncalls=4440, ndraw=40, logz=-3117.18, remainder_fraction=100.0000%, Lmin=-3093.53, Lmax=-128.86
22:32:50 [ultranest] [DEBUG] iteration=108, ncalls=1712, regioncalls=4480, ndraw=40, logz=-3100.97, remainder_fraction=100.0000%, Lmin=-3088.60, Lmax=-128.86
22:32:50 [ultranest] [DEBUG] iteration=111, ncalls=1715, regioncalls=4600, ndraw=40, logz=-3062.50, remainder_fraction=100.0000%, Lmin=-3045.40, Lmax=-128.86
22:32:50 [ultranest] [DEBUG] iteration=114, ncalls=1718, regioncalls=4720, ndraw=40, logz=-2946.22, remainder_fraction=100.0000%, Lmin=-2910.32, Lmax=-128.86
22:32:50 [ultranest] [DEBUG] iteration=117, ncalls=1721, regioncalls=4840, ndraw=40, logz=-2899.63, remainder_fraction=100.0000%, Lmin=-2812.84, Lmax=-128.86
22:32:50 [ultranest] [DEBUG] iteration=120, ncalls=1724, regioncalls=4960, ndraw=40, logz=-2766.96, remainder_fraction=100.0000%, Lmin=-2709.28, Lmax=-128.86
22:32:50 [ultranest] [DEBUG] iteration=123, ncalls=1727, regioncalls=5080, ndraw=40, logz=-2677.39, remainder_fraction=100.0000%, Lmin=-2632.21, Lmax=-128.86
22:32:51 [ultranest] [DEBUG] iteration=125, ncalls=1729, regioncalls=5160, ndraw=40, logz=-2587.64, remainder_fraction=100.0000%, Lmin=-2527.67, Lmax=-128.86
22:32:51 [ultranest] [DEBUG] iteration=128, ncalls=1732, regioncalls=5280, ndraw=40, logz=-2469.72, remainder_fraction=100.0000%, Lmin=-2460.43, Lmax=-128.86
22:32:51 [ultranest] [DEBUG] iteration=131, ncalls=1735, regioncalls=5400, ndraw=40, logz=-2425.96, remainder_fraction=100.0000%, Lmin=-2407.67, Lmax=-128.86
22:32:51 [ultranest] [DEBUG] iteration=135, ncalls=1739, regioncalls=5560, ndraw=40, logz=-2365.71, remainder_fraction=100.0000%, Lmin=-2354.58, Lmax=-128.86
22:32:51 [ultranest] [DEBUG] iteration=138, ncalls=1742, regioncalls=5680, ndraw=40, logz=-2340.91, remainder_fraction=100.0000%, Lmin=-2291.90, Lmax=-128.86
22:32:51 [ultranest] [DEBUG] iteration=140, ncalls=1745, regioncalls=5800, ndraw=40, logz=-2284.53, remainder_fraction=100.0000%, Lmin=-2239.83, Lmax=-128.86
22:32:51 [ultranest] [DEBUG] iteration=142, ncalls=1747, regioncalls=5880, ndraw=40, logz=-2226.98, remainder_fraction=100.0000%, Lmin=-2179.41, Lmax=-128.86
22:32:51 [ultranest] [DEBUG] iteration=144, ncalls=1749, regioncalls=5960, ndraw=40, logz=-2172.33, remainder_fraction=100.0000%, Lmin=-2143.61, Lmax=-128.86
22:32:52 [ultranest] [DEBUG] iteration=147, ncalls=1752, regioncalls=6080, ndraw=40, logz=-2110.58, remainder_fraction=100.0000%, Lmin=-2093.90, Lmax=-128.86
22:32:52 [ultranest] [DEBUG] iteration=149, ncalls=1754, regioncalls=6160, ndraw=40, logz=-2099.03, remainder_fraction=100.0000%, Lmin=-2082.89, Lmax=-128.86
22:32:52 [ultranest] [DEBUG] iteration=151, ncalls=1756, regioncalls=6240, ndraw=40, logz=-2067.90, remainder_fraction=100.0000%, Lmin=-2059.38, Lmax=-128.86
