Om Ob h ns s8 Mnu w scale_factor
1.814249423061302935e-01 6.102331041635428166e-02 7.321156576798599769e-01 1.024627599906164921e+00 8.323082869925872984e-01 7.820846519845521261e-01 -9.585053186776051337e-01 1.520755131989747255e+01
1.037732857909966638e-01 3.196539889907937942e-02 7.736992463988577873e-01 1.095378512121563341e+00 9.480158876192879003e-01 3.046548851615770159e-01 -1.272411978964951285e+00 1.518196073996323570e+01
1.436445346332200501e-01 3.778078570407239489e-02 5.472566235365603493e-01 1.098782085024398336e+00 8.726668459813384793e-01 3.741310898398478857e-01 -9.506824627767977987e-01 1.505231563321488863e+01
1.856651553214385963e-01 5.900812076605948392e-02 5.032668580862008634e-01 1.065107614167293271e+00 8.433959084291924313e-01 2.491647947421632425e-01 -9.891156223991854901e-01 1.528518366806546425e+01
1.950500355308162626e-01 5.382455280529972741e-02 6.173796699236093755e-01 1.021850997644947245e+00 8.261607445738240463e-01 8.226406442287451659e-01 -8.504450500457783058e-01 1.513979223628166260e+01
1.835722349254589048e-01 5.815204621335513802e-02 6.743707487353535202e-01 1.040813457399653252e+00 8.533370710270173909e-01 8.433602276952287813e-01 -8.549116344854577054e-01 1.496833395856362259e+01
1.608191820482153256e-01 3.157922585769067786e-02 6.304811200060245202e-01 1.049663429005282644e+00 8.779548586737133675e-01 8.802791268007709169e-01 -1.137491012542368063e+00 1.520719579127076315e+01
1.544380375408345718e-01 4.857545618498132489e-02 7.722461134133774552e-01 1.009563816449343010e+00 8.850218143242620794e-01 6.572599760820175829e-01 -1.064388160711677633e+00 1.515152911481729170e+01
1.463906728443802041e-01 3.245714429540740714e-02 5.076130442177443358e-01 1.074774243905874727e+00 9.179430926388779666e-01 2.173564622030323412e-01 -1.252642730463049858e+00 1.533407456125918067e+01
1.621965033595393901e-01 6.462434083907106497e-02 8.015518651570007203e-01 1.066888641338295862e+00 8.177608276848136182e-01 7.698968561730462623e-01 -1.009183075971155530e+00 1.511596079736592912e+01
1.656457387597291553e-01 3.178220401394510342e-02 5.272426802187016870e-01 1.083256057928050797e+00 8.623186458845519820e-01 6.833722679924101318e-01 -8.942130946069208886e-01 1.493331556104406843e+01
1.587997513134127847e-01 4.416167662009953809e-02 5.526875471223678948e-01 1.059018798564363539e+00 8.820588278598147092e-01 2.734223017473896844e-01 -9.274039552502523209e-01 1.515689226229889641e+01
1.127077059352021848e-01 3.082392603764428154e-02 7.838550515236062388e-01 1.047416975487760027e+00 9.611548315782330043e-01 3.921968579174571756e-01 -1.201874049568241842e+00 1.514359132605441260e+01
1.715157821477331646e-01 6.895047799108802722e-02 8.214383005131380422e-01 1.066062923217691027e+00 8.018111951761343059e-01 9.091253746338024966e-01 -8.834307500404290359e-01 1.510786910144472017e+01
1.488763824320898377e-01 6.548368599712187099e-02 8.791843911896058961e-01 1.038085308279896424e+00 8.583387272585003558e-01 1.475394272262644524e-01 -1.059546998093705561e+00 1.512753712176089138e+01
1.551858599596052379e-01 5.094377191257896259e-02 7.669137837219039966e-01 1.020781111352775827e+00 8.609546319131512471e-01 7.053247114194648448e-01 -9.243952256457581562e-01 1.505793201406787141e+01
1.276964919562244005e-01 5.480042265336625140e-02 8.302623760275863463e-01 1.090962079695685816e+00 8.763546194152518343e-01 1.339018337218088606e-01 -1.215692751919688286e+00 1.521378129653745148e+01
1.374621357452751047e-01 4.707668206918468046e-02 6.078654890995360827e-01 1.097035941456332653e+00 8.814157602923462509e-01 1.684279432897787254e-01 -1.173489898328736958e+00 1.530647673692052102e+01
1.928370671474036180e-01 5.452876777995648711e-02 6.539122691823692213e-01 1.011105438673339130e+00 8.504427572253063783e-01 8.785310919296451804e-01 -8.455893557476341638e-01 1.506013411674215163e+01
2.005037285861720753e-01 6.669068761330484985e-02 6.659242703516496942e-01 1.043212937877487478e+00 8.159452666920846697e-01 8.912249268183696227e-01 -7.976169148317779900e-01 1.502407245029712968e+01
1.442906712507091571e-01 3.579387506207453579e-02 5.772442935792592156e-01 1.051194717245262922e+00 9.354339025045614875e-01 2.304964420618593191e-01 -1.059239013494966741e+00 1.509233995739931089e+01
1.233356007312195329e-01 4.785340110933418434e-02 7.046497719063513632e-01 1.091044201698107452e+00 9.085123586607081192e-01 7.251748337983676684e-02 -1.245223193266696615e+00 1.526307304055909064e+01
1.582103141623572851e-01 3.682019605044442589e-02 5.183399697397716999e-01 1.072344676371179695e+00 9.018869787844945307e-01 3.014715937479500174e-01 -1.148912666481722411e+00 1.526660955520880769e+01
1.245619482148273283e-01 3.480708996705051544e-02 8.923032444113775385e-01 1.007709722311614042e+00 9.322215472684004522e-01 7.210704396083063017e-01 -1.224098349827203780e+00 1.520450759012041964e+01
1.692181613654000771e-01 6.660022570806561903e-02 8.382480752998047180e-01 1.030088537815778915e+00 8.297914497182421467e-01 7.337929217282149752e-01 -1.120450640189121216e+00 1.528229169607270599e+01
1.637886845404422642e-01 6.851534394111950810e-02 8.602329674647365421e-01 1.023725214631056257e+00 8.253110224051922739e-01 5.589668068678494972e-01 -9.388818133570779878e-01 1.516766030951327870e+01
1.623910858856514594e-01 4.429249354263786742e-02 7.134092083384848682e-01 1.001637804134877685e+00 8.664917279822086371e-01 8.333468875701224299e-01 -8.789040230518133656e-01 1.496092239488264397e+01
1.760943648655080018e-01 3.924706021773380349e-02 5.496385931358369614e-01 1.080662335929146289e+00 8.469070352990990536e-01 7.393552856211472735e-01 -9.302911743462656258e-01 1.504763639875190329e+01
1.555260613284866200e-01 4.361936738151872550e-02 5.274093008254724380e-01 1.058577581740588691e+00 9.209002499586191881e-01 1.192146309113689129e-01 -1.210309820526035862e+00 1.536350792089506712e+01
1.738716924311289047e-01 3.398144187463941757e-02 5.034497325565192583e-01 1.056157601935675761e+00 8.728547116551699236e-01 5.165196009218355755e-01 -1.118166268231094662e+00 1.533300027479773320e+01
1.373051127590448617e-01 5.101343576526989887e-02 7.620415054064029192e-01 1.062894084926237603e+00 8.725192504284420281e-01 3.516340512005589058e-01 -1.248458364386721975e+00 1.520662525853342117e+01
1.790650406414719120e-01 3.063743508433508164e-02 5.763293452209259371e-01 1.040809568993137590e+00 8.759872348084736249e-01 9.326907686381271656e-01 -9.955101816120477398e-01 1.502609078151172461e+01
1.240872783983446581e-01 3.197453289028368006e-02 7.731790746658973035e-01 1.063766049264919467e+00 9.110743499154000391e-01 7.574458791755167564e-01 -1.277399937192645440e+00 1.508759796747679083e+01
2.108194410119875184e-01 6.208227931969552416e-02 6.010038297269121310e-01 1.061792223983577754e+00 8.192968034520193843e-01 9.388018488089890923e-01 -9.056216456351191546e-01 1.510337543750940270e+01
1.911525221991403622e-01 4.411469269911620639e-02 5.607801012992197354e-01 1.057189179405053192e+00 8.528374840559813652e-01 7.881221294904586783e-01 -8.880830029506158185e-01 1.501967342567211183e+01
1.623791695798315338e-01 6.413845107154611536e-02 8.801743012211591388e-01 1.006934941549196161e+00 8.522236294231352316e-01 6.066679651402225870e-01 -9.720352516986676683e-01 1.512148148698688743e+01
1.595930876977966206e-01 3.337700031759347624e-02 5.814409878460176095e-01 1.014652364984002020e+00 9.146604454713849197e-01 4.248104905719493063e-01 -1.199235991093362541e+00 1.532471440430072462e+01
1.611610429464920280e-01 3.504059238916820695e-02 5.214688572494724506e-01 1.085944540100630462e+00 8.814297854604417060e-01 5.354459930178923077e-01 -9.455759047297904729e-01 1.493124799217861387e+01
1.567685686958132929e-01 3.216586418500209932e-02 5.359758851026652504e-01 1.041565859492899815e+00 9.135644719352871146e-01 3.517066169793731101e-01 -1.050728772313731518e+00 1.515305558472543268e+01
1.208967035433321374e-01 3.895524322123469774e-02 7.317236201377551597e-01 1.069159010801930210e+00 9.099052744117752667e-01 2.978352911035427319e-01 -1.179246846419278238e+00 1.520327428401582992e+01
1.812706808664751312e-01 3.512772138516060544e-02 5.438859823139265970e-01 9.986623959308813525e-01 9.018772180375758118e-01 5.238574177784282027e-01 -1.163228763068429039e+00 1.527346453152882333e+01
1.703210227674744059e-01 4.606110535991339572e-02 5.683933563700587221e-01 1.036859494109532598e+00 8.705618034856981158e-01 4.288675588881993850e-01 -1.142924727191882983e+00 1.524762870647241897e+01
1.152063358487699918e-01 3.659390349356243105e-02 6.374257993760588104e-01 1.099071452227977641e+00 9.248239660699482112e-01 9.319921915361201181e-02 -1.277374742212471492e+00 1.534952679215817106e+01
1.666308731568833523e-01 4.473624233319182381e-02 5.248901548903639469e-01 1.101093556194807199e+00 8.453000627437102787e-01 4.762141739074249314e-01 -8.901550151704638036e-01 1.502496834474765564e+01
1.567025316495125331e-01 3.036765832100087048e-02 5.882860871532525904e-01 1.059229082573341252e+00 8.799939720452987224e-01 6.868642306881012072e-01 -1.096306239928821036e+00 1.511641994501913899e+01
1.493102979909689543e-01 5.843483341261533626e-02 6.329301831132533307e-01 1.091359346549318765e+00 8.648071109291366465e-01 2.785062089223366844e-02 -1.070064472688213586e+00 1.528344277060024226e+01
1.662994657689567113e-01 3.068375091000011962e-02 5.017346574096015477e-01 1.030708269958574119e+00 9.333489839521563747e-01 2.785460188888517208e-01 -9.915378995614523294e-01 1.517034474423438972e+01
1.834032317676199120e-01 6.437856868019201095e-02 6.607678908192043954e-01 1.035428068355507936e+00 8.335080021760498115e-01 5.160932487096441257e-01 -8.022993732893966001e-01 1.503646081673304380e+01
1.784096513813013540e-01 5.042734465759342311e-02 6.128065122609146487e-01 1.066386291405574172e+00 8.276154231985926035e-01 7.907684724224429695e-01 -9.309393749782473026e-01 1.511365859054089000e+01
1.945035256354877284e-01 3.716988337673278464e-02 5.408594595115675530e-01 1.029387855353972592e+00 8.720868256371703264e-01 8.043992785053638572e-01 -8.216708487535053784e-01 1.495805725518415663e+01
1.942838916652481762e-01 4.465844004127472733e-02 5.582568575551306589e-01 1.046435254885290655e+00 8.478304340426748853e-01 8.127865959844663424e-01 -8.770717292056038339e-01 1.506230451206844378e+01
1.427631317529729493e-01 3.087784018068648328e-02 5.136558139440915438e-01 1.128768873322905320e+00 8.960605958056292453e-01 4.111941381108726312e-01 -1.272690604125674696e+00 1.526342742191914503e+01
1.154157936656275280e-01 3.944852134639306729e-02 6.519948196254286010e-01 1.098635709149767159e+00 9.282736180314007379e-01 8.237814382325625573e-02 -1.267311979913441800e+00 1.530056110770544642e+01
1.817511457200754466e-01 6.175275890568209664e-02 8.839818271536763472e-01 9.324443028058515548e-01 8.816148064156614783e-01 8.975470701991401512e-01 -8.293045335347674074e-01 1.502299749834863896e+01
2.057047971929197028e-01 3.617477495705935520e-02 5.179960947371946567e-01 1.059605962486813269e+00 8.585815334530051413e-01 9.580343057656042216e-01 -8.426098138081751232e-01 1.500655217818513343e+01
