Om Ob h ns s8 Mnu w scale_factor
3.333214777183386435e-01 5.871956663419287265e-02 5.112458215741485512e-01 1.144973861094118250e+00 7.040221608665393482e-01 6.435237628613033056e-01 -1.057053629340907630e+00 1.451903873709482973e+01
3.667473661408925389e-01 4.144394189845439919e-02 7.795160714853570649e-01 8.590844155792245473e-01 8.631900591640554454e-01 8.279059208715005003e-01 -8.446587210062167506e-01 1.384451989266142213e+01
3.909747617178757073e-01 4.807097162641825461e-02 5.976592220188302607e-01 1.021840716217762512e+00 9.739614517166463870e-01 3.816227059060028903e-01 -7.695938163166181623e-01 6.815998626299569096e+00
2.926716383985701331e-01 3.336820558037607160e-02 5.505294125955582096e-01 1.171921436234545144e+00 6.851224849811591300e-01 8.004866097676170966e-01 -1.081343701255761180e+00 1.436177347531062409e+01
3.198382498898684756e-01 3.075969086258391674e-02 8.244549297918648545e-01 8.971840043387961927e-01 8.785714522575372998e-01 4.690921103173615325e-01 -1.150473438368447621e+00 1.544367193845229380e+01
4.216439934727851391e-01 6.236689796287574888e-02 5.356211848147917065e-01 9.852081588478620588e-01 8.034487495168800564e-01 3.695543081583729794e-01 -1.034724568269748124e+00 1.420720451083133362e+01
4.712515681667205358e-01 3.660189109964472748e-02 6.049888344118389272e-01 8.250141272972404405e-01 9.048922678642535855e-01 1.470809538575207909e-01 -1.029122918308138734e+00 1.548226521796861554e+01
3.283564945242707922e-01 4.902039737625214083e-02 6.760798431744108328e-01 9.582238829076767939e-01 7.534784806716066097e-01 1.913754799958769515e-01 -1.132801917320019003e+00 1.525526829989025757e+01
4.067329117393360116e-01 5.907456483384840307e-02 5.989931486147045403e-01 9.322325773328343779e-01 8.469975688776424372e-01 5.071744219060870806e-01 -9.693823772143099760e-01 1.554312021549018574e+01
3.399987239034013564e-01 4.156255269521454826e-02 7.471832842863721513e-01 1.050525811214000793e+00 9.991235730892527034e-01 2.816442837411898825e-01 -1.231895047142335109e+00 7.546699165915771168e+00
4.832693758214675617e-01 3.319420797084910585e-02 5.563642205529122364e-01 8.724395438689893645e-01 8.501028355482845855e-01 9.844651863514419787e-02 -1.122890108228812300e+00 1.581056711680315097e+01
4.010385360679631361e-01 5.468905477847618712e-02 5.477564661335163620e-01 9.531324656243510551e-01 7.832705015314226360e-01 2.422176446357248158e-01 -8.873737431880520665e-01 1.466749192468094520e+01
2.924177129226963046e-01 3.085724054207000452e-02 8.019882886644149611e-01 9.430379619383930656e-01 8.108295603058842671e-01 5.764287927718388937e-01 -1.235831248248799197e+00 1.573551364944130171e+01
4.133379602794894359e-01 6.948801929382428244e-02 6.215677141496243063e-01 8.378032959130167212e-01 7.689292402360556888e-01 3.434086731041726681e-01 -1.116166420876963494e+00 6.377265783513290387e+01
4.809633337375271989e-01 3.521305759141037800e-02 5.988852128111119555e-01 8.387128004771075007e-01 8.114935888253155261e-01 3.455907167276263126e-01 -1.088051046899644492e+00 1.541299069736247418e+01
3.584119556109063298e-01 5.751541584767624199e-02 8.688761346825883969e-01 9.651030646931918477e-01 9.960574796149633814e-01 3.374692666815878317e-01 -1.113576014842977635e+00 7.533413239565556196e+00
2.688136654629760258e-01 4.952564002867909654e-02 7.330060479151169206e-01 1.092654311863843652e+00 7.744581718584470087e-01 7.341566417012358459e-01 -7.565779426264668261e-01 1.377912430994309467e+01
2.866243082364821060e-01 3.681334186643349382e-02 5.664086786075054336e-01 1.122442678707836983e+00 7.098671981696558220e-01 5.974178905183302746e-02 -1.042102546713002731e+00 1.492511572369510375e+01
3.463665521035287354e-01 5.574242229374513913e-02 8.635110807104198205e-01 8.445599198442412803e-01 8.356686336099106160e-01 6.429206282159773966e-01 -1.188609230715576670e+00 1.517451735087005460e+01
3.250284583298852503e-01 4.294346037882450923e-02 7.318485074326390727e-01 9.635667689238308631e-01 7.966416753420813013e-01 4.013464063209070121e-01 -1.098806551915123331e+00 1.504977699452506101e+01
2.676766340723096826e-01 4.417775656749856061e-02 8.414651855460331120e-01 9.547929547116489335e-01 7.518060723525705757e-01 6.731642425946486874e-01 -1.135748865162618637e+00 1.457295591356820275e+01
1.814840100616900431e-01 4.209379551018745114e-02 8.744239323464542135e-01 1.193487483629605883e+00 6.307359142630687421e-01 3.340270305525544492e-01 -1.171812281764343933e+00 5.042136006042509422e+01
4.142360819433332786e-01 5.206652181328774720e-02 5.518242968780109337e-01 9.356562248473569987e-01 7.635828979060435007e-01 5.892631822962790533e-01 -8.568889098454897102e-01 1.542371849939460127e+01
3.987627907224412516e-01 6.644877502110022038e-02 7.985349200273368364e-01 8.496854382861637189e-01 8.101019085169787193e-01 6.265273066939758273e-01 -1.013158532355927122e+00 1.435792943215622763e+01
4.421054455808821615e-01 6.752446287919097734e-02 7.119010304496531383e-01 1.007668473869300474e+00 7.520140422948663472e-01 6.481704836024545502e-01 -7.528798825792858418e-01 8.485812686446911357e+01
4.778596238414883901e-01 5.479355099618333363e-02 5.134571819408630944e-01 9.111803141767288450e-01 7.646266371192428357e-01 2.516437644810298191e-01 -9.754091059646741169e-01 1.382305644927270016e+01
3.598295904601406248e-01 6.030658378009798315e-02 6.207511900404456551e-01 1.010938157651526170e+00 7.547885138756259549e-01 1.525157680640000235e-01 -1.051532772003277438e+00 1.550351651008853793e+01
3.218431482722470260e-01 6.121890116503152235e-02 8.806594329370101004e-01 8.877949700915502840e-01 8.253102153465323720e-01 2.279469971035718578e-01 -7.457866801859492911e-01 1.484482807763558299e+01
4.417343621755538408e-01 6.788304521908028466e-02 6.875194207534043311e-01 8.400734303205837916e-01 7.242396807715937301e-01 8.838951908920817946e-01 -7.489724965193803596e-01 1.424125122401174970e+01
