18:26:25 [ultranest] [DEBUG] ReactiveNestedSampler: dims=8+0, resume=True, log_dir=/home/ljy/BettiCurveCosmo/Emulator/model-fof/mcmc_result/nwLH-Recovery/16/combined, backend=hdf5, vectorized=False, nbootstraps=30, ndraw=128..65536
18:26:25 [ultranest] [INFO] Sampling 1600 live points from prior ...
18:26:59 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.10, Lepsilon=0.0010, min_ess=400
18:26:59 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=1600, cluster_num_live_points=40
18:26:59 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 1600.0), (inf, 1600.0)]
18:27:00 [ultranest] [DEBUG] iteration=0, ncalls=1601, regioncalls=40, ndraw=40, logz=-inf, remainder_fraction=100.0000%, Lmin=-49147.52, Lmax=-37.29
18:27:00 [ultranest] [DEBUG] iteration=5, ncalls=1606, regioncalls=240, ndraw=40, logz=-45032.28, remainder_fraction=100.0000%, Lmin=-42072.52, Lmax=-37.29
18:27:00 [ultranest] [DEBUG] iteration=10, ncalls=1611, regioncalls=440, ndraw=40, logz=-38467.89, remainder_fraction=100.0000%, Lmin=-37869.35, Lmax=-37.29
18:27:00 [ultranest] [DEBUG] iteration=15, ncalls=1616, regioncalls=640, ndraw=40, logz=-34880.91, remainder_fraction=100.0000%, Lmin=-34684.32, Lmax=-37.29
18:27:00 [ultranest] [DEBUG] iteration=20, ncalls=1621, regioncalls=840, ndraw=40, logz=-30945.86, remainder_fraction=100.0000%, Lmin=-30534.06, Lmax=-37.29
18:27:00 [ultranest] [DEBUG] iteration=25, ncalls=1626, regioncalls=1040, ndraw=40, logz=-29959.62, remainder_fraction=100.0000%, Lmin=-29894.26, Lmax=-37.29
18:27:00 [ultranest] [DEBUG] iteration=30, ncalls=1631, regioncalls=1240, ndraw=40, logz=-28295.14, remainder_fraction=100.0000%, Lmin=-28174.28, Lmax=-37.29
18:27:00 [ultranest] [DEBUG] iteration=35, ncalls=1636, regioncalls=1440, ndraw=40, logz=-27602.12, remainder_fraction=100.0000%, Lmin=-27160.87, Lmax=-37.29
18:27:01 [ultranest] [DEBUG] iteration=39, ncalls=1641, regioncalls=1640, ndraw=40, logz=-26855.52, remainder_fraction=100.0000%, Lmin=-25955.72, Lmax=-37.29
18:27:01 [ultranest] [DEBUG] iteration=44, ncalls=1646, regioncalls=1840, ndraw=40, logz=-25283.96, remainder_fraction=100.0000%, Lmin=-25135.42, Lmax=-37.29
18:27:01 [ultranest] [DEBUG] iteration=49, ncalls=1651, regioncalls=2040, ndraw=40, logz=-23190.77, remainder_fraction=100.0000%, Lmin=-22958.78, Lmax=-37.29
