18:26:25 [ultranest] [DEBUG] ReactiveNestedSampler: dims=8+0, resume=True, log_dir=/home/ljy/BettiCurveCosmo/Emulator/model-fof/mcmc_result/nwLH-Recovery/28/combined, backend=hdf5, vectorized=False, nbootstraps=30, ndraw=128..65536
18:26:25 [ultranest] [INFO] Sampling 1600 live points from prior ...
18:26:59 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.10, Lepsilon=0.0010, min_ess=400
18:26:59 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=1600, cluster_num_live_points=40
18:26:59 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 1600.0), (inf, 1600.0)]
18:26:59 [ultranest] [DEBUG] iteration=0, ncalls=1601, regioncalls=40, ndraw=40, logz=-inf, remainder_fraction=100.0000%, Lmin=-34321.31, Lmax=-219.40
18:26:59 [ultranest] [DEBUG] iteration=5, ncalls=1606, regioncalls=240, ndraw=40, logz=-28608.57, remainder_fraction=100.0000%, Lmin=-28495.98, Lmax=-219.40
18:26:59 [ultranest] [DEBUG] iteration=10, ncalls=1611, regioncalls=440, ndraw=40, logz=-25964.47, remainder_fraction=100.0000%, Lmin=-25072.56, Lmax=-219.40
18:26:59 [ultranest] [DEBUG] iteration=15, ncalls=1616, regioncalls=640, ndraw=40, logz=-23146.49, remainder_fraction=100.0000%, Lmin=-22980.39, Lmax=-219.40
18:27:00 [ultranest] [DEBUG] iteration=20, ncalls=1621, regioncalls=840, ndraw=40, logz=-21781.88, remainder_fraction=100.0000%, Lmin=-21407.36, Lmax=-219.40
18:27:00 [ultranest] [DEBUG] iteration=25, ncalls=1626, regioncalls=1040, ndraw=40, logz=-20497.61, remainder_fraction=100.0000%, Lmin=-20009.75, Lmax=-219.40
18:27:00 [ultranest] [DEBUG] iteration=30, ncalls=1631, regioncalls=1240, ndraw=40, logz=-19038.53, remainder_fraction=100.0000%, Lmin=-18865.74, Lmax=-219.40
18:27:00 [ultranest] [DEBUG] iteration=35, ncalls=1636, regioncalls=1440, ndraw=40, logz=-17393.78, remainder_fraction=100.0000%, Lmin=-17006.90, Lmax=-219.40
18:27:00 [ultranest] [DEBUG] iteration=38, ncalls=1641, regioncalls=1640, ndraw=40, logz=-16618.44, remainder_fraction=100.0000%, Lmin=-16032.87, Lmax=-219.40
18:27:00 [ultranest] [DEBUG] iteration=42, ncalls=1646, regioncalls=1840, ndraw=40, logz=-15835.20, remainder_fraction=100.0000%, Lmin=-15613.57, Lmax=-219.40
18:27:00 [ultranest] [DEBUG] iteration=47, ncalls=1651, regioncalls=2040, ndraw=40, logz=-15123.04, remainder_fraction=100.0000%, Lmin=-14980.75, Lmax=-219.40
18:27:00 [ultranest] [DEBUG] iteration=52, ncalls=1656, regioncalls=2240, ndraw=40, logz=-14687.15, remainder_fraction=100.0000%, Lmin=-14645.52, Lmax=-219.40
18:27:00 [ultranest] [DEBUG] iteration=57, ncalls=1661, regioncalls=2440, ndraw=40, logz=-14336.03, remainder_fraction=100.0000%, Lmin=-14239.64, Lmax=-219.40
