22:30:43 [ultranest] [DEBUG] ReactiveNestedSampler: dims=8+0, resume=True, log_dir=/home/ljy/BettiCurveCosmo/Emulator/model-fof-rsdz/mcmc_result/nwLH-Recovery/57/combined, backend=hdf5, vectorized=False, nbootstraps=30, ndraw=128..65536
22:30:43 [ultranest] [INFO] Sampling 1600 live points from prior ...
22:32:13 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.10, Lepsilon=0.0010, min_ess=400
22:32:13 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=1600, cluster_num_live_points=40
22:32:13 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 1600.0), (inf, 1600.0)]
22:32:15 [ultranest] [DEBUG] iteration=0, ncalls=1601, regioncalls=40, ndraw=40, logz=-inf, remainder_fraction=100.0000%, Lmin=-51370.61, Lmax=-127.89
22:32:15 [ultranest] [DEBUG] iteration=2, ncalls=1603, regioncalls=120, ndraw=40, logz=-48752.59, remainder_fraction=100.0000%, Lmin=-41320.78, Lmax=-127.89
22:32:15 [ultranest] [DEBUG] iteration=4, ncalls=1605, regioncalls=200, ndraw=40, logz=-36981.85, remainder_fraction=100.0000%, Lmin=-30308.23, Lmax=-127.89
22:32:15 [ultranest] [DEBUG] iteration=9, ncalls=1610, regioncalls=400, ndraw=40, logz=-26084.15, remainder_fraction=100.0000%, Lmin=-25975.29, Lmax=-127.89
22:32:15 [ultranest] [DEBUG] iteration=11, ncalls=1612, regioncalls=480, ndraw=40, logz=-25800.42, remainder_fraction=100.0000%, Lmin=-24790.40, Lmax=-127.89
22:32:15 [ultranest] [DEBUG] iteration=14, ncalls=1615, regioncalls=600, ndraw=40, logz=-24160.59, remainder_fraction=100.0000%, Lmin=-23860.14, Lmax=-127.89
22:32:15 [ultranest] [DEBUG] iteration=15, ncalls=1616, regioncalls=640, ndraw=40, logz=-23867.52, remainder_fraction=100.0000%, Lmin=-22114.71, Lmax=-127.89
22:32:16 [ultranest] [DEBUG] iteration=17, ncalls=1618, regioncalls=720, ndraw=40, logz=-21975.63, remainder_fraction=100.0000%, Lmin=-21554.53, Lmax=-127.89
22:32:16 [ultranest] [DEBUG] iteration=18, ncalls=1619, regioncalls=760, ndraw=40, logz=-21561.92, remainder_fraction=100.0000%, Lmin=-21536.80, Lmax=-127.89
22:32:16 [ultranest] [DEBUG] iteration=20, ncalls=1621, regioncalls=840, ndraw=40, logz=-21181.64, remainder_fraction=100.0000%, Lmin=-20586.55, Lmax=-127.89
22:32:16 [ultranest] [DEBUG] iteration=22, ncalls=1623, regioncalls=920, ndraw=40, logz=-20341.14, remainder_fraction=100.0000%, Lmin=-18921.04, Lmax=-127.89
22:32:16 [ultranest] [DEBUG] iteration=25, ncalls=1626, regioncalls=1040, ndraw=40, logz=-18348.25, remainder_fraction=100.0000%, Lmin=-17898.61, Lmax=-127.89
22:32:17 [ultranest] [DEBUG] iteration=26, ncalls=1627, regioncalls=1080, ndraw=40, logz=-17906.00, remainder_fraction=100.0000%, Lmin=-17132.78, Lmax=-127.89
22:32:17 [ultranest] [DEBUG] iteration=27, ncalls=1628, regioncalls=1120, ndraw=40, logz=-17140.17, remainder_fraction=100.0000%, Lmin=-17026.72, Lmax=-127.89
22:32:17 [ultranest] [DEBUG] iteration=29, ncalls=1630, regioncalls=1200, ndraw=40, logz=-16616.51, remainder_fraction=100.0000%, Lmin=-16540.24, Lmax=-127.89
22:32:17 [ultranest] [DEBUG] iteration=32, ncalls=1633, regioncalls=1320, ndraw=40, logz=-15123.63, remainder_fraction=100.0000%, Lmin=-15114.68, Lmax=-127.89
22:32:17 [ultranest] [DEBUG] iteration=35, ncalls=1636, regioncalls=1440, ndraw=40, logz=-14433.35, remainder_fraction=100.0000%, Lmin=-14176.90, Lmax=-127.89
22:32:17 [ultranest] [DEBUG] iteration=38, ncalls=1639, regioncalls=1560, ndraw=40, logz=-13650.65, remainder_fraction=100.0000%, Lmin=-13480.42, Lmax=-127.89
22:32:18 [ultranest] [DEBUG] iteration=42, ncalls=1643, regioncalls=1720, ndraw=40, logz=-12025.61, remainder_fraction=100.0000%, Lmin=-11878.36, Lmax=-127.89
22:32:18 [ultranest] [DEBUG] iteration=44, ncalls=1645, regioncalls=1800, ndraw=40, logz=-11616.22, remainder_fraction=100.0000%, Lmin=-11026.84, Lmax=-127.89
22:32:18 [ultranest] [DEBUG] iteration=46, ncalls=1647, regioncalls=1880, ndraw=40, logz=-9883.46, remainder_fraction=100.0000%, Lmin=-9257.29, Lmax=-127.89
22:32:18 [ultranest] [DEBUG] iteration=49, ncalls=1651, regioncalls=2040, ndraw=40, logz=-8816.02, remainder_fraction=100.0000%, Lmin=-8599.90, Lmax=-127.89
22:32:18 [ultranest] [DEBUG] iteration=51, ncalls=1653, regioncalls=2120, ndraw=40, logz=-8600.25, remainder_fraction=100.0000%, Lmin=-8188.36, Lmax=-127.89
22:32:18 [ultranest] [DEBUG] iteration=54, ncalls=1656, regioncalls=2240, ndraw=40, logz=-7842.61, remainder_fraction=100.0000%, Lmin=-7807.43, Lmax=-127.89
