3.195209642219664081e-01,9.688934013975539772e-01,5.102471991651646999e-01,2.914386275302806306e-02,2.735664909259649114e-01,1.186974090929669989e-01,1.014469475863397641e-01,1.812970640848473314e-01
1.412531527312664292e-01,1.190234036783505700e-01,8.626065122315751399e-01,6.411841357252957840e-02,3.126320160950437077e-01,1.691511706034859452e-02,7.203687879709216313e-01,1.784310517414496589e-01
2.389338475995723132e-01,8.935780730949954842e-02,5.686627275201248111e-01,1.370154820810079443e-02,2.982997986933503265e-01,5.293052319275168838e-01,6.253098149028617492e-01,1.783635905079400952e-01
3.022652522610627668e-01,4.372339345782934594e-01,4.175038380737478572e-01,3.877830601463574944e-02,2.394518595062725130e-01,3.464013769455019931e-01,9.214772784484646095e-01,1.774976210759510176e-01
2.650036004408523604e-01,5.736936172347232299e-01,5.033273770288317905e-01,1.111040755569886879e-01,2.934255952309448023e-01,1.711288966208874274e-01,3.317877742002134922e-01,1.801935350170275063e-01
3.113019208289991568e-01,7.203243970402956053e-01,3.722295369459908132e-01,5.693272653586160803e-02,2.940418519578518741e-01,1.975996619011766153e-03,7.030903101454264448e-01,1.800703072692799445e-01
2.918218474474403301e-01,6.937351232602174678e-01,8.053397120169438761e-01,2.302218593613195030e-02,2.047772913341757706e-01,8.017379230392400746e-01,6.469367400016792224e-01,1.795359574597748531e-01
2.965529087782083351e-01,7.409804063606679758e-01,5.280361145213374741e-01,3.047226766605787285e-02,2.310568334246425048e-01,2.377625001849642539e-01,8.174040193787370789e-01,1.786601915264888207e-01
2.312170579989484276e-01,1.374824118596632005e-01,6.866796942758046640e-01,1.805065541696658504e-02,2.340769237575040795e-01,6.352851969811632582e-01,9.155438530113964024e-01,1.772566656277479447e-01
2.010429178627634872e-01,4.594208759888945837e-01,7.497472591647064144e-01,6.553676776049756347e-02,3.085395453633371088e-01,1.480529571930597199e-02,3.061949559261725740e-01,1.808690623968344513e-01
2.635160850086434858e-01,6.001462911737275308e-01,6.694720597903240922e-01,3.256466359113134590e-02,2.858818253601737025e-01,3.625586072486243761e-01,2.342808467898221947e-01,1.795911994505055842e-01
2.039657429765859842e-01,7.258479006331775008e-02,7.042520291780585140e-01,5.416824471106281014e-02,2.643425436261466199e-01,5.927616749678445984e-01,7.891727223725790719e-01,1.771020605801009451e-01
1.891391837095356410e-01,3.830012953427308076e-01,5.726455121623734712e-01,1.954813498785165637e-01,2.791551686006586430e-01,1.109469949859432925e-01,5.954996158525777128e-01,1.779624375162510708e-01
2.175476061051213605e-01,2.646310159532241357e-01,6.201092763662011675e-01,9.685213293005881519e-02,2.571145599769327217e-01,4.065716750006001523e-01,6.765984133220527275e-01,1.793934286773653797e-01
2.161533446501718858e-01,4.316830667919520081e-01,6.630538610030272118e-01,1.337478761009100459e-01,2.591527727393677094e-01,3.301792531088839633e-01,4.061440677242977859e-01,1.805446316916608784e-01
2.241627285629966548e-01,4.204842436445127007e-01,7.054231744611039190e-01,4.519373464797056539e-02,3.078072278690462404e-01,2.540501383729275586e-01,3.697833441949348598e-01,1.789645046017322161e-01
2.987674503916796787e-01,2.696622154353914280e-01,2.294481444290946692e-01,1.119384696921416067e-02,3.230968514460821339e-01,2.356134373431187368e-02,8.245636610255040466e-01,1.793949434678647203e-01
3.800226731714480000e-01,5.465768899314586982e-01,5.075701962675338574e-02,7.808459377438603521e-02,2.817663265430335739e-01,1.622757231175243342e-01,8.787622770245692161e-01,1.781956655472405893e-01
4.254341323082806992e-01,9.686472312134528639e-01,1.601918496808119596e-01,5.272687532489439555e-02,2.393925162680577146e-01,2.709808769919145321e-01,6.716063167977899262e-01,1.812584240535775604e-01
3.407197867552729242e-01,8.266864573917540593e-01,5.788463169637771966e-01,6.525000580427736674e-03,2.281903365249094984e-01,6.318578655266749999e-01,3.316121458127755384e-01,1.809224837178688428e-01
1.717245774952146364e-01,4.378827768606906035e-01,5.697059404457177623e-01,2.808664166764247572e-01,2.388805393422430978e-01,3.359196629142435775e-02,7.546024412560414785e-01,1.793341658330819266e-01
2.401080300713891169e-01,7.755887870199440481e-01,6.885058198503820615e-01,1.159147238147812536e-01,2.603800109835380239e-01,7.022695659448277561e-02,2.155662897520260191e-01,1.805018380401646194e-01
2.957867755791563358e-01,5.235166487773513788e-01,3.121535345297059560e-01,7.149009714450341169e-02,2.611210291839887176e-01,8.842764792309126820e-02,9.337155899417984850e-01,1.780717763048908220e-01
3.183428186243745239e-01,7.907451975321568849e-01,4.104952453707785276e-01,6.596802272641277831e-02,2.747311551547753639e-01,8.594237050789277355e-02,3.993078634252192338e-01,1.821052786258627598e-01
2.908232006661925495e-01,2.367414611171969607e-01,2.119214910000639107e-01,5.554417649383087963e-02,3.435085444044963521e-01,1.634736647392411313e-01,1.805227839473426688e-01,1.815609843942779522e-01
3.687967298592926269e-01,5.175057888137097883e-01,1.291967267783921680e-01,2.926123633734631357e-02,3.338181194813597541e-01,3.848352548639866200e-02,6.776612585056416282e-01,1.794616748365787939e-01
1.860675175417392524e-01,3.636167085062188553e-01,8.030259550739158314e-01,1.014173974412617835e-01,2.825789940487674068e-01,2.253390080435540566e-01,6.527798351802116539e-02,1.817571894195576243e-01
2.089172927564526550e-01,1.342705365415273744e-01,4.908690045844830707e-01,9.562723162666547649e-02,3.218957717289792630e-01,2.491682891538851419e-01,2.744696218907395346e-01,1.794157821059005620e-01
1.299064044031864595e-01,5.849885507415902852e-02,7.011123447521881991e-01,1.855900523886416242e-01,2.818322787036532939e-01,1.175695169967660991e-01,8.218292815772982873e-01,1.779207754418111742e-01
2.944066308880638472e-01,8.885202222878064715e-01,4.819811454961894226e-01,1.383158209968227415e-01,2.189799679472514971e-01,8.633711444964831117e-02,6.687334885978487575e-01,1.802953065281787670e-01
2.912437270279762402e-01,5.133620227699358107e-01,2.177587862155341836e-01,1.578732260573945112e-01,2.539029983173014537e-01,1.282917415228243263e-01,7.477338786728414677e-01,1.798486106580671207e-01
2.514294553641159280e-01,4.899336970424191806e-01,7.135873407721382566e-01,2.200992811998439547e-02,2.553547642061622658e-01,3.953055838807929545e-01,7.248052146867831613e-01,1.780307683015198428e-01
2.565657201458873549e-01,1.367087419647591284e-01,2.932362219738937625e-01,3.709054704766220900e-02,3.815501612602438808e-01,1.281746541918502014e-02,2.849815012518469581e-01,1.815771607725368830e-01
1.656536716823402977e-01,1.497425036188138603e-01,7.525518972900654413e-01,9.869246680822223172e-02,3.437704275048413805e-01,2.026599876515151333e-01,1.397274527377007636e-01,1.798274682089326948e-01
3.354174425355832545e-01,9.640530920823534577e-01,3.796770750199373046e-01,9.139210191864315103e-02,2.635163930860744408e-01,1.334299672138145321e-01,3.307984472331287895e-01,1.809156178333091447e-01
2.370429674112829177e-01,5.905635278900331908e-01,7.795538353298165912e-01,1.744801832696007970e-02,2.871145388067050108e-01,5.624647157891676796e-02,2.392645321867353236e-01,1.818354933796015871e-01
3.623350699835735100e-01,9.258287009009327218e-01,3.160609951763000414e-01,5.278471553781946546e-02,2.703578004896715625e-01,2.079817169338835370e-01,1.910616229505990304e-02,1.829786340293828029e-01
2.289474237342888352e-01,4.308597916530007010e-01,4.312034793296116719e-01,1.676244479973642565e-01,3.208448585748691073e-01,9.083249184787647867e-02,2.707131239952138557e-01,1.797191726932197142e-01
1.879471813123321788e-01,1.562869494603791876e-01,7.896275419566356479e-01,3.776966921764998708e-02,3.073820456439763094e-01,4.482675639521899180e-01,2.033561061159037120e-01,1.795024771391939000e-01
3.578358822228508984e-01,8.614444364073310378e-01,2.999060686904732043e-01,5.243983527855533566e-02,3.004652269412902976e-01,9.932776287115940850e-02,2.344429726356639376e-01,1.821879998518900201e-01
2.137224723342245336e-01,5.376084671102149271e-01,8.054226220983342621e-01,4.870619873586429227e-02,3.064033443244529309e-01,9.035987873252482316e-02,7.438920306575713681e-02,1.811885998032430889e-01
2.067367228445413929e-01,4.427954051271686953e-01,6.970322857335207178e-01,1.044137903360305153e-01,2.720536113541059953e-01,2.610284090551542313e-01,3.015920628609926046e-01,1.798479491744722214e-01
1.325125010560410932e-01,5.778866206477439871e-02,7.120871408648088430e-01,2.112609647391466283e-01,3.018843499813271825e-01,2.294720342003254698e-01,5.975302398029355144e-01,1.781366139020927053e-01
4.068006180674174077e-01,9.743361975864479607e-01,3.563117710094904078e-02,1.167961125525746047e-01,2.961379981781424031e-01,8.238842279883451525e-02,2.134412374543110946e-01,1.811108366670437508e-01
2.330417682573840965e-01,5.519351876590039563e-01,7.544389925505334826e-01,5.627215406553439520e-02,2.230767175191869511e-01,1.789969203810369558e-01,8.704126902787070463e-01,1.781594249514948936e-01
