Om Ob h ns s8 Mnu w scale_factor
3.715062388783481051e-01 4.216007647620838295e-02 5.233826699935558713e-01 1.008619411329216398e+00 8.330597913428063883e-01 3.034085812359906820e-01 -9.538884389646901107e-01 1.488480594776673804e+01
3.403967479121468021e-01 6.982303293297922875e-02 7.802891414120926017e-01 9.210262216879583352e-01 8.163206688696647007e-01 3.584299082596978381e-01 -1.101256912066546301e+00 1.490324174627464160e+01
3.478490131834922061e-01 3.349008776957879130e-02 6.639774068535083673e-01 9.407563333086422785e-01 8.367708386689338695e-01 9.733465591149965679e-01 -9.473108121356516031e-01 1.456573604413454426e+01
4.348186210104566518e-01 6.223372391635239448e-02 6.527756102646995462e-01 8.530053078749366691e-01 8.426793888418685485e-01 9.251887115300840847e-01 -1.099454922109444732e+00 1.473142978549767079e+01
4.150827678417932098e-01 5.345029078977440312e-02 5.740618634619534255e-01 8.739180525763527996e-01 8.893589243666060185e-01 1.911137963655495930e-02 -1.225713016875634054e+00 1.487466842676477263e+01
4.414028506752847303e-01 6.646281469914069873e-02 6.715962332126579337e-01 8.279047868328232029e-01 8.360681843160048254e-01 6.822289559519929547e-01 -7.947335079915274214e-01 1.483815900508809449e+01
3.176623627018703155e-01 4.533893699123062171e-02 6.595570447238390255e-01 9.725767704414183257e-01 8.227923357852099384e-01 2.317941916701819483e-01 -8.881280801605140329e-01 1.469464053355369693e+01
4.022983485652678048e-01 3.393172470054314771e-02 5.382578540145539492e-01 9.815807202607378379e-01 8.384941850265441587e-01 7.847279585512403344e-01 -1.004177913088522445e+00 1.485387247924198917e+01
4.755064559620989506e-01 5.093534799230910182e-02 5.224652241018291621e-01 9.017015446818494873e-01 8.433504467382609837e-01 9.193944300310332718e-01 -1.053920856857254895e+00 1.457828125262473407e+01
3.643156428903778776e-01 4.058522994306685422e-02 6.377228281443588775e-01 9.362523298006243389e-01 8.133307627135224482e-01 7.246297088587829727e-01 -9.650493474055044096e-01 1.482739386460570863e+01
3.997574156239570575e-01 5.835435772087359252e-02 7.204928044574565593e-01 8.684657935942625695e-01 8.371186669666724756e-01 9.851590251502100326e-01 -9.262613657552432045e-01 1.466238770362053323e+01
3.787681093309892555e-01 5.691858440694898269e-02 6.643487280283282281e-01 8.903762546163580538e-01 8.448519918381207638e-01 1.827670090098446609e-01 -9.485608158086582531e-01 1.482079269624275497e+01
3.350072100245901074e-01 6.270145249921890707e-02 7.384887320072623940e-01 9.364440500263485623e-01 7.976616687866980859e-01 4.794530939943526526e-01 -1.091197251329433238e+00 1.491837427930666848e+01
2.962521362041317108e-01 5.228010342725721016e-02 7.476139198014453147e-01 1.000818963428799391e+00 7.868980241081851013e-01 4.943507781228477782e-01 -1.091699784455438804e+00 1.499212393471134064e+01
2.505232055564456384e-01 4.156691120262413081e-02 7.979781127504677052e-01 9.900962807002523514e-01 8.211089331770060618e-01 9.640628088791336481e-02 -1.115800868660506762e+00 1.470895727495269689e+01
4.031337624725266355e-01 6.449710354642990140e-02 5.662267943897629774e-01 9.442084079961431398e-01 8.279700112447586635e-01 2.244479861668294274e-01 -9.664546832027396395e-01 1.488277876693905277e+01
4.373270244602316392e-01 6.388912339273110363e-02 5.052174120466206286e-01 9.720948963525801734e-01 7.982374256736682883e-01 5.179679605881144511e-01 -8.673800003366320954e-01 1.463237865026708384e+01
4.378379182297622574e-01 6.008969017128096279e-02 5.969042878402001095e-01 9.214935848089413906e-01 8.129685001046467185e-01 9.503492379595287476e-01 -8.034863306734054689e-01 1.473736947431486755e+01
