logz logzerr logvol nlive logl logwt insert_order
-inf nan 0.000000000000000000e+00 1.200000000000000000e+03 -5.388647223271019175e+04 -5.389356272618369985e+04 1.366666666666666696e+00
-5.389356272618369985e+04 nan -8.333333333333333868e-04 1.200000000000000000e+03 -5.017813860945303168e+04 -5.018522993625987147e+04 1.090000000000000080e+00
-5.018522993625987147e+04 nan -1.666666666666666774e-03 1.200000000000000000e+03 -4.820024412341517746e+04 -4.820733628355534893e+04 2.183333333333333237e-01
-4.820733628355534893e+04 nan -2.500000000000000052e-03 1.200000000000000000e+03 -4.635678261197356187e+04 -4.636387560544707230e+04 3.049999999999999933e-01
-4.636387560544707230e+04 2.097074558838177381e+03 -3.333333333333333547e-03 1.200000000000000000e+03 -4.606599457537868875e+04 -4.607308840218553087e+04 1.323333333333333250e+00
-4.607308840218553087e+04 2.149370429132001391e+03 -4.166666666666666609e-03 1.200000000000000000e+03 -3.588927313453464740e+04 -3.589636779467482120e+04 7.466666666666667007e-01
-3.589636779467482120e+04 6.172803729192783067e+03 -5.000000000000000104e-03 1.200000000000000000e+03 -3.469354754056329693e+04 -3.470064303403680242e+04 9.816666666666666874e-01
-3.470064303403680242e+04 4.105796185870152840e+03 -5.833333333333333599e-03 1.200000000000000000e+03 -3.443374978727643611e+04 -3.444084611408328055e+04 1.239999999999999991e+00
-3.444084611408328055e+04 4.270852127009933611e+03 -6.666666666666667095e-03 1.200000000000000000e+03 -3.426073894674291660e+04 -3.426783610688309273e+04 1.886666666666666714e+00
-3.426783610688309273e+04 3.277821273727067364e+03 -7.500000000000000590e-03 1.200000000000000000e+03 -3.350058492946388287e+04 -3.350768292293739069e+04 1.351666666666666572e+00
-3.350768292293739069e+04 4.233839459013532291e+02 -8.333333333333333218e-03 1.200000000000000000e+03 -3.159664039071868683e+04 -3.160373921752552633e+04 1.868333333333333401e+00
-3.160373921752552633e+04 1.176315682033662142e+03 -9.166666666666666713e-03 1.200000000000000000e+03 -3.099954933029937456e+04 -3.100664899043954938e+04 3.133333333333333526e-01
-3.100664899043954938e+04 1.049596500304243818e+03 -1.000000000000000021e-02 1.200000000000000000e+03 -3.075164794864580472e+04 -3.075874844211931122e+04 1.530000000000000027e+00
-3.075874844211931122e+04 3.051610376882939022e+02 -1.083333333333333370e-02 1.200000000000000000e+03 -3.007252034500857189e+04 -3.007962167181541372e+04 4.966666666666666452e-01
-3.007962167181541372e+04 3.695000013984225689e+02 -1.166666666666666720e-02 1.200000000000000000e+03 -2.803652046346001225e+04 -2.804362262360018576e+04 9.649999999999999689e-01
-2.804362262360018576e+04 1.097555180407628313e+03 -1.250000000000000069e-02 1.200000000000000000e+03 -2.797263135629570388e+04 -2.797973434976921271e+04 7.600000000000000089e-01
-2.797973434976921271e+04 1.062813555600577502e+03 -1.333333333333333419e-02 1.200000000000000000e+03 -2.787400173066802745e+04 -2.788110555747486796e+04 4.333333333333333481e-01
-2.788110555747486796e+04 1.089450388745478222e+03 -1.416666666666666768e-02 1.200000000000000000e+03 -2.776285001248165645e+04 -2.776995467262183229e+04 1.955000000000000071e+00
-2.776995467262183229e+04 8.870879131897055458e+02 -1.500000000000000118e-02 1.200000000000000000e+03 -2.764739240466824413e+04 -2.765449789814175165e+04 1.459999999999999964e+00
-2.765449789814175165e+04 3.141359420880173303e+01 -1.583333333333333467e-02 1.200000000000000000e+03 -2.759260847022886810e+04 -2.759971479703570731e+04 1.070000000000000062e+00
-2.759971479703570731e+04 4.484091196427110049e+01 -1.666666666666666644e-02 1.200000000000000000e+03 -2.756167147974391628e+04 -2.756877863988409081e+04 1.746666666666666590e+00
-2.756877863988409081e+04 5.807602606478222640e+01 -1.749999999999999820e-02 1.200000000000000000e+03 -2.709746582820506228e+04 -2.710457382167856849e+04 1.183333333333333348e+00
-2.710457382167856849e+04 2.655270181583432532e+02 -1.833333333333332996e-02 1.200000000000000000e+03 -2.709545093375923898e+04 -2.710255976056608051e+04 1.290000000000000036e+00
-2.710243449833832346e+04 1.904852355900508769e+02 -1.916666666666666172e-02 1.200000000000000000e+03 -2.660902088702807669e+04 -2.661613054716824990e+04 1.116666666666666641e-01
-2.661613054716824990e+04 2.290414414139031862e+02 -1.999999999999999348e-02 1.200000000000000000e+03 -2.612932441212249978e+04 -2.613643490559600832e+04 3.533333333333333326e-01
-2.613643490559600832e+04 3.662347423831622564e+02 -2.083333333333332524e-02 1.200000000000000000e+03 -2.586500795994724103e+04 -2.587211928675408126e+04 1.098333333333333384e+00
