13:04:02 [ultranest] [DEBUG] ReactiveNestedSampler: dims=8+0, resume=True, log_dir=/home/ljy/BettiCurveCosmo/Emulator/model-fof/mcmc_result/nwLH-Recovery/79/combined, backend=hdf5, vectorized=False, nbootstraps=30, ndraw=128..65536
13:04:04 [ultranest] [INFO] Sampling 1600 live points from prior ...
13:04:32 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.10, Lepsilon=0.0010, min_ess=400
13:04:32 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=1600, cluster_num_live_points=40
13:04:32 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 1600.0), (inf, 1600.0)]
13:04:32 [ultranest] [DEBUG] iteration=0, ncalls=1601, regioncalls=40, ndraw=40, logz=-inf, remainder_fraction=100.0000%, Lmin=-39884.71, Lmax=-196.70
13:04:32 [ultranest] [DEBUG] iteration=6, ncalls=1607, regioncalls=280, ndraw=40, logz=-30024.11, remainder_fraction=100.0000%, Lmin=-28161.20, Lmax=-196.70
13:04:32 [ultranest] [DEBUG] iteration=12, ncalls=1613, regioncalls=520, ndraw=40, logz=-24266.91, remainder_fraction=100.0000%, Lmin=-23823.56, Lmax=-196.70
13:04:33 [ultranest] [DEBUG] iteration=17, ncalls=1618, regioncalls=720, ndraw=40, logz=-22174.71, remainder_fraction=100.0000%, Lmin=-21963.28, Lmax=-196.70
13:04:33 [ultranest] [DEBUG] iteration=22, ncalls=1623, regioncalls=920, ndraw=40, logz=-20870.75, remainder_fraction=100.0000%, Lmin=-20851.02, Lmax=-196.70
13:04:33 [ultranest] [DEBUG] iteration=28, ncalls=1629, regioncalls=1160, ndraw=40, logz=-20636.48, remainder_fraction=100.0000%, Lmin=-20578.54, Lmax=-196.70
13:04:33 [ultranest] [DEBUG] iteration=34, ncalls=1635, regioncalls=1400, ndraw=40, logz=-19663.14, remainder_fraction=100.0000%, Lmin=-19624.54, Lmax=-196.70
13:04:33 [ultranest] [DEBUG] iteration=40, ncalls=1641, regioncalls=1640, ndraw=40, logz=-19174.09, remainder_fraction=100.0000%, Lmin=-19002.66, Lmax=-196.70
13:04:33 [ultranest] [DEBUG] iteration=46, ncalls=1647, regioncalls=1880, ndraw=40, logz=-16805.11, remainder_fraction=100.0000%, Lmin=-16750.64, Lmax=-196.70
13:04:33 [ultranest] [DEBUG] iteration=52, ncalls=1653, regioncalls=2120, ndraw=40, logz=-16385.65, remainder_fraction=100.0000%, Lmin=-16372.46, Lmax=-196.70
13:04:33 [ultranest] [DEBUG] iteration=58, ncalls=1660, regioncalls=2400, ndraw=40, logz=-15412.11, remainder_fraction=100.0000%, Lmin=-15184.21, Lmax=-196.70
