"Om_mean","Om_stdev","Om_median","Om_errlo","Om_errup","Ob_mean","Ob_stdev","Ob_median","Ob_errlo","Ob_errup","h_mean","h_stdev","h_median","h_errlo","h_errup","ns_mean","ns_stdev","ns_median","ns_errlo","ns_errup","s8_mean","s8_stdev","s8_median","s8_errlo","s8_errup","Mnu_mean","Mnu_stdev","Mnu_median","Mnu_errlo","Mnu_errup","w_mean","w_stdev","w_median","w_errlo","w_errup","scale_factor_mean","scale_factor_stdev","scale_factor_median","scale_factor_errlo","scale_factor_errup"
4.374780367370263989e-01,4.193809926159530049e-02,4.437152774887148654e-01,3.900549075299318824e-01,4.831877309507963680e-01,5.399982103760637975e-02,1.056824345029588365e-02,5.578547717527854860e-02,4.148639555440964549e-02,6.524058873155386129e-02,6.789954350351024015e-01,1.028642350133233269e-01,6.683215037040013407e-01,5.665732559427026915e-01,8.006174479949645928e-01,9.853747672123887025e-01,6.343322739156165291e-02,9.873727067096100818e-01,9.178262566880563966e-01,1.052232710988926456e+00,6.494156161841332375e-01,1.751640668209625620e-02,6.496698729239376302e-01,6.319296145011198407e-01,6.671611873604419429e-01,5.030751246550863032e-01,2.716574189308815224e-01,5.027334056164257658e-01,1.886040466884008893e-01,8.176588780752409580e-01,-1.018104381142841630e+00,1.619961905265350499e-01,-1.024369317787745093e+00,-1.202958121373326250e+00,-8.292598058159355023e-01,1.638123166213188497e+01,1.360607464962002855e-01,1.637773422834209924e+01,1.624550033409670036e+01,1.652039060734412956e+01
