22:30:43 [ultranest] [DEBUG] ReactiveNestedSampler: dims=8+0, resume=True, log_dir=/home/ljy/BettiCurveCosmo/Emulator/model-fof-rsdz/mcmc_result/nwLH-Recovery/66/combined, backend=hdf5, vectorized=False, nbootstraps=30, ndraw=128..65536
22:30:43 [ultranest] [INFO] Sampling 1600 live points from prior ...
22:32:09 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.10, Lepsilon=0.0010, min_ess=400
22:32:09 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=1600, cluster_num_live_points=40
22:32:09 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 1600.0), (inf, 1600.0)]
22:32:11 [ultranest] [DEBUG] iteration=0, ncalls=1601, regioncalls=40, ndraw=40, logz=-inf, remainder_fraction=100.0000%, Lmin=-42270.92, Lmax=-97.20
22:32:11 [ultranest] [DEBUG] iteration=3, ncalls=1604, regioncalls=160, ndraw=40, logz=-33492.82, remainder_fraction=100.0000%, Lmin=-29292.75, Lmax=-97.20
22:32:11 [ultranest] [DEBUG] iteration=4, ncalls=1605, regioncalls=200, ndraw=40, logz=-29300.13, remainder_fraction=100.0000%, Lmin=-23866.02, Lmax=-97.20
22:32:11 [ultranest] [DEBUG] iteration=6, ncalls=1607, regioncalls=280, ndraw=40, logz=-23632.89, remainder_fraction=100.0000%, Lmin=-21887.54, Lmax=-97.20
22:32:11 [ultranest] [DEBUG] iteration=8, ncalls=1609, regioncalls=360, ndraw=40, logz=-20543.05, remainder_fraction=100.0000%, Lmin=-20434.34, Lmax=-97.20
22:32:11 [ultranest] [DEBUG] iteration=10, ncalls=1611, regioncalls=440, ndraw=40, logz=-20409.72, remainder_fraction=100.0000%, Lmin=-20037.15, Lmax=-97.20
22:32:12 [ultranest] [DEBUG] iteration=11, ncalls=1612, regioncalls=480, ndraw=40, logz=-20044.53, remainder_fraction=100.0000%, Lmin=-19808.99, Lmax=-97.20
22:32:12 [ultranest] [DEBUG] iteration=13, ncalls=1614, regioncalls=560, ndraw=40, logz=-19454.94, remainder_fraction=100.0000%, Lmin=-19218.19, Lmax=-97.20
22:32:12 [ultranest] [DEBUG] iteration=14, ncalls=1615, regioncalls=600, ndraw=40, logz=-19225.58, remainder_fraction=100.0000%, Lmin=-19074.42, Lmax=-97.20
22:32:12 [ultranest] [DEBUG] iteration=15, ncalls=1616, regioncalls=640, ndraw=40, logz=-19081.81, remainder_fraction=100.0000%, Lmin=-17274.40, Lmax=-97.20
22:32:12 [ultranest] [DEBUG] iteration=17, ncalls=1618, regioncalls=720, ndraw=40, logz=-16956.84, remainder_fraction=100.0000%, Lmin=-16694.87, Lmax=-97.20
