logz logzerr logvol nlive logl logwt insert_order
-inf nan 0.000000000000000000e+00 1.600000000000000000e+03 -5.302944202440309164e+04 -5.303682009579504665e+04 1.091250000000000053e+00
-5.303682009579504665e+04 nan -6.250000000000000130e-04 1.600000000000000000e+03 -4.786388616791913228e+04 -4.787126486431108060e+04 1.107499999999999929e+00
-4.787126486431108060e+04 nan -1.250000000000000026e-03 1.600000000000000000e+03 -4.656739450828566623e+04 -4.657477382967761514e+04 1.527500000000000080e+00
-4.657477382967761514e+04 nan -1.874999999999999931e-03 1.600000000000000000e+03 -4.635894767633711308e+04 -4.636632762272906257e+04 1.022499999999999964e+00
-4.636632762272906257e+04 1.829934448946263956e+03 -2.500000000000000052e-03 1.600000000000000000e+03 -4.393224843067285110e+04 -4.393962900206480117e+04 1.287500000000000033e-01
-4.393962900206480117e+04 2.674799469512952783e+03 -3.125000000000000173e-03 1.600000000000000000e+03 -4.200657549110205582e+04 -4.201395668749400647e+04 1.487500000000000044e+00
-4.201395668749400647e+04 2.132003656000794763e+03 -3.750000000000000295e-03 1.600000000000000000e+03 -3.985311792521364259e+04 -3.986049974660559383e+04 1.748750000000000027e+00
-3.986049974660559383e+04 2.803691291624394125e+03 -4.375000000000000416e-03 1.600000000000000000e+03 -3.914476056698407774e+04 -3.915214301337602956e+04 1.300000000000000044e-01
-3.915214301337602956e+04 2.375994910798684487e+03 -5.000000000000000104e-03 1.600000000000000000e+03 -3.836030317962098343e+04 -3.836768625101293583e+04 8.750000000000000000e-01
-3.836768625101293583e+04 5.723929510315682592e+02 -5.624999999999999792e-03 1.600000000000000000e+03 -3.807786464707100822e+04 -3.808524834346296120e+04 1.662500000000000089e+00
-3.808524834346296120e+04 5.240491616632589285e+02 -6.249999999999999480e-03 1.600000000000000000e+03 -3.672292029072297009e+04 -3.673030461211492366e+04 6.500000000000000222e-02
-3.673030461211492366e+04 8.661487245175999306e+02 -6.874999999999999167e-03 1.600000000000000000e+03 -3.649209639774196694e+04 -3.649948134413392108e+04 4.824999999999999845e-01
-3.649948134413392108e+04 9.976951747942204918e+01 -7.499999999999998855e-03 1.600000000000000000e+03 -3.647202850763428432e+04 -3.647941407902623905e+04 2.737499999999999933e-01
-3.647941407902431092e+04 6.674038546462224986e+01 -8.124999999999998543e-03 1.600000000000000000e+03 -3.632728477415660745e+04 -3.633467097054856276e+04 1.341250000000000053e+00
-3.633467097054856276e+04 1.022676806563677161e+02 -8.749999999999999098e-03 1.600000000000000000e+03 -3.592051889774185111e+04 -3.592790571913379972e+04 8.962499999999999911e-01
-3.592790571913379972e+04 2.604867933419611177e+02 -9.374999999999999653e-03 1.600000000000000000e+03 -3.558671837460190727e+04 -3.559410582099385647e+04 1.932500000000000107e+00
-3.559410582099385647e+04 2.617389119610311354e+02 -1.000000000000000021e-02 1.600000000000000000e+03 -3.434960746689850930e+04 -3.435699553829045908e+04 3.325000000000000178e-01
-3.435699553829045908e+04 7.807175733550770929e+02 -1.062500000000000076e-02 1.600000000000000000e+03 -3.432393760318770364e+04 -3.433132629957965401e+04 1.778750000000000053e+00
-3.433132629957964673e+04 3.469807295626374071e+02 -1.125000000000000132e-02 1.600000000000000000e+03 -3.414504493142464344e+04 -3.415243425281659438e+04 9.912499999999999645e-01
-3.415243425281659438e+04 6.955434298498124690e+01 -1.187500000000000187e-02 1.600000000000000000e+03 -3.303884825719555374e+04 -3.304623820358750527e+04 8.500000000000000611e-02
-3.304623820358750527e+04 6.091078765366394236e+02 -1.250000000000000243e-02 1.600000000000000000e+03 -3.272184325203202025e+04 -3.272923382342397235e+04 1.608749999999999902e+00
-3.272923382342397235e+04 5.773191073461678116e+02 -1.312500000000000298e-02 1.600000000000000000e+03 -3.224287980877171503e+04 -3.225027100516366772e+04 1.098749999999999893e+00
-3.225027100516366772e+04 7.403789493490294262e+02 -1.375000000000000354e-02 1.600000000000000000e+03 -3.162269734547114786e+04 -3.163008916686310113e+04 1.723749999999999893e+00
