18:01:54 [ultranest] [DEBUG] ReactiveNestedSampler: dims=8+0, resume=True, log_dir=/home/ljy/BettiCurveCosmo/Emulator/model-fof-rsdz/mcmc_result/1/combined, backend=hdf5, vectorized=False, nbootstraps=30, ndraw=128..65536
18:01:54 [ultranest] [INFO] Sampling 400 live points from prior ...
18:01:58 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.01, Lepsilon=0.0010, min_ess=400
18:01:58 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=400, cluster_num_live_points=40
18:01:58 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 400.0), (inf, 400.0)]
18:01:58 [ultranest] [DEBUG] iteration=0, ncalls=401, regioncalls=40, ndraw=40, logz=-inf, remainder_fraction=100.0000%, Lmin=-34736.38, Lmax=-148.34
18:01:58 [ultranest] [DEBUG] iteration=8, ncalls=409, regioncalls=360, ndraw=40, logz=-17489.26, remainder_fraction=100.0000%, Lmin=-17190.86, Lmax=-148.34
18:01:59 [ultranest] [DEBUG] iteration=16, ncalls=418, regioncalls=720, ndraw=40, logz=-8458.05, remainder_fraction=100.0000%, Lmin=-6879.07, Lmax=-148.34
18:01:59 [ultranest] [DEBUG] iteration=23, ncalls=426, regioncalls=1040, ndraw=40, logz=-5013.06, remainder_fraction=100.0000%, Lmin=-4774.42, Lmax=-148.34
18:01:59 [ultranest] [DEBUG] iteration=30, ncalls=434, regioncalls=1360, ndraw=40, logz=-3798.62, remainder_fraction=100.0000%, Lmin=-3375.06, Lmax=-148.34
18:01:59 [ultranest] [DEBUG] iteration=38, ncalls=442, regioncalls=1680, ndraw=40, logz=-2578.24, remainder_fraction=100.0000%, Lmin=-2501.78, Lmax=-148.34
18:01:59 [ultranest] [DEBUG] iteration=40, ncalls=444, regioncalls=1760, ndraw=40, logz=-2467.40, remainder_fraction=100.0000%, Lmin=-2391.03, Lmax=-148.34
18:01:59 [ultranest] [DEBUG] iteration=47, ncalls=452, regioncalls=2080, ndraw=40, logz=-2025.85, remainder_fraction=100.0000%, Lmin=-1971.41, Lmax=-148.34
18:01:59 [ultranest] [DEBUG] iteration=54, ncalls=460, regioncalls=2400, ndraw=40, logz=-1776.69, remainder_fraction=100.0000%, Lmin=-1761.79, Lmax=-148.34
18:01:59 [ultranest] [DEBUG] iteration=62, ncalls=468, regioncalls=2720, ndraw=40, logz=-1543.43, remainder_fraction=100.0000%, Lmin=-1526.11, Lmax=-148.34
18:01:59 [ultranest] [DEBUG] iteration=69, ncalls=475, regioncalls=3000, ndraw=40, logz=-1430.23, remainder_fraction=100.0000%, Lmin=-1412.12, Lmax=-148.34
18:01:59 [ultranest] [DEBUG] iteration=75, ncalls=483, regioncalls=3320, ndraw=40, logz=-1274.31, remainder_fraction=100.0000%, Lmin=-1257.37, Lmax=-148.34
18:01:59 [ultranest] [DEBUG] iteration=80, ncalls=489, regioncalls=3560, ndraw=40, logz=-1204.08, remainder_fraction=100.0000%, Lmin=-1194.80, Lmax=-148.34
18:02:00 [ultranest] [DEBUG] iteration=84, ncalls=497, regioncalls=3880, ndraw=40, logz=-1183.84, remainder_fraction=100.0000%, Lmin=-1176.42, Lmax=-148.34
18:02:00 [ultranest] [DEBUG] iteration=90, ncalls=504, regioncalls=4160, ndraw=40, logz=-1132.61, remainder_fraction=100.0000%, Lmin=-1123.68, Lmax=-148.34
18:02:00 [ultranest] [DEBUG] iteration=98, ncalls=513, regioncalls=4520, ndraw=40, logz=-997.55, remainder_fraction=100.0000%, Lmin=-986.75, Lmax=-148.34
18:02:00 [ultranest] [DEBUG] iteration=105, ncalls=521, regioncalls=4840, ndraw=40, logz=-927.41, remainder_fraction=100.0000%, Lmin=-900.52, Lmax=-148.34
18:02:00 [ultranest] [DEBUG] iteration=111, ncalls=529, regioncalls=5160, ndraw=40, logz=-877.90, remainder_fraction=100.0000%, Lmin=-857.79, Lmax=-148.34
18:02:00 [ultranest] [DEBUG] iteration=117, ncalls=538, regioncalls=5520, ndraw=40, logz=-810.34, remainder_fraction=100.0000%, Lmin=-797.66, Lmax=-148.34
18:02:00 [ultranest] [DEBUG] iteration=120, ncalls=542, regioncalls=5680, ndraw=40, logz=-767.51, remainder_fraction=100.0000%, Lmin=-757.32, Lmax=-148.34
18:02:00 [ultranest] [DEBUG] iteration=127, ncalls=550, regioncalls=6000, ndraw=40, logz=-726.66, remainder_fraction=100.0000%, Lmin=-715.67, Lmax=-148.34
18:02:00 [ultranest] [DEBUG] iteration=135, ncalls=558, regioncalls=6320, ndraw=40, logz=-683.27, remainder_fraction=100.0000%, Lmin=-675.51, Lmax=-148.34
18:02:01 [ultranest] [DEBUG] iteration=142, ncalls=566, regioncalls=6640, ndraw=40, logz=-655.35, remainder_fraction=100.0000%, Lmin=-644.49, Lmax=-148.34
18:02:01 [ultranest] [DEBUG] iteration=148, ncalls=574, regioncalls=6960, ndraw=40, logz=-634.75, remainder_fraction=100.0000%, Lmin=-622.95, Lmax=-148.34
18:02:01 [ultranest] [DEBUG] iteration=153, ncalls=584, regioncalls=7360, ndraw=40, logz=-615.30, remainder_fraction=100.0000%, Lmin=-607.76, Lmax=-148.34
18:02:01 [ultranest] [DEBUG] iteration=157, ncalls=593, regioncalls=7720, ndraw=40, logz=-608.48, remainder_fraction=100.0000%, Lmin=-601.11, Lmax=-148.34
18:02:01 [ultranest] [DEBUG] iteration=160, ncalls=597, regioncalls=7880, ndraw=40, logz=-604.85, remainder_fraction=100.0000%, Lmin=-597.44, Lmax=-148.34
18:02:01 [ultranest] [DEBUG] iteration=167, ncalls=605, regioncalls=8200, ndraw=40, logz=-575.37, remainder_fraction=100.0000%, Lmin=-566.36, Lmax=-148.34
18:02:01 [ultranest] [DEBUG] iteration=175, ncalls=614, regioncalls=8560, ndraw=40, logz=-558.41, remainder_fraction=100.0000%, Lmin=-551.09, Lmax=-42.87
18:02:01 [ultranest] [DEBUG] iteration=180, ncalls=619, regioncalls=8760, ndraw=40, logz=-548.15, remainder_fraction=100.0000%, Lmin=-536.33, Lmax=-42.87
18:02:01 [ultranest] [DEBUG] iteration=186, ncalls=627, regioncalls=9080, ndraw=40, logz=-520.47, remainder_fraction=100.0000%, Lmin=-505.90, Lmax=-42.87
18:02:01 [ultranest] [DEBUG] iteration=193, ncalls=635, regioncalls=9400, ndraw=40, logz=-498.01, remainder_fraction=100.0000%, Lmin=-487.51, Lmax=-42.87
