11:56:53 [ultranest] [DEBUG] ReactiveNestedSampler: dims=8+0, resume=True, log_dir=/home/ljy/BettiCurveCosmo/Emulator/model-fof/mcmc_result/nwLH-Recovery/143/combined, backend=hdf5, vectorized=False, nbootstraps=30, ndraw=128..65536
11:56:55 [ultranest] [INFO] Sampling 1600 live points from prior ...
11:57:20 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.10, Lepsilon=0.0010, min_ess=400
11:57:20 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=1600, cluster_num_live_points=40
11:57:20 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 1600.0), (inf, 1600.0)]
11:57:20 [ultranest] [DEBUG] iteration=0, ncalls=1601, regioncalls=40, ndraw=40, logz=-inf, remainder_fraction=100.0000%, Lmin=-66196.67, Lmax=-102.62
11:57:20 [ultranest] [DEBUG] iteration=5, ncalls=1606, regioncalls=240, ndraw=40, logz=-49968.36, remainder_fraction=100.0000%, Lmin=-48789.28, Lmax=-102.62
11:57:21 [ultranest] [DEBUG] iteration=10, ncalls=1611, regioncalls=440, ndraw=40, logz=-45269.80, remainder_fraction=100.0000%, Lmin=-44462.10, Lmax=-102.62
11:57:21 [ultranest] [DEBUG] iteration=16, ncalls=1617, regioncalls=680, ndraw=40, logz=-38444.90, remainder_fraction=100.0000%, Lmin=-38038.04, Lmax=-102.62
11:57:21 [ultranest] [DEBUG] iteration=22, ncalls=1623, regioncalls=920, ndraw=40, logz=-37198.25, remainder_fraction=100.0000%, Lmin=-36648.35, Lmax=-102.62
11:57:21 [ultranest] [DEBUG] iteration=28, ncalls=1630, regioncalls=1200, ndraw=40, logz=-32931.76, remainder_fraction=100.0000%, Lmin=-32879.47, Lmax=-102.62
11:57:21 [ultranest] [DEBUG] iteration=33, ncalls=1636, regioncalls=1440, ndraw=40, logz=-31384.45, remainder_fraction=100.0000%, Lmin=-30867.42, Lmax=-102.62
11:57:21 [ultranest] [DEBUG] iteration=39, ncalls=1642, regioncalls=1680, ndraw=40, logz=-28737.32, remainder_fraction=100.0000%, Lmin=-28529.19, Lmax=-102.62
11:57:21 [ultranest] [DEBUG] iteration=45, ncalls=1648, regioncalls=1920, ndraw=40, logz=-27610.10, remainder_fraction=100.0000%, Lmin=-27381.64, Lmax=-102.62
11:57:21 [ultranest] [DEBUG] iteration=51, ncalls=1654, regioncalls=2160, ndraw=40, logz=-26524.15, remainder_fraction=100.0000%, Lmin=-26415.77, Lmax=-102.62
11:57:21 [ultranest] [DEBUG] iteration=56, ncalls=1659, regioncalls=2360, ndraw=40, logz=-25861.17, remainder_fraction=100.0000%, Lmin=-25802.23, Lmax=-102.62
