0.4663,0.04237,0.7193,1.1763,0.7203,0.1988425,-1.09045,14.007300075737477:16300.02884,12620.04604,14905.06235,12886.68064,11745.998,11211.96547,9966.330209,8393.998631,7455.351298,7037.441969,6375.511926,5741.31767,5345.741755,4929.335289,4279.328043,4081.705497,3779.737605,3454.347954,3246.498025,2942.992913,2736.500616,2658.210167,2451.02404:9470.141437,6031.03959,8622.446262,4923.112372,6694.607175,4689.147026,5157.97176,3636.259984,3940.858578,3359.408094,2603.531697,2335.252133,2680.536309,2496.134848,2280.737315,1816.179626,1726.953756,1535.983621,1575.833581,1648.099859,1398.156267,1348.080064,1346.746322:1204.675005,1843.576054,6051.077991,2632.019288,1525.292095,-906.2226078,709.7603072,-692.5586567,182.7111552,91.70850938,391.5642494,-85.29732148,527.944626,352.762457,11.21368834,522.6916215,385.3935288,-7.807991008,222.7958994,636.6684862,313.1178501,555.8563594,388.8402803:
0.1377,0.04735,0.8859,0.9057,0.6773,0.1572625,-0.92335,18.516598038902206:295664.7587,149831.7759,115117.7891,93955.86802,58652.65667,44929.22182,40418.90512,37156.81032,29734.02646,24621.7757,22594.36552,20035.61516,17992.97778,15873.67205,14812.56465,13257.81671,12465.38704,11620.89275,10649.48606,9959.318099,9114.063531,8569.370209,8023.556336:83476.97242,70034.64271,34671.22684,25573.60447,22014.4271,15474.78364,13194.83283,11664.57325,9517.323601,8338.936076,7619.616444,7502.506303,7092.719219,6427.301063,5743.825983,5216.965555,5599.491399,5118.090479,5157.086402,4504.096079,4612.358012,3616.473591,3866.890295:-1967.146665,21065.49077,24715.46341,-3343.152291,1525.597789,3514.529671,-3395.185389,-1124.05152,-1446.290873,-640.570185,332.8838303,1475.728666,1375.166915,1684.337488,-544.4905053,1530.432017,1302.041209,871.045004,831.6440872,1385.818945,1446.030741,1107.865838,1268.486091:
0.3861,0.03781,0.5015,0.9139,0.7311,0.7621525,-0.97015,16.36840944389688:92418.82969,71017.32744,55771.37869,45024.98456,36089.4023,29511.97944,24516.6579,20193.35056,17574.10166,15521.70557,14080.93846,12514.59537,11405.54228,9951.389639,8955.529976,8338.770409,7659.734119,6975.665654,6452.82683,5966.959508,5676.304097,5083.561839,4965.804011:53883.92229,32712.41894,24619.09727,19882.89937,18217.35441,12179.90315,11795.39283,10011.96477,8757.037523,6612.499544,7090.615826,6189.666277,5706.518168,4641.043366,4444.806739,3863.532523,3707.430188,3658.87643,3281.151545,3137.965127,2975.565106,2671.869683,2899.571694:-25583.84627,-19665.05322,-3209.337734,-225.757174,2153.46691,1242.932595,2244.064046,-1227.485801,1362.124429,328.7382689,1762.611429,1600.664788,1236.778118,1074.702284,1154.837949,1647.470672,699.0600665,370.1854381,989.0361219,1113.945358,302.1956093,407.2455045,711.7127812:
0.3771,0.05791,0.6515,1.0647,0.7499,0.4196125,-1.04755,14.756711781917515:46024.34265,36894.37203,30174.90495,24596.21719,22280.12723,18638.24181,16254.9639,12640.44296,11130.35997,10511.64825,9109.54204,8405.127062,7461.521704,6600.007252,6070.078385,5672.443876,5278.615408,4916.683791,4363.899041,4020.682014,3829.904867,3521.852252,3310.253727:24127.71256,20361.94193,12967.29516,12054.61011,10887.58626,10480.96289,6281.723734,5793.874933,5097.80711,4843.344362,4292.606363,3978.573895,3539.244666,3462.75997,2969.094803,3057.806371,2330.794857,2418.192283,2058.555665,2086.517677,2058.360047,1798.475656,1569.018999:-6898.293795,5259.598712,5004.586443,2090.882659,1603.866342,23.24468314,-816.0367708,379.6035591,60.38823715,816.7195092,257.4802963,-44.70328746,1240.817644,645.6960017,708.9777497,643.759575,361.2088038,598.3574367,469.3629676,537.1968044,491.0615174,592.7731486,557.9233534:
0.4237,0.05739,0.7849,0.8723,0.9237,0.7151275,-0.85045,13.777996554719508:40663.82385,38320.52639,29287.39381,23719.50984,20623.36404,17861.20238,14717.17962,12328.76898,11084.5969,9636.515692,8346.826666,7780.664228,6859.060459,6168.866879,5563.946829,5089.990245,4601.226755,4246.3869,3944.193343,3689.477616,3345.240526,3165.338902,2874.915801:16200.61869,20179.40325,20466.08859,13250.69037,13722.68468,8587.836816,8384.014836,6146.45874,4704.19505,5562.195121,3841.974396,4431.939499,3064.01536,3052.402315,2689.797816,2496.546539,2541.16245,2611.156216,1983.943346,1940.634264,1967.077614,1570.622807,1485.419676:9708.180964,-457.8982058,6387.32975,-2343.604062,1017.092993,2415.99089,111.5012461,347.0305519,329.2748829,1685.75307,337.5278423,481.5465093,730.6074307,366.6976681,837.9313223,626.2048045,656.9970944,37.94458102,393.0996852,558.2674477,458.1910701,564.0096247,437.7750654:
0.2047,0.03403,0.6179,1.0323,0.6327,0.2315125,-0.83875,18.07009829139087:137948.57,91467.69195,62486.61451,60586.35666,44479.93247,33369.63829,27128.00017,25547.01062,22539.13086,18653.87389,16157.9953,14515.67602,13057.62293,12085.70446,11017.42239,9943.041404,9317.606528,8528.699605,7996.785252,7678.636734,6951.767469,6403.061432,6051.120657:12246.62699,29692.39885,29647.31633,12538.30095,7230.127385,8520.917585,6670.985683,7135.703082,10145.61547,5178.935647,6588.423893,4897.416946,4560.459596,4323.877292,4085.721055,4129.476509,3144.070799,3607.831985,3735.048897,3319.017728,3013.570859,2874.914537,2589.287618:13875.61879,1922.276241,13210.84345,5850.208743,206.4732222,-1827.099942,-1150.641626,891.1510185,1273.19945,132.65007,2066.061976,1555.968924,1987.992677,742.6531088,421.5221671,1815.497737,967.0619103,372.73482,1153.769965,549.2958922,644.2504017,1015.23213,606.4516387:
0.1805,0.05317,0.5183,0.9831,0.6613,0.1726075,-0.85945,18.332768401587472:306656.0091,137992.6336,101878.2301,80371.74116,71245.14797,51798.18256,36911.54473,31027.24318,28514.41249,25801.04648,22130.78963,19479.38061,16908.58651,15351.13841,14065.26177,13076.36832,12138.33715,11054.66528,10126.89313,9486.6831,8886.171007,8241.891658,7703.894033:244188.4189,47394.3716,34863.87161,30836.30785,24324.15979,21072.50119,17833.12831,13996.60772,11648.64808,7590.363043,7404.389574,7926.241025,6897.963457,6512.072681,5844.024916,5550.545661,5576.516493,5474.099397,5083.061144,4881.214567,4105.849984,3898.860315,3949.511482:106866.7567,44048.62884,7109.149375,7057.365829,-4681.088593,5287.272104,-3002.250099,3341.289403,1422.33853,-223.3558532,-283.7469398,2093.970543,3301.242847,427.6120786,374.9864951,1610.502449,1100.711756,1376.96076,1761.343728,1010.086167,1083.371435,949.5145421,1179.26932:
0.2183,0.05179,0.6753,1.0821,0.8021,0.3513025,-1.05805,14.948337299693149:105747.4644,61044.7963,42087.11504,42606.56109,36905.66041,25051.63679,19836.2066,16808.91744,15949.26893,13975.20239,11607.3538,10201.91515,9106.953393,8420.319923,7551.674941,6911.821782,6100.816753,5819.163991,5409.899116,4957.443055,4566.576656,4262.754356,4103.368792:29525.01519,27659.26304,9346.340563,16288.87439,11567.43474,8150.229991,10104.33776,7311.228453,6921.458887,6422.572462,5745.931031,5818.502684,3931.298855,3437.811569,3518.287545,3494.426204,2966.842302,2929.204434,2876.457962,2549.905955,2432.762058,2396.041109,2043.688839:-2496.262952,-2093.559723,-8569.286179,7334.288736,2102.559168,1593.745944,43.51758809,48.69263263,-1429.619623,2750.09182,321.718757,691.4795764,1246.581268,188.5146187,1149.511386,1026.287727,488.3445864,521.2013682,486.5669035,503.7053029,573.5769779,657.3935163,705.410275:
0.4775,0.04279,0.5579,0.8485,0.6527,0.0171775,-0.78415,17.771905481936674:53933.74353,52182.06075,40428.09629,34829.18022,27946.82822,23847.33552,22193.41658,18487.96777,15570.28205,13914.95485,12393.43125,11720.23694,10667.55224,9230.581232,8641.683521,7918.216582,7290.768568,6734.64148,6450.27089,5917.85284,5621.635136,5339.830207,4960.688074:15054.60217,17065.16948,12811.50711,13214.62387,12112.90942,7883.545356,9150.27474,8349.605721,5520.20176,5644.24208,4462.346454,4688.464164,3857.361748,3325.629635,3933.858978,3026.426526,3049.68262,2678.534835,3091.95682,2800.92393,2837.843555,2732.501048,2304.846408:21903.55981,1764.914207,-8560.98482,-752.8286089,1418.339579,-2340.78388,-1830.647876,-1470.655105,1647.859217,2038.795166,408.5568832,483.8881522,415.5063663,-7.202342254,725.1612483,1074.896888,682.7975697,246.9504984,1498.201147,475.092745,525.6194059,537.6037754,573.7661915:
0.4531,0.03915,0.5231,0.8327,0.6945,0.2186425,-1.24435,17.530585585541086:77457.50213,70627.43031,51334.34456,38925.84376,33327.123,29123.13994,24325.55734,19788.66161,17156.60106,15434.62765,14176.09797,12541.33049,11423.58382,10125.26942,9298.696218,8539.640079,7919.115326,7225.098405,6912.219503,6299.978223,5757.932996,5417.784509,5166.255125:21817.60679,31877.42266,16829.03909,15019.09305,17097.83996,10820.37027,10418.36666,6951.356997,7847.333441,5964.740061,6456.051591,4675.969691,5237.321668,4736.440255,4454.390885,4027.130754,3766.877344,3370.317656,3481.150795,2889.058649,2741.565548,2790.175842,2651.897954:6512.280331,-3781.739295,4521.24269,163.4931792,5740.535137,-866.7895867,-240.1803489,373.6812746,652.6504093,663.1173139,1138.549577,308.5518572,1619.529072,1107.194003,1054.625848,565.0957013,999.0783497,261.3384887,865.6117082,882.5084521,299.2991248,1087.746208,561.7818285:
