11:56:53 [ultranest] [DEBUG] ReactiveNestedSampler: dims=8+0, resume=True, log_dir=/home/ljy/BettiCurveCosmo/Emulator/model-fof/mcmc_result/nwLH-Recovery/164/combined, backend=hdf5, vectorized=False, nbootstraps=30, ndraw=128..65536
11:56:55 [ultranest] [INFO] Sampling 1600 live points from prior ...
11:57:23 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.10, Lepsilon=0.0010, min_ess=400
11:57:23 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=1600, cluster_num_live_points=40
11:57:23 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 1600.0), (inf, 1600.0)]
11:57:24 [ultranest] [DEBUG] iteration=0, ncalls=1601, regioncalls=40, ndraw=40, logz=-inf, remainder_fraction=100.0000%, Lmin=-47429.94, Lmax=-102.97
11:57:24 [ultranest] [DEBUG] iteration=6, ncalls=1607, regioncalls=280, ndraw=40, logz=-35182.27, remainder_fraction=100.0000%, Lmin=-34283.63, Lmax=-102.97
11:57:24 [ultranest] [DEBUG] iteration=12, ncalls=1613, regioncalls=520, ndraw=40, logz=-29642.11, remainder_fraction=100.0000%, Lmin=-29151.60, Lmax=-102.97
11:57:24 [ultranest] [DEBUG] iteration=18, ncalls=1619, regioncalls=760, ndraw=40, logz=-27044.25, remainder_fraction=100.0000%, Lmin=-26684.94, Lmax=-102.97
11:57:24 [ultranest] [DEBUG] iteration=24, ncalls=1625, regioncalls=1000, ndraw=40, logz=-24518.59, remainder_fraction=100.0000%, Lmin=-23766.72, Lmax=-102.97
11:57:24 [ultranest] [DEBUG] iteration=29, ncalls=1631, regioncalls=1240, ndraw=40, logz=-21448.42, remainder_fraction=100.0000%, Lmin=-20998.89, Lmax=-102.97
11:57:24 [ultranest] [DEBUG] iteration=34, ncalls=1637, regioncalls=1480, ndraw=40, logz=-19815.48, remainder_fraction=100.0000%, Lmin=-19499.29, Lmax=-102.97
11:57:25 [ultranest] [DEBUG] iteration=39, ncalls=1642, regioncalls=1680, ndraw=40, logz=-18937.01, remainder_fraction=100.0000%, Lmin=-18588.44, Lmax=-102.97
11:57:25 [ultranest] [DEBUG] iteration=44, ncalls=1647, regioncalls=1880, ndraw=40, logz=-18168.00, remainder_fraction=100.0000%, Lmin=-17955.71, Lmax=-102.97
11:57:25 [ultranest] [DEBUG] iteration=50, ncalls=1653, regioncalls=2120, ndraw=40, logz=-17462.52, remainder_fraction=100.0000%, Lmin=-17380.91, Lmax=-102.97
11:57:25 [ultranest] [DEBUG] iteration=56, ncalls=1659, regioncalls=2360, ndraw=40, logz=-16676.52, remainder_fraction=100.0000%, Lmin=-16430.56, Lmax=-102.97
