Om Ob h ns s8 Mnu w scale_factor
3.983816579185479601e-01 4.593412536767103871e-02 7.200102577895524103e-01 8.487403101198015554e-01 8.911283612821618849e-01 5.447521470853284864e-01 -9.759704379075786473e-01 1.187946809063560316e+01
4.192054433448290096e-01 5.665033506290621801e-02 5.789692220143753953e-01 8.297910394563773329e-01 7.768879928511703836e-01 3.665149878908435799e-02 -1.170425949198992788e+00 1.349650094900658459e+01
4.813852029297372992e-01 3.152499115607325375e-02 5.522536794019254902e-01 8.831509742747027936e-01 8.395900734652126385e-01 8.880164737854326917e-01 -1.296723653948332000e+00 6.900010968184400184e+00
2.717758839813447236e-01 5.668701319157609664e-02 8.218632958232153785e-01 9.719376552316896234e-01 6.951200745230393663e-01 6.448341809823636694e-01 -7.875855547855445948e-01 1.443776351763722054e+01
3.255356887681948308e-01 6.363072392318061543e-02 8.208960983202282513e-01 9.967831827058710736e-01 8.985874469634282935e-01 7.097456507824044802e-01 -9.641205791452303053e-01 1.450903928478174620e+01
4.815519865755872875e-01 3.663270181000480297e-02 5.249568206334259690e-01 8.974309682863523818e-01 8.226151125908646167e-01 8.906484814301017794e-01 -9.941565380172736610e-01 1.269389460319701968e+01
3.504844482957328866e-01 5.638347218795690396e-02 6.695470141208232917e-01 9.503790855575124930e-01 8.499779042283677200e-01 6.330038540322177054e-01 -7.003687309179845721e-01 1.647984778983486720e+01
2.813790889103950921e-01 3.565218914025653635e-02 5.659866607160822793e-01 1.003569774110901536e+00 6.891765112922736414e-01 1.524510530363253902e-01 -1.182903713666407342e+00 1.474995848135208831e+01
4.226650121570294516e-01 5.620550498317584964e-02 6.917759370775553585e-01 9.416022107973944788e-01 9.930453201468789626e-01 7.520622475931006967e-01 -8.653295672497594015e-01 1.220887659956351534e+01
3.624636095675829450e-01 6.903092021606836715e-02 6.032049850691096893e-01 9.672307059297121645e-01 6.655597357315599094e-01 7.874429189005955898e-01 -8.658125994860592645e-01 1.423694444228610401e+01
3.972963546113610356e-01 3.013378550883342999e-02 5.179130286689279661e-01 9.535733941218462739e-01 7.945672880857637121e-01 5.440640631524924498e-01 -7.079827615273014407e-01 1.380553211326532903e+01
3.210520032830586068e-01 3.851867848282500284e-02 5.190822574313209703e-01 1.043249541548377568e+00 8.384694238743728434e-01 2.155489616288680521e-01 -7.360466892847706832e-01 1.747389028558560398e+01
