10:25:37 [ultranest] [DEBUG] ReactiveNestedSampler: dims=8+0, resume=True, log_dir=/home/ljy/BettiCurveCosmo/Emulator/model-fof-rsdz/mcmc_result/nwLH-Recovery/16/combined, backend=hdf5, vectorized=False, nbootstraps=30, ndraw=128..65536
10:25:38 [ultranest] [INFO] Sampling 1600 live points from prior ...
10:25:51 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.10, Lepsilon=0.0010, min_ess=400
10:25:51 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=1600, cluster_num_live_points=40
10:25:51 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 1600.0), (inf, 1600.0)]
10:25:52 [ultranest] [DEBUG] iteration=0, ncalls=1601, regioncalls=40, ndraw=40, logz=-inf, remainder_fraction=100.0000%, Lmin=-60649.74, Lmax=-70.03
10:25:52 [ultranest] [DEBUG] iteration=9, ncalls=1610, regioncalls=400, ndraw=40, logz=-22370.77, remainder_fraction=100.0000%, Lmin=-21044.38, Lmax=-70.03
10:25:52 [ultranest] [DEBUG] iteration=18, ncalls=1619, regioncalls=760, ndraw=40, logz=-16600.14, remainder_fraction=100.0000%, Lmin=-15450.25, Lmax=-70.03
10:25:52 [ultranest] [DEBUG] iteration=27, ncalls=1628, regioncalls=1120, ndraw=40, logz=-13818.99, remainder_fraction=100.0000%, Lmin=-12629.04, Lmax=-70.03
10:25:52 [ultranest] [DEBUG] iteration=36, ncalls=1637, regioncalls=1480, ndraw=40, logz=-10033.86, remainder_fraction=100.0000%, Lmin=-9501.32, Lmax=-70.03
10:25:52 [ultranest] [DEBUG] iteration=45, ncalls=1646, regioncalls=1840, ndraw=40, logz=-8495.44, remainder_fraction=100.0000%, Lmin=-8382.75, Lmax=-70.03
10:25:52 [ultranest] [DEBUG] iteration=54, ncalls=1655, regioncalls=2200, ndraw=40, logz=-7556.46, remainder_fraction=100.0000%, Lmin=-7093.15, Lmax=-70.03
10:25:52 [ultranest] [DEBUG] iteration=63, ncalls=1664, regioncalls=2560, ndraw=40, logz=-5999.25, remainder_fraction=100.0000%, Lmin=-5953.31, Lmax=-70.03
10:25:53 [ultranest] [DEBUG] iteration=71, ncalls=1673, regioncalls=2920, ndraw=40, logz=-5335.21, remainder_fraction=100.0000%, Lmin=-5287.10, Lmax=-70.03
10:25:53 [ultranest] [DEBUG] iteration=80, ncalls=1682, regioncalls=3280, ndraw=40, logz=-4493.69, remainder_fraction=100.0000%, Lmin=-4464.58, Lmax=-70.03
10:25:53 [ultranest] [DEBUG] iteration=88, ncalls=1691, regioncalls=3640, ndraw=40, logz=-4132.53, remainder_fraction=100.0000%, Lmin=-4074.71, Lmax=-70.03
10:25:53 [ultranest] [DEBUG] iteration=97, ncalls=1700, regioncalls=4000, ndraw=40, logz=-3792.29, remainder_fraction=100.0000%, Lmin=-3768.29, Lmax=-70.03
10:25:53 [ultranest] [DEBUG] iteration=106, ncalls=1711, regioncalls=4440, ndraw=40, logz=-3546.62, remainder_fraction=100.0000%, Lmin=-3509.64, Lmax=-70.03
10:25:53 [ultranest] [DEBUG] iteration=115, ncalls=1720, regioncalls=4800, ndraw=40, logz=-3316.40, remainder_fraction=100.0000%, Lmin=-3306.07, Lmax=-70.03
10:25:53 [ultranest] [DEBUG] iteration=124, ncalls=1730, regioncalls=5200, ndraw=40, logz=-3157.29, remainder_fraction=100.0000%, Lmin=-3130.50, Lmax=-70.03
10:25:53 [ultranest] [DEBUG] iteration=133, ncalls=1739, regioncalls=5560, ndraw=40, logz=-2978.87, remainder_fraction=100.0000%, Lmin=-2966.10, Lmax=-70.03
10:25:53 [ultranest] [DEBUG] iteration=141, ncalls=1749, regioncalls=5960, ndraw=40, logz=-2895.13, remainder_fraction=100.0000%, Lmin=-2874.10, Lmax=-70.03
10:25:54 [ultranest] [DEBUG] iteration=149, ncalls=1759, regioncalls=6360, ndraw=40, logz=-2822.61, remainder_fraction=100.0000%, Lmin=-2799.27, Lmax=-70.03
10:25:54 [ultranest] [DEBUG] iteration=158, ncalls=1769, regioncalls=6760, ndraw=40, logz=-2679.18, remainder_fraction=100.0000%, Lmin=-2663.92, Lmax=-70.03
10:25:54 [ultranest] [DEBUG] iteration=160, ncalls=1771, regioncalls=6840, ndraw=40, logz=-2669.63, remainder_fraction=100.0000%, Lmin=-2659.86, Lmax=-70.03
